Stations,Longitude,Latitude,Janvier,Fevrier,Mars,Avril,Mai,Juin,Juillet,Aout,Septembre,Octobre,Novembre,Decembre
KAYA,-1.08,13.1,0,0,0,28,3.8,54.6,115.1,121.2,117.9,25.6,0,0
KIEMBARA,-2.72,13.25,0,0,0,0,32.8,32.8,132.1,129.5,-29997,0,0,0
KINDI,-2.03,12.43,0,0,4,4,27.3,74.3,104.3,244.5,94.7,40.3,0,0
KOKOLOGHO,-1.88,12.18,0,0,0,7.5,29.8,138.1,163.2,157.7,116,21.7,0,0
KOMBISSIRI,-1.33,12.07,0,0,0,21.2,40,103.9,171,169.8,145.2,10.2,0,0
KOMIN-YANGA,0.13,11.73,0,0,1.9,15.2,88.5,64.7,120.2,203.6,112.4,95.1,0,0
KORSIMORO,-1.07,12.82,0,0,0,3,9.3,60.5,105.7,133,80,27.5,0,0
KOUDOUGOU,-2.37,12.27,0,0,0,0,26.4,93.2,145.3,205,53.3,13.8,0,0
KOUKA,-4.33,11.9,0,0,0,49.5,99.4,126,172.9,235.4,197.1,41.3,0,0
KOUMBIA,-3.7,11.23,0,0,7,32.2,118.2,159.9,109.7,183,127,38.1,0,0
KOUPELA,-0.35,12.18,0,0,0,9.5,43.8,51.9,144.2,234.2,181.9,14.3,0,0
KOUROUMA,-4.8,11.62,0,0,0,0,0,34,223.9,146.5,155.1,23.6,0,0
LEO,-2.1,11.1,0,0,8.6,31.8,61.8,46.9,167,186.2,127.9,15.4,0,0
LERI,-3.38,12.77,0,0,0,4.7,63.7,82,195.3,85,112.3,89.4,0,0
LOUMANA,-5.35,10.58,0,0,68.8,70.1,99.3,162.3,171.7,175,357.2,142.3,1.5,0
MAHADAGA,1.75,11.7,0,0,0.7,17.2,21.5,127.8,92.2,195.4,130.4,24.9,0,0
MANE,-1.33,12.98,0,0,0,9.9,1.9,134.8,136,313.2,122.2,0,0,0
MANGA,-1.07,11.67,0,0,2.7,12,47.9,129.3,165,136.5,195,14.2,0,0
MANGODARA,-4.35,9.9,0,0,78.4,49,142.8,110.5,173.8,248.5,181.9,55,-29997,-29997
MARKOYE,0.07,14.63,0,0,0,0,0,66,187,190,-29997,-29997,-29997,-29997
MATIAKOUALY,1.03,12.37,0,0,0,0,89.4,205.1,204.9,275.8,64.8,26.4,0,0
MOGTEDO,-0.83,12.28,0,0,0,0,30.8,77,150.1,173.1,132.2,8,0,0
N'DOROLA,-4.82,11.77,0,0,8.8,48.6,116,127.8,202.3,201.5,211.4,2.3,0,0
NAMOUNOU,1.7,11.87,0,3.1,0,6.9,18,65.7,108.5,329.2,114,47.6,0,0
NANORO,-2.18,12.68,0,0,0,7,68.9,132.2,169.2,194.7,51.4,7.4,0,0
NASSO,-4.43,11.2,0,0,21.9,36.9,172.2,58.5,204.9,199.5,149.6,61,0,0
NIANGOLOKO,-4.92,10.27,0,0,10.7,101.2,152.1,151.2,245.2,283,269.6,156.4,5.4,0
NIAOGHO,-0.77,11.77,0,0,2.5,7.5,19,68.5,171,131.5,144.5,18.5,0,0
NOUNA,-3.87,12.73,0,0.1,26,30.3,57.6,136.9,231.3,178.6,89.3,28.9,0,0
ORODARA,-4.92,10.98,0,0,10.2,44,107.8,159.1,195.8,201.9,177.9,143.9,0,0
OUARGAYE,0.02,11.53,0,0,2.5,31.6,68.6,99.7,69.1,237,123.6,10.5,0,0
OUARKOYE,-3.67,12.08,0,0,0,5.2,60.4,124.2,187.7,223.1,108.6,75.1,0,0
OUO,-3.83,10.4,0,0,21.7,62.1,108.7,108.2,129.7,248.2,134.4,99.1,0,0
PABRE,-1.57,12.52,0,0,0,0,0,55.8,149.9,88.4,47.2,-29997,0,0
PAMA,0.7,11.25,0,0,0,36.4,77.2,47.7,134.5,391.8,102.4,44.6,0,0
PIELA,-0.13,12.7,0,0,0,16.3,43.6,80.1,154.4,223.4,74.2,8,0,0
POBE,-1.77,13.9,0,0,0,3.2,22,57.1,43.1,75.8,51.5,0,0,0
REO AGRI,-2.37,12.32,0,0,9,18,65.8,114.2,150,170.5,84,38.8,0,0
SAFANE,-3.22,12.13,0,0,0,8.1,85.7,105.3,129.2,239.4,93.6,28.1,0,0
SAMOROGOUAN,-4.93,11.4,0,0,0,0,54.8,165.4,183.8,257.3,155.5,-29997,0,0
SAPONE,-1.6,12.05,0,0,0,0,94.3,73.5,164.5,151.9,74.9,38.3,0,0
SAPOUY,-1.77,11.55,0,0,0.4,33.9,52.4,52.2,159.2,221.5,156.3,49.1,0,0
SARIA,-2.15,12.27,0,0,0.5,20.2,46.8,94.2,178.7,251.8,136.9,38.7,0,0
SEBBA,0.52,13.43,0,0,0,0,6.5,46.9,87.3,92.5,51.1,8,0,0
SEGUENEGA,-1.97,13.43,0,0,0,0,0,161.4,156.3,301.1,71.6,0,0,0
SIDERADOUGOU,-4.25,10.68,0,0,22.4,85.6,96.7,82.8,203,195.8,123.6,46.4,0,0
SINDOU,-5.17,10.67,0,0,33.6,90.8,39.6,110.5,203,205.7,243.4,103.1,2,0
SOLENZO,-4.08,12.18,0,0,9.4,7.7,107.8,73.9,237.9,148.7,161.6,3.4,0,0
SOUROU-GASSAN,-3.22,12.82,0,0,0,2,23.5,24.1,236.4,167.5,127.6,10.8,0,0
TANSILA,-4.38,12.42,0,0,0.2,8.2,52.5,79,181.2,166,189.6,22.7,0,0
TEMA,-1.77,13.05,0,0,0,7.5,16.5,96.9,146.4,237.4,48.2,11,0,0
TENKODOGO,-0.38,11.77,0,0,3.5,5,128.4,90.1,146.4,204.5,95.6,24.8,0,0
TIEBELE,-0.97,11.1,0,0.9,1.6,60.6,133.1,195.8,66.2,295.9,147.4,30.2,0,0
TIKARE,-1.73,13.28,0,0,0,6.7,1,72.4,105.6,165,-29997,-19998,0,0
TIOGO,-2.68,12.18,0,0,2.1,2,73.2,111,136.3,262.6,102.3,20,0,0
TITAO,-2.07,13.77,0,0,0,0,0,125.2,47.8,50.6,37.7,6.9,0,0
TOECE,-1.25,11.62,0,0,0,20,69.8,96.7,145.8,124.8,-29997,32.5,0,0
TOENI,-3.18,13.43,0,0,0,0,7,77.5,173.4,146.3,108.1,0,0,0
TOMA,-2.9,12.77,0,0,0,12.7,37.6,39.3,120.3,186.3,58.5,5.9,0,0
TOUGAN,-3.07,13.08,0,0,0,1.3,32.4,61.9,150.4,97.3,162.9,11.6,0,0
TOUGOURI,-0.5,13.32,0,0,0,-29997,-29997,28.5,113,177,31,0,0,0
VALLEE DU KOU,-4.38,11.37,0,0,13.1,40.1,80.4,149.1,186.9,271.5,120.4,39.8,0,0
WONA,-3.43,11.97,0,0,0,16.2,57.5,65.2,162.3,179,-29997,0,0,0
YAKO,-2.27,12.97,0,0,0,19.9,13,106,146,236.2,83.6,3.9,0,0
YAMBA,0.33,12.3,0,0,0,0,75.5,107,131.7,197.6,62.9,13.5,0,0
ZABRE,-0.6,11.17,0,0,0,22,110.5,141.7,139.2,313.7,190.2,4.2,0,0
ZORGHO,-0.62,12.25,0,0,0,0,30.6,90.6,157.6,247.1,139.5,35.4,0,0
BITOU,-0.306111,11.258056,0,0,10.5,14.8,80.1,67.5,110.2,273.7,211.1,30.5,0,0
BOBO-DIOULASS,-4.30,11.17,0,0,16.2,36.6,77.9,72,136.8,162.3,96,126.8,0,0
BOGANDE,-0.13,12.98,0,0.9,0,4.4,11.2,94.8,165.1,236.4,96.8,23.2,0,0
BOROMO,-2.92,11.73,0,23.2,9.4,18.2,48.6,172.4,240.3,199.1,89.1,26.9,0,0
BOUSSOUMA,0,0,0,0,0,12.3,27.2,45.9,116.5,248.4,103.4,2.4,0,0
DEDOUGOU,-3.48,12.47,0,0,2.6,28.4,37.4,55.7,280.6,139.8,158.6,47.5,0,0
DORI,-0.03,14.03,0,0,0,0,0.1,41.6,277.3,178.6,129,0.3,0,0
FADA N'GOURMA,0.35,12.07,0,0,0.7,11.4,51.9,106.1,241.9,281.2,56,71.2,0,0
FARAKO-BA (AG,-4.33,11.10,0,0,13.7,84.5,44.3,142,138.7,198.1,128,0,0,0
GAO BF,-2.18,11.65,0,2.7,0,37.5,75.8,67.6,214.1,238.6,193.1,29.2,0,0
GAOUA,-3.18,10.33,0,0,31.2,87.5,117.1,98.4,255.4,147.2,131.4,92.1,0,0
GON-BOUSSOUGO,-0.77,11.40,0,0,2.8,75.2,101.7,138.9,112.2,200.2,130.9,35,0,0
NOBERE,-1.204444,11.558056,0,0,0,5.3,59.9,81.4,102.2,146.8,179.5,32.4,0,0
OUAGADOUGOU A,-1.52,12.35,0,0,0,25.3,33.9,126.6,378,181,112.5,15.7,0,0
OUAHIGOUYA,-2.43,13.58,0,1.1,0,0,12.7,94.2,196.4,196.4,82.1,3.2,0,0
OUANGOLODOUGO,-4.80,10.08,0,0,0,67.1,76.2,67.8,163.6,274.2,164.3,142.8,0,0
PO,-1.15,11.17,0,3.5,0,10.6,112.9,82,139.3,354.9,221.2,18.2,0,0
SANGHA,0.159444,11.180556,0,0,0,36,53.3,44.8,54.9,467.8,213,17.2,0,0
SOUBAKANIEDOU,-5.02,10.48,0,0,0,81,56.8,161,194.6,145.2,264.9,99,0,0
TANGHIN DASSO,-1.72,12.27,0,0,0,23.1,46.6,104.4,132.5,139.9,71.2,14.3,0,0
TIOU-KOUDOUGO,-2.20,11.95,0,0,0,18.7,117.7,54.5,162.2,128.9,111,-19998,0,0
TIOU-OUAHIGOU,-2.67,13.82,0,,0,0,18.3,78.7,81.7,173.3,76,0,0,0
