STATION,Jan,F‚v,Mar,Avr,Mai,Jui,Jui,Ao–,Sep,Oct,Nov,D‚c
KAYA,2.7,0.0,0.0,0.0,51.3,86.6,298.9,162.0,129.2,12.8,0.0,0.0
KIEMBARA,2.0,0.0,4.5,0.0,67.2,110.9,226.8,161.4,96.1,21.6,0.0,0.0
KINDI,7.0,0.0,0.0,45.1,47.4,104.9,172.8,280.6,174.1,28.9,0.0,0.0
KOKOLOGHO,7.4,0.0,0.2,20.4,56.9,76.9,244.4,263.6,153.2,13.1,0.0,0.0
KOMBISSIRI,23.0,0.0,0.0,15.0,78.5,159.0,190.1,258.3,192.5,36.7,0.0,0.0
KOMIN-YANGA,0.0,0.0,0.0,100.9,64.5,123.2,149.0,206.0,187.4,16.3,0.0,0.0
KONGOUSSI (BAM,9.9,0.0,0.2,0.0,138.1,101.2,112.5,106.7,122.0,12.1,0.0,0.0
KORSIMORO,3.8,0.0,0.0,5.5,64.5,59.2,192.9,138.7,191.9,6.0,0.0,0.0
KOSSOUGOUDOU,0.0,0.0,0.0,13.6,7.6,40.8,112.9,171.3,232.7,53.1,0.0,0.0
KOUDOUGOU,0.0,0.0,0.0,37.2,23.0,157.9,142.5,263.3,82.6,40.8,0.0,0.0
KOUKA,0.7,0.0,0.0,58.4,33.1,131.7,177.1,405.7,194.2,32.0,11.7,0.0
KOUMBIA,5.8,0.0,0.0,92.8,62.8,147.7,190.8,254.3,211.3,87.5,33.7,0.0
KOUPELA,0.0,0.0,0.0,39.8,96.4,127.8,145.7,265.8,143.6,40.9,9.4,0.0
KOUROUMA,2.5,0.0,0.0,25.4,89.4,136.5,145.7,276.2,145.5,17.0,7.8,0.0
LEO,34.8,0.0,0.0,67.5,56.8,216.8,182.1,327.0,230.3,125.3,4.0,0.0
LERI,3.4,0.0,0.0,12.8,42.3,122.8,163.9,211.0,117.4,48.1,4.0,0.0
LOUMANA,0.0,5.5,5.4,122.6,53.8,236.2,94.6,445.3,304.1,45.2,20.6,0.0
MAHADAGA,0.0,0.0,0.0,46.0,89.8,111.9,61.7,129.6,221.2,15.3,0.0,0.0
MANE,0.0,0.0,0.0,0.0,16.8,82.4,324.8,218.5,147.7,33.2,0.0,0.0
MANGA,36.2,0.0,0.0,88.6,101.4,207.5,204.1,365.2,226.2,30.3,0.0,0.0
MANGODARA,0.0,56.2,8.6,68.7,107.6,83.7,86.4,354.5,278.1,**,79.2,0.0
MARKOYE,0.0,0.0,0.0,0.0,46.8,60.3,116.4,162.6,68.3,26.6,0.0,0.0
MATIAKOUALY,0.0,0.0,0.0,58.0,31.0,77.5,184.5,183.0,191.5,9.0,0.0,0.0
MOGTEDO,2.2,0.0,0.0,5.1,38.9,74.3,176.8,249.4,202.3,29.5,0.0,0.0
N'DOROLA,0.6,0.0,0.0,26.5,58.8,104.5,123.1,295.5,130.1,76.3,19.7,0.0
NAMOUNOU,0.0,0.0,0.0,40.7,138.9,99.6,122.9,217.2,186.8,3.5,0.0,0.0
NANORO,3.0,0.0,0.0,14.4,87.0,89.3,154.1,204.6,107.3,29.4,0.0,0.0
NIANGOLOKO,2.8,3.0,7.7,87.4,76.3,149.7,109.3,301.4,262.3,54.5,11.3,0.0
NIAOGHO,6.5,0.0,0.0,20.0,55.0,88.0,160.0,265.0,150.5,122.5,**,**
NOBERE,34.7,0.0,0.0,61.3,65.9,167.5,179.1,243.3,164.1,42.6,0.0,0.0
NOUNA,2.6,0.0,1.0,19.0,3.6,162.8,186.0,335.5,150.0,62.5,21.3,0.0
ORODARA,0.0,1.2,52.6,31.4,173.2,227.8,117.6,253.3,210.8,117.3,60.1,4.7
OUAGADOUGOU AE,3.5,0.0,0.0,17.9,79.1,91.9,177.2,245.2,197.1,35.5,0.0,0.0
OUAGADOUGOU VI,15.5,0.0,0.0,39.2,137.1,91.5,223.9,260.3,139.1,0.0,0.0,0.0
OUAHIGOUYA,2.4,0.0,0.1,0.0,97.1,61.4,209.5,155.2,121.0,89.0,0.0,0.0
OUANGOLODOUGOU,0.0,11.9,3.9,35.2,25.0,120.7,88.0,367.4,291.7,35.1,13.4,0.0
OUARGAYE,0.0,0.0,32.6,179.2,132.3,106.5,153.0,132.1,142.5,12.7,0.0,0.0
OUARKOYE,8.0,0.0,0.0,48.5,3.4,64.3,200.7,249.9,182.4,40.0,13.5,0.0
OUO,0.0,10.2,33.1,83.1,96.7,126.9,117.2,277.3,353.2,**,**,**
PABRE,3.5,0.0,0.0,19.3,97.6,32.4,202.7,153.1,123.2,43.1,0.0,0.0
PAMA,0.0,0.0,16.5,40.6,90.6,94.2,147.7,135.9,212.4,7.7,0.0,0.0
PIELA,0.0,0.0,0.0,25.0,63.6,23.0,151.2,100.8,145.0,21.5,9.1,0.0
PO,11.0,0.0,21.8,154.1,65.8,117.6,109.3,231.1,169.1,9.1,2.9,0.0
POBE,0.0,0.0,0.0,0.0,64.0,57.0,89.8,156.2,91.8,2.3,0.0,0.0
REO AGRI,0.0,0.0,0.0,0.0,22.5,193.8,136.5,267.9,125.5,50.0,0.0,0.0
SABA,0.0,0.0,0.0,0.0,93.3,94.0,185.3,206.3,155.6,29.0,0.0,0.0
SAFANE,4.8,0.0,0.0,0.0,12.0,115.5,101.3,231.2,198.3,89.3,0.0,0.0
SAMOROGOUAN,0.0,0.0,0.0,28.7,20.0,119.5,231.2,332.2,140.6,32.0,42.0,0.0
SANGHA,0.8,0.0,69.0,35.5,153.0,124.3,279.0,116.0,241.0,26.5,3.5,0.0
SAPONE,18.0,0.0,0.0,6.6,69.7,84.0,242.7,310.7,122.0,40.4,0.0,0.0
SAPOUY,10.1,0.0,15.2,56.8,67.2,123.6,177.0,176.9,267.2,1.0,6.3,0.0
SARIA,3.3,0.0,0.0,3.5,79.4,97.5,208.5,242.4,170.4,66.4,0.0,0.0
SEBBA,0.0,0.0,0.0,0.4,69.6,148.9,147.3,157.3,140.8,7.7,0.0,0.0
SEGUENEGA,0.0,0.0,0.0,0.0,118.7,83.0,223.5,270.1,120.5,44.2,0.0,0.0
SIDERADOUGOU,2.0,11.4,3.2,25.2,76.2,194.0,95.8,183.0,150.5,53.5,40.2,0.0
SINDOU,0.9,5.7,3.1,66.0,85.2,206.3,91.6,289.1,230.4,56.7,2.5,0.8
SOLENZO,3.6,0.0,2.1,8.6,47.7,94.3,133.0,191.8,128.7,7.2,10.5,0.0
SOUBAKANIEDOUG,3.1,0.0,9.3,41.2,99.5,166.0,71.0,422.4,275.3,85.4,42.8,0.0
SOUROU-GASSAN,5.0,0.0,0.0,15.3,47.3,123.0,156.4,252.9,118.0,48.5,9.5,0.0
TANSILA,6.0,0.0,0.0,1.1,50.6,157.2,283.1,216.5,152.3,18.6,70.7,0.0
TEMA,1.5,0.0,0.0,7.0,73.6,132.5,142.0,208.1,157.4,54.3,0.0,0.0
TENKODOGO,8.5,0.0,0.0,21.6,139.6,130.3,119.4,222.2,174.4,40.8,40.8,0.0
TIOGO,15.0,0.0,0.0,9.0,27.7,144.7,116.2,263.4,167.0,40.8,0.0,0.0
TIOU-KOUDOUGOU,15.8,0.0,0.0,6.4,24.3,104.7,158.2,264.4,131.7,24.0,0.0,0.0
TIOU-OUAHIGOUY,1.7,0.0,0.0,0.0,58.7,46.0,196.5,163.1,134.4,21.4,0.0,0.0
TITAO,0.0,0.0,0.0,6.5,72.0,20.9,125.7,116.9,136.6,53.5,0.0,0.0
TOECE,32.0,0.0,0.0,40.9,46.5,139.6,170.7,239.4,307.5,42.5,6.0,0.0
TOENI,0.1,0.0,0.0,0.0,33.5,27.6,142.8,190.5,141.0,28.0,1.2,0.0
TOMA,4.8,0.0,0.0,3.8,29.1,87.5,225.0,279.9,143.3,21.2,11.1,0.0
TOUGAN,11.0,0.0,0.0,2.4,104.4,65.3,226.6,283.5,108.7,48.4,0.0,0.0
TOUGOURI,0.0,0.0,0.0,0.0,0.0,63.5,211.0,103.0,156.5,11.0,0.0,0.0
VALLEE DU KOU,22.2,0.0,23.5,24.9,28.7,172.8,255.6,191.3,196.2,16.5,22.0,6.1
WONA,0.0,0.0,0.0,58.3,66.7,141.6,131.4,190.3,82.0,76.1,0.0,0.0
YAKO,1.3,0.1,0.0,45.1,41.9,176.4,240.1,310.9,106.9,18.5,0.0,0.0
YAMBA,0.0,0.0,0.0,36.6,153.8,137.0,223.9,162.1,214.4,45.4,0.0,0.0
ZABRE,0.0,0.0,96.2,83.3,85.0,56.6,154.2,160.6,273.0,105.1,0.0,0.0
ZORGHO,3.7,0.0,0.0,40.3,71.5,86.1,66.5,260.3,173.6,11.0,0.0,0.0
