Stations,Longitude,Latitude,Janvier,Fevrier,Mars,Avril,Mai,Juin,Juillet,Aout,Septembre,Octobre,Novembre,Decembre
BEDAYA,17.87,8.92,0,0.5,19.8,41.7,-9825.7,101,351.5,282.7,68,21,0,0
KRIMKR,15.8,8.97,0,0,48.9,43,-9887,116.3,388.9,230.3,51,19.4,0,0
BINDER,14.7,9.58,0,0,22,111.7,-9851,265.9,209.5,163.5,113.4,23,0,0
DOURBALI,15.87,11.82,0,0,15,27.1,-9980.3,94.1,188.7,219.9,63.2,1.6,0,0
KAGA ,16.77,9.22,-29997,-29997,-29997,-29997,-29997,-29997,-29997,-29997,-29997,-29997,-29997,-29997
LARAMAN,15.67,8.05,0,0,23.5,112.5,-9953.5,118.9,170,170.5,181,66,0,0
DOUMD,15.38,13.2,0,0,0,65,-9998,53,-29997,-9977.3,67,0,0,0
PONKAROL,15.5,9.3,0,0,45.8,9.9,-9940.2,151.8,436.5,282.9,25,0,0,0
LAGON,14.53,9.48,0,0,16.6,58.3,-9871,244,220.6,235.3,69.1,8,0,0
BENOYE ,16.33,8.98,-29997,-29997,-29997,-29997,-29997,-29997,-29997,-29997,-29997,-29997,-29997,-29997
LAOUKASSY,15.7,8.85,0,0,31,84,-9913.5,165,356,272,165.5,19,0,0
MASSAKORY ,15.73,13.02,-29997,-29997,-29997,-29997,-29997,-29997,-29997,-29997,-29997,-29997,-29997,-9999
