Stations,Longitude,Latitude,Janvier,Fevrier,Mars,Avril,Mai,Juin,Juillet,Aout,Septembre,Octobre,Novembre,Decembre
FAMALE,1.07,14.55,0,0,0,0,0,76.2,84.9,194.4,65.5,0,0,0
FANDOU MAYAKI,2.88,13.85,0,0,0,0,0,30,242.5,158,53,19,0,0
FILINGUE,3.32,14.35,0,0,0,0,0.2,37.5,121.5,206.4,102,11.2,0,0
GABI MAYAKI,7.05,13.23,0,0,0,0,23.8,-19962.2,178.3,219.7,174.7,0,0,0
GALMA.SEDENT.,5.8,14.08,0,0,0,0,-19987,-19939,77.5,126,-19968,0,0,0
GALMI,5.5,13.97,0,0,0,0,2.8,35.7,176.2,195.8,232.2,0,0,0
GARADOUME,5.8888,14.3679,0,0,0,0,13,11.4,94.1,167,84.9,0,0,0
GAYA,3.45,11.88,0,0,0,1,45.9,62.1,278,339.7,196.5,46.7,0,0
GAZAOUA,7.92,13.85,0,0,0,0,3.5,43,102.8,176,122.3,0,0,0
GOTHEYE,1.58,13.82,0,0,0,0,0,32,133.7,128.6,54.9,4.9,0,0
GOUBE,2.070556,13.867778,0,0,0,0,12,49.9,144.5,156.9,93,0,0,0
GOUDOUMARIA,11.17,13.72,0,0,0,0,0,56.8,49,94.4,34.1,4.3,0,0
GOULA,7.23,14.65,0,0,0,0,0,0,30.1,86.1,53.8,0,0,0
GOURE (PTT),10.30,13.98,0,0,0,0,3.6,60.8,51.4,176.7,62,27,0,0
GUECHEME,3.88,12.92,0,0,0,0,4,38,131.3,299.2,103.5,5.3,0,0
GUESKEROU,12.85,13.60,0,0,0,0,0,15,59.5,146.6,70.1,10,0,0
GUIDAM ROUMDJI,6.77,13.67,0,0,0,0,0.8,9.6,119.3,280,91.8,0.7,0,0
GUIDAN IDDER,5.32,14.02,0,0,0,0,18.3,34,106.7,152.4,115.2,6.1,0,0
GUIDIGUIR,9.83,13.67,0,0,0,0,-29997,-19992.8,-19998,-29997,-29997,-9999,0,0
GUIDIMOUNI,9.55,13.68,0,0,0,0,3,5.5,30.5,183.5,139.7,0,0,0
HAMDALLAYE,2.40,13.55,0,0,0,0,-29997,-29997,119.9,-29997,-29997,0,0,0
IBECETANE,5.85,15.25,0,0,0,0,29.1,11.9,66.3,-9999,73.2,8.4,0,0
IFEROUANE,8.38,19.08,0,0,0,0,0,1.8,4.5,43.7,21.8,5.7,0,0
ILLELA,5.25,14.47,0,0,0,0,28.1,36.5,94.9,245,33.7,21.3,0,0
IN GALL,6.90,16.78,0,0,0,0,25.2,3.2,45.5,135.6,21.4,6.5,0,0
KABELAWA,5.67,14.47,0,0,0,0,1.5,-29997,-9984,-9947,-19998,0,0,0
KALA-PATE (IRAT),2.93,13.23,0,0,0,0,0,68.4,124.9,268.7,115.6,0,0,0
KANEMBAKATCHE,7.92,13.52,0,0,0,0,0,2.2,140,-19975.9,-29997,0,0,0
KANTCHE,6.15,14.30,0,0,0,0,19.1,47.8,108.2,264.3,36,0,0,0
KAO,5.75,15.23,0,0,0,0,13.8,103.6,111.5,138.9,40.1,1.5,0,0
KARA - KARA,3.63,12.80,0,0,0,0,40,50.1,156.8,209.5,143.5,0,0,0
KARMA,1.82,13.67,0,0,0,0,0,13,155.5,-29997,-29997,0,0,0
KAROUFANE,6.150,14.300,0,0,0,0,26,3.5,80.2,228.5,113,0,0,0
KEITA,5.77,14.77,0,0,0,0,8.2,64.4,96.5,204.3,10.5,1.4,0,0
KILAKAM,11.73,13.55,0,0,0,0,-9999,-297,-297,207.2,-29997,-9999,0,0
KOLO,2.35,13.30,0,0,0,0,5.7,92.3,165.8,143,162.7,2.3,0,0
KONA,8.07,13.57,0,0,0,0,-9999,84.8,-125,-9999,-9953.5,0,0,0
KORE MAIROUA,3.95,13.33,0,0,0,0,31.4,66.5,145.4,178,135.4,0,0,0
KORGOM,8.42,13.45,0,0,0,0,-9999,118.6,55.8,36.9,81.7,0,0,0
KORNAKA,6.90,14.10,0,0,0,0,0,26.4,66,160,-19970,0,0,0
KOYGOLO,3.017,13.483,0,0,0,0,0,-297,-9999,409.4,-13,0,0,0
LIDO,3.733,12.900,0,0,0,0,22,44.2,232.5,386.6,-29997,0,0,0
LOGA,3.23,13.60,0,0,0,0,0,66.4,165.7,266.7,59,0,0,0
MADAOUA,5.98,14.12,0,0,0,0,4.2,26.8,166.9,212,207.5,0,0,0
MADAROUNFA,7.15,13.32,0,0,0,0,23.3,36.5,143.8,232,173.2,0,0,0
MAGARIA,8.93,12.98,0,0,0,0,25.8,36.6,77.4,252.8,142.9,32.7,0,0
MAGARIA(MADAOUA),5.786381,14.02311,0,0,0,0,-19998,-29997,-29997,-29997,-29997,0,0,0
MAGARIA-MAKER,5.786381,14.02311,0,0,0,0,-19998,-29997,-29997,-29997,-29997,0,0,0
MAINE SOROA,11.98,13.23,0,0,0,0,0.9,16.2,47.3,225.6,68.8,6.9,0,0
MAKALONDI,1.68,12.82,0,0,0,46.5,6,99.2,227.4,186.7,51.8,7.1,0,0
MAKALONDI .AG,1.68,12.82,0,0,0,0,0,46.1,182.9,263.6,226.8,0,0,0
MAKOURDI,4.25,14.40,0,0,0,0,0,13,99.8,164.5,-29997,0,0,0
MALBAZA,5.50,13.97,0,0,0,0,1.5,78.5,200,198.7,173,0,0,0
MANGAIZE,2.03,14.80,0,0,0,0,10,45.3,81.9,184.4,66.5,0,0,0
MARADI AERO,7.08,13.47,0,0,0,0,3.4,23.9,121,201.5,163.9,0,0,0
MARADI VILLE,7.08,13.47,0,0,0,0,1,18,133.4,198.3,106.6,0,0,0
MARAKA,7.07,13.08,0,0,0,0,24.6,49.8,195.9,219.2,-29997,0,0,0
MATAMAYE,8.47,13.42,0,0,0,0,8,35,153.8,222.2,150,0,0,0
MATANKARI,3.73,12.90,0,0,0,0,0,10,186.3,257.9,140.8,0,0,0
MAYAHI,7.70,13.98,0,0,0,0,0,3.1,81.2,158.4,85.2,0,0,0
MEHANA,1.13,14.40,0,0,0,0,0,31.5,90.5,-29997,-29997,0,0,0
MYRRIAH,9.15,13.72,0,0,0,0,3.5,28.9,69.2,129,36.8,5.6,0,0
NGOURTI,13.20,15.30,0,0,0,0,0,2.6,0.6,54.5,47,0.3,0,0
NGUIGMI,13.12,14.25,0,0,0,0,2.9,8,14.8,65.5,43,10.4,0,0
NIAMEY AERO,2.17,13.48,0,0,0,0,0.8,45.6,110.6,168.2,87.8,10.6,0,0
NIAMEY AGRHYMET,2.13,13.47,0,0,0,0,0,55.9,151.5,179.1,128.5,9.8,0,0
NIAMEY VILLE,2.13,13.50,0,0,0,0,0.2,41.2,146.9,156.2,100.3,12.9,0,0
OUALLAM,2.08,14.32,0,0,0,0,5.5,20,206.9,194.6,38,2.2,0,0
OUNA,3.15,12.17,0,0,0,0,27.8,63.1,191.9,288.9,190.3,11.2,0,0
OURAFANE,8.13,14.02,0,0,0,0,-29997,-19991,69.6,159.5,114.9,0,0,0
SABON BIRNI,3.58,11.90,0,0,0,0,80.9,69.5,277.1,320.4,191.6,20.2,0,0
SABON GUIDA,5.9,13.93,0,0,0,0,19,82,167.5,194.5,192.5,0,0,0
SABON MACHI,6.97,13.87,0,0,0,0,-19998,-29997,67.5,-29997,-19991,0,0,0
SABONKAFI,8.73,14.63,0,0,0,0,4.7,0.9,48.3,128.6,93,0,0,0
SAE SABOUA,7.35,13.57,0,0,0,0,16.5,32,144,146.9,87.7,0,0,0
SAFO,7.12,13.40,0,0,0,0,-9999,-99,64.7,-9886.6,-9999,0,0,0
SAMBERA,3.07,12.40,0,0,0,0,67.6,80.8,231.9,294.9,118.6,30.8,0,0
SANAM,3.92,14.67,0,0,0,0,28,7.7,66.4,203.7,-29997,0,0,0
SANSANE HAOUSSA,1.60,13.83,0,0,0,0,0,-29997,165.1,-19930.9,-29997,0,0,0
SAOUNI,8.45,13.35,0,0,0,0,0,44.5,117.8,240.2,139.5,3,0,0
SASSOUMBROUM,8.50,13.13,0,0,0,0,0,-19952,119.5,318.6,-19954,58,0,0
SAY,2.35,13.10,0,0,0,0,0.5,41.5,114.8,180.2,217.1,0,0,0
SERKIN YAMMA,6.92,13.37,0,0,0,0,27.1,31.5,169.1,191.3,135.8,0,0,0
SIA,3.28,12.10,0,0,0,0,23,67,134.1,127.7,220.7,0,0,0
SIMIRI,2.13,14.13,0,0,0,0,1.3,38.4,90.5,167,70.2,9,0,0
SOKORBE,3.173611,13.508056,0,0,0,0,3.2,48.2,165,281.7,165,0,0,0
SOLI,7.52,14.70,0,0,0,0,0,-29997,40.5,79.2,48.2,0,0,0
SOULOULOU,6.42,13.60,0,0,0,0,-9978.8,5,97,-9890,-19984,0,0,0
TABALAK,5.666667,15.1,0,0,0,0,0,21.1,50.5,157.1,-20097,0,0,0
TABELOT,8.93,17.42,0,0,0,0,-19998,0,0,49.1,-20097,1.4,0,0
TABOTAKI,5.18,13.5,0,0,0,0,18,8,70.5,223.5,27,0,0,0
TAHOUA,5.30,14.90,0,0,0,0,30.5,15.8,98.7,108.4,47.4,28.3,0,0
TAKIETA,8.52,13.67,0,0,0,0,6,8.5,67,245,128.4,1,0,0
TAMASKE,5.65,14.82,0,0,0,0,7.5,4.2,112.5,99.7,48.6,0,0,0
TAMOU,2.17,12.75,0,0,0,0,24.4,28,378.2,226.5,157,0,0,0
TANOUT,8.82,14.95,0,0,0,0,0.7,0.5,36.6,128.5,57.5,2.7,0,0
TASSARA,5.70,16.87,0,0,0,0,2.6,6.5,24.4,143.1,7.2,4.7,0,0
TCHADAOUA,7.45,13.55,0,0,0,0,2.7,37.8,134,221.6,118.5,0,0,0
TCHINTABARADEN,5.80,15.88,0,0,0,0,5.9,31.8,127.5,111.9,41.2,2.1,0,0
TERA,0.82,14.03,0,0,0,0,0,19.6,61.2,117.2,73.1,0,0,0
TESKER,10.72,15.13,0,0,0,0,0,0.5,21.3,38.5,32.3,0.4,0,0
TESSA,3.40,12.77,0,0,0,0,51,58,274,333,212.5,0,0,0
TESSAOUA,7.98,13.75,0,0,0,0,19,35.9,101.7,124.1,173,0,0,0
TESSAOUA(GEND,7.98,13.75,0,0,0,0,21,25.5,84.2,108.2,152.8,0,0,0
TIBIRI (DOUTCHI),4.00,13.10,0,0,0,0,4.8,55.2,185.7,161.2,120.8,0,0,0
TIBIRI MARADI,7.03,13.58,0,0,0,0,3.9,3.4,201.5,189.2,131.4,0,0,0
TILEMSES,4.75,15.60,0,0,0,0,-10197,42.9,38.2,45.9,-29997,0,0,0
TILLABERY,1.45,14.20,0,0,0,0,23,23.7,134.8,193.8,41.1,0,0,0
TILLIA,4.78,16.13,0,0,0,0,7.3,9.8,61.3,134.2,30.5,0,0,0
TORODI (AGRI),1.80,13.12,0,0,0,0,0,64.3,102.8,260.8,125.9,0,0,0
TOUKOUNOUS,3.28,14.50,0,0,0,0,0,44.5,87.5,130.4,94.5,7.8,0,0
TOUMNIA,9.03,13.97,0,0,0,0,1.2,0,41,175.2,37.5,0,0,0
TSERNAOUA,5.33,13.88,0,0,0,0,9,109.5,121.2,212.2,272.4,0,0,0
WACHA,9.28,13.37,0,0,0,0,-19998,8.2,102.2,237.4,97,0,0,0
YAOURI,8.55,13.27,0,0,0,0,23.8,58.4,81.5,230,178,0,0,0
YELOU,3.57,12.25,0,0,0,7,92.7,37,165.7,196.4,180.9,0,0,0
YENI,2.98,13.43,0,0,0,0,0,44,145.4,-29997,-29997,0,0,0
ZINDER AERO,8.98,13.78,0,0,0,0,3,11.4,96.1,228.3,73,0.8,0,0
