Stations,Longitude,Latitude,Janvier,Fevrier,Mars,Avril,Mai,Juin,Juillet,Aout,Septembre,Octobre,Novembre,Decembre
ABALA,3.43,14.95,0,0,0,0,2.5,17,72.3,176.5,84.1,13.3,0,0
ABALAK,6.25,15.47,0,0,0,0,4.2,26.2,63.2,106.7,31.1,0,0,0
ADERBISSINAT,7.85,15.62,0,0,0,0,0,0,20.8,119.2,26,0,0,0
ADJE KORIA,6.78,14.33,0,0,0,0,4.7,12.7,111.1,174.5,21.3,0,0,0
AGADEZ,7.98,16.97,0,0,0,0,0,1,21.3,98.6,54.6,0,0,0
AGUIE,7.77,13.50,0,0,0,0,2,4,92.4,140.3,97.5,0,0,0
AKOKAN,1.58,13.92,0,0,0,0,0,0.5,4,11,13.3,3.3,0,0
AREWA(MADAOUA,5.8838,14.0506,0,0,0,0,0,33.8,202.5,236,206,0,0,0
ARLIT,7.33,18.50,0,0,0,0,0,4.8,2,19.5,14,17,0,0
ARZERORI(NOMA,5.92,14.15,0,0,0,0,36,0,80.2,-19951,-175,0,0,0
ATCHIDA KOFATO,6.92,13.43,0,0,0,0,7.7,27.4,119.1,158.8,75.8,0,0,0
AYOROU,0.85,14.75,0,0,0,0,9.6,41.8,84.2,161.6,54.7,0.5,0,0
BADEGUICHIRI,5.37,14.52,0,0,0,0,3.8,36.5,98.2,222.3,41,21.3,0,0
BAGAROUA,3.30,14.12,0,0,0,0,5.6,47.2,65.5,100.1,65.8,0,0,0
BAKIN-BIRGI,8.78,14.27,0,0,0,0,0,3.4,63.6,128.6,93,0,0,0
BALLEYARA,2.97,13.77,0,0,0,0,0.1,34,166.5,224.7,143.8,74.7,0,0
BAMBEYE,5.08,14.72,0,0,0,0,8.5,7.2,-9999,-9915.5,-29997,-19998,0,0
BANDE HAOUSSA,8.88,13.18,0,0,0,0,-19998,-29997,-9999,192,-19976,0,0,0
BANGUI,6.10,13.72,0,0,0,0,1.3,80,126.1,152.7,207.5,0,0,0
BANIBANGOU,2.50,15.05,0,0,0,0,0,18,62.2,130.6,51.4,7.5,0,0
BANKILARE,0.72,14.57,0,0,0,0,5.5,23.7,110.7,194.5,38.4,0,0,0
BELBEDJI,8.07,14.65,0,0,0,0,0,0,60,78.8,44.4,4,0,0
BENGOU,3.57,11.98,0,0,0,0,76.4,116,140,248.5,338.8,30.9,0,0
BERMO,6.684167,14.674167,0,0,0,0,7.5,9.3,74.2,108.8,64.5,1.5,0,0
BEYLANDE,2.87,12.75,0,0,0,0,45,73.5,238.3,240.6,100.8,35,0,0
BILMA,12.92,18.68,0,0,0,0,0,1.3,1.6,71.3,4.5,0,0,0
BIRNI NGAOUR,2.90,13.08,0,0,0,0,0,90.6,128,224.2,76.5,5.6,0,0
BIRNI NKONNI,5.28,13.80,0,0,0,0,18.4,114.9,119.3,224,299.3,0,0,0
BONKOUKOU,3.07,14.00,0,0,0,0,4,54.5,193.5,226.9,130,-9999,0,0
BOSSO,13.32,13.72,0,0,0,0,0,2.2,19,62.6,39,3.7,0,0
BOUTTI,11.33,13.65,0,0,0,0,0,11.7,49.4,110.5,30.2,0.8,0,0
BOUZA,6.05,14.42,0,0,0,0,18.5,15.1,118.7,264.2,136.5,0,0,0
CHADAKORI,6.98,13.73,0,0,0,0,0,9.1,140.5,209.7,108,0,0,0
CHETIMARI,12.50,13.30,0,0,0,0,0,24,45.1,161.2,82.3,0.5,0,0
CHIKAL,3.43,14.42,0,0,0,0,0.7,22.9,98.6,103.3,95.4,0,0,0
DAIKAINA,1.48,14.18,0,0,0,0,2.7,-19996,-9999,-9953.8,-19989.2,3,0,0
DAKORO,6.75,14.52,0,0,0,0,1.5,25.2,102,200,87,8.5,0,0
DAMAGARAM-TAKAYA,9.47,14.17,0,0,0,0,0,15,15.5,221,95.7,1.5,0,0
DAMANA,3.067,13.900,0,0,0,0,4.2,65.2,144.8,165.1,94,19,0,0
DAN BARTO,8.33,13.17,0,0,0,0,26.8,50.4,119.9,243.3,69.2,11.1,0,0
DAN ISSA,7.25,13.17,0,0,0,0,14.7,37.3,97.5,201.2,171.9,1.8,0,0
DAN MEIRO,7.32,13.88,0,0,0,0,7.2,7.6,81.4,-9999,-9999,0,0,0
DAN TCHIAO,9.08,12.87,0,0,0,0,6.5,91.5,91.5,-9999,-9999,0,0,0
DANGONA,5.02,14.27,0,0,0,0,12.7,30.1,166,286.5,-9999,0,0,0
DANTCHANDOU,2.75,14.40,0,0,0,0,0,23.5,144,282,167.5,6,0,0
DARGOL,1.82,13.92,0,0,0,0,1.7,12.8,104.2,91.5,76.7,0.7,0,0
DIFFA,12.62,13.42,0,0,0,0,0.1,46.4,54.4,116.4,85,3.5,0,0
DIOUNDIOU,3.53,12.55,0,0,0,0,34,34.6,145.3,395,160.7,5.8,0,0
DJIRATAWA,7.13,13.40,0,0,0,-9999,-29997,-19980.5,61,-9894,147.5,0,0,0
DODORI,8.23,13.30,0,0,0,-9999,-19978,-9941,55,-29997,-19992,-9999,0,0
DOGO,9.33,12.90,0,0,0,0,0,-297,70.8,104.3,97.4,10.4,0,0
DOGONDOUTCHI,4.00,13.63,0,0,0,0,10,24.5,184.6,221.3,138.6,4,0,0
DOGONKIRIA,4.35,14.07,0,0,0,0,0,10,84,191.5,-29997,0,0,0
DOLBEL,0.28,14.68,0,0,0,1.5,52.5,12.4,171.3,174.3,-29997,0,0,0
DOSSO,3.18,13.02,0,0,0,0,17.2,71.5,172.8,226.6,75.1,-9999,0,0
DOSSO AGRICUL,3.20,13.05,0,0,0,-99,-297,-297,32.6,-29997,-29997,-97.3,0,0
DOUKOU-DOUKOU,6.32,13.85,0,0,0,0,0.8,27,57.8,322.7,100.3,0,0,0
DROUM MALORI,9.32,13.57,0,0,0,0,0,23.6,104,193.7,-29997,0,0,0
DUNGASS,9.33,13.07,0,0,0,0,8.1,46,95.7,253.2,72.7,0,0,0
FALMEY,2.85,12.53,0,0,0,0,127.5,39,140,279.7,170.7,58,0,0
FALOUEL,3.58,13.52,0,0,0,0,14.5,22.6,167.6,166.9,98.3,0,0,0
