STATION,Jan,F‚v,Mar,Avr,Mai,Jui,Jui,Ao–,Sep,Oct,Nov,D‚c
ABACHAN,**,**,**,**,**,**,**,**,**,**,**,**
ABALA,**,0.0,0.0,0.0,0.0,0.0,**,0.0,0.0,**,**,**
ABALA.BRIGADE,**,0.0,0.0,0.0,0.0,0.0,23.0,**,22.5,**,**,**
ABALAK,0.0,0.0,0.0,0.0,0.0,7.0,119.4,34.0,0.0,**,**,**
ABALAK BRIG,**,**,**,0.0,0.0,0.0,**,**,**,**,**,**
ABALA_AGRI,0.0,0.0,**,0.0,0.0,0.0,**,103.0,0.0,**,**,**
ADERBISSINAT,0.0,0.0,0.0,0.0,0.0,5.1,47.6,154.1,25.1,**,**,**
ADJE KORIA,**,0.0,0.0,0.0,0.0,15.8,**,175.7,70.4,**,**,**
ADOUA,**,0.0,0.0,0.0,0.0,40.7,**,**,**,**,**,**
AGADEZ,0.0,0.0,0.0,0.0,0.0,11.2,68.9,79.6,17.3,**,**,**
AGAYA,0.0,0.0,0.0,0.0,**,20.4,**,65.1,**,**,**,**
AGUIE,**,0.0,0.0,0.0,0.0,23.3,86.5,71.8,125.2,**,**,**
AGUIE CPR,**,**,**,15.0,0.8,73.4,72.1,69.0,**,**,**,**
AKOKAN,**,**,**,**,**,**,**,**,**,**,**,**
ALBERKARAM_MYR,**,**,**,**,**,**,**,**,**,**,**,**
ALKAMA_EPSAT,**,**,**,**,**,37.5,99.0,178.0,**,**,**,**
ALLAKEY_MAIRIE,**,0.0,0.0,0.0,0.0,39.1,120.6,183.2,131.4,**,**,**
ALLELA,**,0.0,0.0,0.0,0.0,74.4,125.5,111.2,88.0,**,**,**
AMBAGOURA,**,0.0,0.0,0.0,**,**,**,**,**,**,**,**
ANGOUAL_DENIA,**,**,**,0.0,0.0,26.2,100.5,75.2,101.9,**,**,**
ANTACHA,**,0.0,0.0,0.0,0.0,**,**,114.9,**,**,**,**
AREWA(MADAOUA),**,**,**,0.0,0.0,0.0,**,**,**,**,**,**
ARLIT,**,**,**,0.0,0.0,0.0,**,13.5,10.3,**,**,**
ARLIT BRIG,**,**,**,**,**,**,**,**,**,**,**,**
ARZERORI(NOMAD,**,0.0,0.0,0.0,0.0,0.0,**,140.9,71.4,**,**,**
ATCHIDA KOFATO,**,**,**,**,**,**,**,**,**,**,**,**
AYOROU.GEND.,**,**,**,0.0,**,4.5,0.0,**,0.0,**,**,**
AYOROU_PT,**,0.0,0.0,0.0,0.0,0.0,**,**,**,**,**,**
AYOUROU PA,**,**,**,0.0,0.0,0.0,126.5,95.5,46.5,**,**,**
AZAO,**,0.0,0.0,0.0,**,**,**,**,**,**,**,**
B.N'GAOURE(AGR,0.0,**,0.0,0.0,0.0,**,**,83.2,239.2,**,**,**
BABBAN TAPHI,**,**,**,**,**,60.5,**,97.5,**,**,**,**
BAC-FARIE,**,**,**,**,**,**,**,**,**,**,**,**
BADEGUICHIRI,**,0.0,0.0,0.0,0.0,18.0,73.0,81.8,81.6,**,**,**
BAGAGI,0.0,0.0,0.0,0.0,0.0,7.4,**,95.5,7.0,**,**,**
BAGAROUA,0.0,0.0,0.0,0.0,0.0,4.0,44.1,25.3,33.0,**,**,**
BAGAROUA AGRI,0.0,0.0,0.0,0.0,0.0,0.0,**,19.0,0.0,**,**,**
BAGAZA,0.0,0.0,0.0,0.0,0.0,65.0,102.5,273.5,55.0,**,**,**
BAGGA,**,**,**,**,**,**,**,**,**,**,**,**
BAKIN-BIRGI,**,**,**,0.0,0.0,0.0,**,**,**,**,**,**
BALLEYARA,0.0,0.0,0.0,0.0,0.0,42.0,**,165.5,89.5,**,**,**
BALLEYARA . AG,0.0,0.0,0.0,0.0,**,**,98.6,**,0.0,**,**,**
BAMBEYE,**,**,**,0.0,0.0,6.0,76.6,162.4,164.5,8.0,**,**
BANA PLUVIO,0.0,0.0,0.0,0.0,14.0,55.1,201.0,61.5,195.0,**,**,**
BANDE HAOUSSA,**,**,**,0.0,0.0,0.0,**,92.0,0.0,**,**,**
