Stations,Longitude,Latitude,Janvier,Fevrier,Mars,Avril,Mai,Juin,Juillet,Aout,Septembre,Octobre,Novembre,Decembre
SABON BIRNI,3.58,11.90,0,0,0,56,31,116,59.4,-19916.5,62.4,-9993.5,0,0
SABON GUIDA,5.9,13.93,0,0,0,54.5,12.5,33,95,246,0,-9999,0,0
SABON MACHI,6.97,13.87,0,0,0,0,0,0,132,180,-9999,-9999,0,0
SAE SABOUA,7.35,13.57,0,0,0,3,3,25,111,224.1,65,-9999,0,0
SAMBERA,3.07,12.40,0,0,0,38,8,130,44,-9892,83,-9991,0,0
SANSANE HAOUSSA,1.60,13.83,0,0,0,0,0,111.3,12.3,-9881.3,6.5,-9999,0,0
SAOUNI,8.45,13.35,0,0,0,0,0,0,37,137,-9878,-19998,0,0
SASSOUMBROUM,8.50,13.13,0,0,0,0,5,38,147,392,30,-19998,0,0
SAY,2.35,13.10,0,0,0,0,0,8,175.9,279.2,47.4,-9993,0,0
SERKIN YAMMA,6.92,13.37,0,0,0,22.2,6.7,17,161.9,228.7,-19945.5,-19998,0,0
SIA,3.28,12.10,0,0,0,62,19.5,-9964.5,-9916.8,-19911.6,-29997,-9953,0,0
SIMIRI,2.13,14.13,0,0,0,0,0,63,53.5,194,-9999,-9999,0,0
SOKORBE,3.173611,13.508056,0,0,0,0,0,88,133,179,0,-9999,0,0
SOLI,7.52,14.70,0,0,0,4.6,0,43.9,46,84.6,-19998,-19998,0,0
TABOTAKI,5.18,13.5,0,0,0,21.5,3,24.5,43.5,177,59,-9999,0,0
TABOYE,6.08,14.55,0,0,0,17,0,32,41.5,148.5,-19996,-19998,0,0
TAHOUA,5.30,14.90,0,0,0,0.7,11.8,2.2,47,126.4,48.4,-9995.7,0,0
TAKIETA,8.52,13.67,0,0,0,2.3,5.5,55,25.8,152.8,4.5,-9999,0,0
TAMA,5.77,14.27,0,0,0,-19998,-29997,-29997,-19980.6,200.1,-9954.2,-19998,0,0
TAMASKE,5.65,14.82,0,0,0,2.4,16,20.1,48.5,110.7,16,-9975.8,0,0
TAMOU,2.17,12.75,0,0,0,92,28,61,128,233,64,-9992,0,0
TANOUT,8.82,14.95,0,0,0,16.2,10,6.1,69.8,190.3,31,-9999,0,0
TAPOA,2.40,12.47,0,0,0.2,47.1,5.6,124.8,107.5,278.1,-29997,-19998,0,0
TASSARA,5.70,16.87,0,0,0,0,0,16.5,42.1,77.6,41.9,-9999,0,0
TCHADAOUA,7.45,13.55,0,0,0,0,0,2.2,132.9,198.5,-9992.8,-9999,0,0
TCHINTABARADEN,5.80,15.88,0,0,0,20,0,18.5,67,132.5,38.5,-9999,0,0
TERA,0.82,14.03,0,0,0,2.3,25.8,52.8,123.6,260.1,18,-9995.5,0,0
TESKER,10.72,15.13,0,0,0,0,0,28.1,50,79.2,3,-9999,0,0
TESSA,3.40,12.77,0,0,0,6.5,33,66,182.5,198,85.5,-9989,0,0
TESSAOUA,7.98,13.75,0,0,0,12.2,30.2,30.6,107.8,306.2,65.8,-9999,0,0
TESSAOUA(GEND,7.98,13.75,0,0,-9999,-29997,-19973.2,-9965.1,79,-19950.2,-9935.8,-9999,0,0
TIBIRI (DOUTCHI),4.00,13.10,0,0,0,4.8,4,106.4,142,172.3,55.5,-9971.5,0,0
TIBIRI MARADI,7.03,13.58,0,0,0,12,12,16,135,276,123,-9999,0,0
TILLABERY,1.45,14.20,0,0,0,2.4,30.6,43.5,83.7,303.6,43.1,-9987,0,0
TILLIA,4.78,16.13,0,0,0,3,3.4,6,45.4,94.2,71.6,-9999,0,0
TORODI (AGRI),1.80,13.12,0,0,0,71.2,6.4,35.6,155.5,348,46.3,-9999,0,0
TOUKOUNOUS,3.28,14.50,0,0,0,8,2,0,41.6,176,59,-9999,0,0
TSERNAOUA,5.33,13.88,0,0,0,19.2,0,54.3,80.3,-9923.4,-19998,-9999,0,0
WACHA,9.28,13.37,0,0,0,8.5,0,47.5,95.5,300,-9944,-19998,0,0
YELOU,3.57,12.25,0,0,0,29.5,19,165.5,146.5,-9835,-29997,-9913,0,0
ZINDER AERO,8.98,13.78,0,0,0,10.8,1,53.3,72,257.8,48.6,-9998.5,0,0
ZINDER VILLE,9.00,13.80,0,0,0,0,0,-9990.7,36.7,-19916.6,-29997,-19998,0,0
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
