Stations,Longitude,Latitude,Janvier,Fevrier,Mars,Avril,Mai,Juin,Juillet,Aout,Septembre,Octobre,Novembre,Decembre
TILLABERY,1.45,14.20,0,0,0,3.8,21.9,65.5,205.6,250.6,28.8,40,0,0
TILLIA,4.78,16.13,0,0,0,0,27.3,43.2,61.1,92.9,32.5,5.2,0,0
TOMBAS,5.42,14.50,0,0,0,0,35.3,70.4,165.8,134.7,65.5,0,0,0
TORODI (AGRI),1.80,13.12,0,0,0,13,61.8,67.6,226,169.5,110.6,33,0,0
TOUKOUNOUS,3.28,14.50,0,0,0,0,23.7,117,87.4,121,84,0,0,0
TOUMNIA,9.03,13.97,0,0,0,0,34,82.5,99.2,154.6,33.6,36.5,0,0
TSERNAOUA,5.33,13.88,0,0,0,2.4,16.6,118.4,182,149.2,35.1,0,0,0
WACHA,9.28,13.37,0,0,0,0.3,48.5,100.3,169.3,178.2,81.8,0,0,0
YAOURI,8.55,13.27,0,0,0,0,16.8,122.3,193.2,238.7,80.6,0,0,0
YELOU,3.57,12.25,0,0,0,30.2,24.4,150.1,145.2,158.6,134.2,0,0,0
YENI,2.98,13.43,0,0,0,0,51,86.7,159.1,90.3,32,11.5,0,0
ZINDER AERO,8.98,13.78,0,0,0,0,53.6,145.2,120.2,135.4,62,3.6,0,0
ZINDER VILLE,9.00,13.80,0,0,0,0,45.5,-9951.6,-9930.1,-29997,-29997,0,0,0
