Stations,Longitude,Latitude,Janvier,Fevrier,Mars,Avril,Mai,Juin,Juillet,Aout,Septembre,Octobre,Novembre,Decembre
KINDI,-2.03,12.43,0,0,11.5,19.6,14.1,97.5,158.3,289.5,141.1,19.7,0,0
KOKOLOGHO,-1.88,12.18,0,0,0.2,36,23.8,108.4,169.3,306.1,159.8,13.6,0,0
KOMBISSIRI,-1.33,12.07,0,0,0,0,94.5,137.9,208.8,246.1,165,8.2,0,0
KOMIN-YANGA,0.13,11.73,0,0,7.2,28.3,67.1,191.5,181.9,-29997,181.2,51.2,0,0
KORSIMORO,-1.07,12.82,0,0,0,8,39.5,122.2,144,221,164,5.5,0,0
KOUDOUGOU,-2.37,12.27,0,0,21.6,41.5,25.3,50.3,67.2,-29997,-29997,0,0,0
KOUKA,-4.33,11.9,0,0,0,2.5,96.5,118.8,214.9,265,149.2,-19998,0,0
KOUMBIA,-3.7,11.23,0,0,3.8,78.7,82.2,177.5,131.8,103.8,161.6,9.9,1.6,0
KOUPELA,-0.35,12.18,1.5,0,0,35.1,130.7,131.8,201.5,164.1,51.3,0,0,0
KOUROUMA,-4.8,11.62,0,0,24.5,33.8,70.4,125.5,186.2,124.5,199.7,2.5,0,0
LEGMOIN,-2.9,10.15,0,0,16.6,64.1,118.3,98.7,150.5,-29997,-29997,-19998,8.7,0
LERI,-3.38,12.77,0,0,5,20.9,16.1,89.2,140.8,194.8,60.6,40.2,0,0
LOUMANA,-5.35,10.58,0,0,9.1,87.3,84.1,117.6,160.3,210.8,250.5,85.9,3.5,0
MAHADAGA,1.75,11.7,0,0,0,2.6,75.8,157.2,238.9,310.3,123.7,38.8,0,0
MANE,-1.33,12.98,0,0,0,42.1,11.6,123.1,181.3,260.4,198,15.4,0,0
MANGA,-1.07,11.67,0,0,-9999,-29997,74.2,105.3,217.9,156,173.7,32.6,0,0
MANGODARA,-4.35,9.9,0,0,89.1,108,67.7,117.2,70.5,106,225.2,24.7,3,0
MARKOYE,0.07,14.63,0,0,0,0,18,113,83,107,79,0,0,0
MATIAKOUALY,1.03,12.37,0,0,0,12,58,59.1,207.5,244.5,93,54,0,0
MOGTEDO,-0.83,12.28,0,0,0,30.3,102.4,75.7,210,199.7,90,78.1,0,0
N'DOROLA,-4.82,11.77,0,0,0,92.1,107.8,121.6,234.8,215,147.3,2.5,0,0
NAMOUNOU,1.7,11.87,0,0,0,55.3,49.2,131.4,126.9,272.3,106.9,20.8,0,0
NANORO,-2.18,12.68,0,0,6.7,60.2,3.4,108.2,186,255.9,144.8,9.8,0,0
NASSO,-4.43,11.2,0,0,-29997,-29997,-29997,85,177.6,213.5,118.9,30.6,0,0
NIANGOLOKO,-4.92,10.27,0,2.3,24.6,88.1,87.4,97.6,204.7,216.5,237.5,16.4,0,0
NIAOGHO,-0.77,11.77,0,0,-29997,14.8,115.3,61.6,121.8,307.4,74.4,37.4,0,0
NOUNA,-3.87,12.73,0,0,7.2,13.7,40.7,109.3,202.9,109.7,92.9,7.7,0,0
ORODARA,-4.92,10.98,0,0,36.2,67.4,106.8,92.1,146.4,145.9,250.5,16.5,6.2,0
OUAKARA,-3.63,11.87,0,0,5.5,29.5,8.8,77.2,300.3,380.8,220.1,140.6,0,0
OUARGAYE,0.02,11.53,0,0,10.2,37.8,53.1,171.8,245.7,182.7,130.9,14.9,0,0
OUARKOYE,-3.67,12.08,0,0,6.9,68.2,53.2,65.2,149.1,217.6,71.5,28.2,0,0
OUO,-3.83,10.4,0,0,24.9,50.5,62.8,85.9,78.7,154.4,165.7,33.2,0,0
PABRE,-1.57,12.52,0,0,0.7,10.7,-29997,92.9,208.1,318.5,66.1,6.2,0,0
PAMA,0.7,11.25,0,0,0,62.4,80.6,143,249.6,197,103.2,61.8,0,0
PIELA,-0.13,12.7,0,0,5.7,-29997,80.8,70.6,171.1,244.7,143.4,47.3,0,0
POBE,-1.77,13.9,0,0,2.7,2.1,21.2,83.2,92.6,179.4,115.8,27.5,0,0
REO AGRI,-2.37,12.32,0,0,1.7,10,60.3,88.2,169.5,293,114.6,45.2,0,0
SAFANE,-3.22,12.13,0,0,6,-29997,65,71.3,246,374,-29997,36.1,0,0
SAMOROGOUAN,-4.93,11.4,0,0,0,69.7,73.8,172.3,168.3,235.2,166,-19998,0,0
SAPOUY,-1.77,11.55,0,0,0,18.3,40.7,139.4,136,218.5,172.5,18.8,0,0
SEBBA,0.52,13.43,0,0,0,13,17.3,155.6,177.7,208.6,125.8,16.5,0,0
SEGUENEGA,-1.97,13.43,0,0,0,6.1,27.3,156.6,233.6,197,75.2,32.8,0,0
SIDERADOUGOU,-4.25,10.68,0,0,35.8,98,64,117.9,163.5,258.2,300.8,62.3,18.9,0
SINDOU,-5.17,10.67,0,0,20.3,57.1,101.6,77.9,146.1,207.1,174.5,32.6,0,0
SOLENZO,-4.08,12.18,0,0,0,-29997,55.3,113.3,113.7,161.3,139.1,25.1,0,0
SOUROU-GASSAN,-3.22,12.82,0,0,1.6,1.6,34.9,137.2,158.6,206.1,47.9,5.7,0,0
TANSILA,-4.38,12.42,0,0,7.7,15.1,44.2,143.2,131.5,208.1,82.3,25.3,0,0
TEMA,-1.77,13.05,0,0,0,13.6,13.8,80.6,172.6,136.7,98.8,14.3,0,0
TIEBELE,-0.97,11.1,0,0,0,-19998,97.6,184.2,235.4,175.6,-29997,-9999,0,0
TIKARE,-1.73,13.28,0,0,0,45,0,133.4,266,217.1,101,27,0,0
TIOGO,-2.68,12.18,0,0,7.5,0,46.5,110.3,145.3,242.4,120.6,69.8,0,0
TITAO,-2.07,13.77,0,0,0,0,1,177.5,195.5,115,97,18,0,0
TOENI,-3.18,13.43,0,0,0,11.5,59.5,112.5,214.4,157,136.9,11.5,0,0
TOMA,-2.9,12.77,0,0,1.5,4,61.3,31.6,149.1,212.2,67.5,14.6,0,0
TOUGAN,-3.07,13.08,0,0,6.2,11.1,31.1,124.2,180.8,156.3,-29997,-19998,0,0
TOUGOURI,-0.5,13.32,0,0,0,20,26,152.2,135.5,162.5,82,85,0,0
VALLEE DU KOU,-4.38,11.37,0,9.6,3,29,56.7,86.1,144.3,202.9,204,10.3,0,0
WONA,-3.43,11.97,0,0,1.4,23.4,41.2,41.3,359.2,202.5,116.3,0,0,0
YAKO,-2.27,12.97,0,0,3.8,28.6,59.1,175.1,215.1,-29997,-29997,-19998,0,0
YAMBA,0.33,12.3,0,0,0,32.1,73.2,80.9,157.6,170.6,176.7,36.7,0,0
ZABRE,-0.6,11.17,0,0,0,0,42.3,161.7,97.8,184.4,46.6,73.7,0,0
ZORGHO,-0.62,12.25,0,0,0,31.5,87.1,125,148,220,102.5,29.5,0,0
BITOU,-0.306111,11.258056,0,0,0,42.5,54.1,150.6,208,154.4,167,23.1,0,0
BOBO-DIOULASS,-4.30,11.17,0,5.1,16,11.1,55.1,157.7,130,160.8,248.2,34.9,0,0
BOGANDE,-0.13,12.98,0,0,0.8,22.5,70.7,77.3,254.4,298.9,141.6,11.1,0,0
BOROMO,-2.92,11.73,0.4,0,1,21.5,50.5,107.9,128.8,197.7,187.6,68.3,0,0
DEDOUGOU,-3.48,12.47,0,0,47.2,31.1,49.9,86.5,149.8,266.7,133.8,12.1,0,0
DORI,-0.03,14.03,0,0,3.8,0,97,203.9,124,184.5,86.8,22.1,0,0
FADA N'GOURMA,0.35,12.07,0,0,5.9,16.9,139.8,118.4,179.2,171.7,200.1,9,0,0
FARAKO-BA (AG,-4.33,11.10,3.2,0,8,7.6,97.7,123.7,101.3,244.1,231.9,43.5,0,0
GAO BF,-2.18,11.65,0,0,7.8,7.9,78.6,101.8,113.9,243.9,111.4,27,0,0
GAOUA,-3.18,10.33,0,0,44.6,80.5,117.9,157.9,116.1,140.7,188.4,55.3,0,0
GON-BOUSSOUGO,-0.77,11.40,0,0,0,21.5,101.5,137.8,209.7,172.2,143.8,36.6,0,0
KONGOUSSI (BA,-1.534722,13.325833,0,0,0.6,36.7,8.4,141.2,242.9,226.9,87.4,18.7,0,0
OUAGADOUGOU A,-1.52,12.35,0,0,0.5,29.1,50.2,88,250.6,282,123.2,21.9,0,0
OUAHIGOUYA,-2.43,13.58,0,0,6.5,7.7,8.4,170,122.9,122.5,185.5,3.5,0,0
OUANGOLODOUGO,-4.80,10.08,0,0,51.8,113.2,52.6,127.6,132.6,182,264.3,52.3,1.6,0
PO,-1.15,11.17,0.4,62.9,0,37.1,122.2,162.5,206.1,198.3,237.7,55.7,0,0
SOUBAKANIEDOU,-5.02,10.48,0,0,13.8,172.6,130,125.7,234.7,193.2,123,24.1,0,0
TANGHIN DASSO,-1.72,12.27,0,0,0,3.4,15.7,71.7,248.8,255.1,148.8,28.3,0,0
TIOU-KOUDOUGO,-2.20,11.95,0,0,25.8,58.2,55.6,156.7,79.6,240.5,129,38.6,0,0
TIOU-OUAHIGOU,-2.67,13.82,0,0,36.5,0,35.5,123.3,191.6,106.7,167.2,1,0,0
