Stations,Longitude,Latitude,Janvier,Fevrier,Mars,Avril,Mai,Juin,Juillet,Aout,Septembre,Octobre,Novembre,Decembre
BOURZANGA,-1.55,13.68,0,0,0,1.7,8.2,74.8,154.5,73.9,199.4,4.2,0,0
BOUSSE,-1.88,12.67,0,0,3.5,8.1,56.6,102.9,171.5,104.6,154.5,32.7,0,0
DAKIRI,-0.23,13.28,0,0,0,0,29.4,16.8,18.4,120.6,125,0,0,0
DANO,-3.07,11.15,0,41.6,37,54.5,48,57.4,88.7,244.5,218.2,-19998,0,0
DI-SOUROU,-3.42,13.17,0,0,43,1.8,35.2,52.7,165.1,178.4,257.6,66.7,0,0
DIALGAYE,-0.38,11.97,0,23,0,33.5,171.4,89,250.5,343.1,154.5,32.5,0,0
DIAPAGA,1.78,12.07,0,0,0,15.5,75.6,86.5,325.9,240,294.1,24.6,0,0
DIDYR,-2.62,12.57,0,0,0,3.2,35.1,148.8,181.4,142.8,242.4,78.5,0,0
DIEBOUGOU,-3.25,10.97,0,59.7,24.5,47.7,139.6,107.2,137.7,201.9,217.2,122.4,0,0
DISSIN,-2.93,10.93,0,0,27.3,89.5,79.1,146.8,186.5,301.5,228.5,84.5,0,0
DJIBO,-1.62,14.1,0,0,0,0,8.8,50.6,147.7,77.6,80.5,18,0,0
FARA,-2.77,11.52,0,7.5,8,98.7,66.1,62.6,143,196.4,191.8,36.2,24,0
GARANGO,-0.57,11.8,0,3.7,18.1,3.4,200.4,181.4,200.8,370,215.1,78.4,0,0
GAYERI,0.48,12.65,0,0,0,0,53.8,40.4,156.1,194.5,140.4,41.1,0,0
GORGADJI,-0.52,14.03,0,0,0,0,2,36.4,174.5,122.4,130.1,11.7,0,0
GOROM-GOROM,-0.23,14.45,0,0,0,0,3.2,126,218.2,119.2,77.6,12.6,0,0
GOURCY,-2.35,13.2,0,0,0,0,28.2,68.9,246.3,115.4,243.8,0.5,0,0
GUILONGOU,-1.3,12.62,0,2.9,0.5,26,8.9,141.6,285.4,214.1,25.8,36,0,0
HOUNDE,-3.52,11.48,0,0,32,21.4,31.9,120.7,122.8,213.4,181.3,58.5,0,0
KAMBOINCE,-1.55,12.47,0,0,3.7,1.8,63.3,101.7,176.4,250.9,200.4,21.2,0,0
KAMPTI,-3.47,10.13,0,20.2,34,87,116.8,166.1,199.6,161.9,262.6,83.4,9.1,0
KASSOUM,-3.3,13.08,0,0,63.6,3.1,48.8,92.9,146.6,184.2,206.4,48.4,0,0
KAYA,-1.08,13.1,0,0,0,0,0,95,135.2,199.5,102,30.4,0,0
KIEMBARA,-2.72,13.25,0,0,9,7.1,83.8,126.8,146.8,125.1,275,28.6,0,0
KINDI,-2.03,12.43,0,0,0,26.2,18.9,85.2,171.3,179.4,221,39.7,0,0
KOKOLOGHO,-1.88,12.18,0,3.5,0,4.9,132.2,87.5,-29997,210.7,172.2,21.5,0,0
KOMBISSIRI,-1.33,12.07,0,0,0,8.2,66.5,125.2,112.1,237.6,204.8,100.2,0,0
KOMIN-YANGA,0.13,11.73,0,0,8.7,13.1,72.1,90.7,131.7,309.7,259.2,76.4,0,0
KORSIMORO,-1.07,12.82,0,8,0,16,16.5,89,114,149.5,167.5,15.5,0,0
KOUDOUGOU,-2.37,12.27,0,2.8,7.8,9.3,41.3,129.8,238.5,294.6,234.3,45.1,0,0
KOUKA,-4.33,11.9,0,0,11,18.8,42.5,86.1,175.1,216.2,147.3,88.9,4.7,0
KOUMBIA,-3.7,11.23,0,0.1,14.5,42.4,71.7,116.7,145.5,331.3,161.8,106.2,0,0
KOUPELA,-0.35,12.18,0,0,0,0,56.4,77.1,216.3,223.2,256.7,32,0,0
KOUROUMA,-4.8,11.62,0,0,21.3,33.7,87.2,87.7,116.3,241,99,82,0,0
LEO,-2.1,11.1,0,14.7,0,1.6,87.4,208.1,114.9,-29997,-29997,-29997,0,0
LERI,-3.38,12.77,0,0,17.6,8.9,42.1,88.7,159.4,159.4,253.5,52.4,0,0
LOUMANA,-5.35,10.58,0,4.1,24.5,58.1,78.5,103.9,230.3,185.1,344.6,189.2,4.6,0
MAHADAGA,1.75,11.7,0,0,0,21.9,53.5,134.2,187.1,255.6,117.5,58.2,0,0
MANGA,-1.07,11.67,0,2.8,0.6,31.6,127.9,164.7,167.8,326.8,-29997,-29997,-9999,0
MANGODARA,-4.35,9.9,0,1.2,118.3,104.2,61.2,118.8,164.2,109.8,144,158.4,4,0
MARKOYE,0.07,14.63,0,0,0,0,5,29.8,130,132.5,104,-29997,-9999,0
MATIAKOUALY,1.03,12.37,0,0,40,0,113.5,93.2,135.8,244.3,135.4,70.4,0,0
MOGTEDO,-0.83,12.28,0,12.6,0,14.3,74.3,141.7,99.9,282.8,126.9,30.9,0,0
N'DOROLA,-4.82,11.77,0,0,3.6,0,40.8,93.1,295.5,226.1,99.6,92.3,0,0
NAMOUNOU,1.7,11.87,0,0,0,13.8,84.6,168.6,228.1,348.8,195.2,63.1,0,0
NANORO,-2.18,12.68,0,0,7.3,5.7,35.9,67.7,212.7,128.5,195.2,43.6,0,0
NASSO,-4.43,11.2,0,0,21.5,21.4,106.8,133.6,210.5,254.8,158.9,125.2,44.4,0
NIANGOLOKO,-4.92,10.27,0,7.8,26.8,4.8,88.7,142.8,271.9,172.2,104.4,131.6,0,0
NIAOGHO,-0.77,11.77,0,0,3,0,133,135.5,220,244.5,230.5,34,0,0
NOUNA,-3.87,12.73,0,0,22,2.5,19.9,123.4,234.6,199.7,208.2,51.8,0,0
ORODARA,-4.92,10.98,0,0,60.7,31.4,78.1,139.9,248.3,226.1,199.5,91.8,16.9,0
OUARGAYE,0.02,11.53,0,0,0,7.5,74.5,162.3,127.6,413.6,149.4,76,0,0
OUARKOYE,-3.67,12.08,0,0,2.8,7.3,57,140.8,237.9,127.8,134.6,68.4,0,0
OUO,-3.83,10.4,0,6.7,66.5,69.4,107.9,146.9,158.7,206.6,297.4,88.1,17.7,0
PABRE,-1.57,12.52,0,0,0,19,45,80,174.4,159,177.5,0,0,0
PAMA,0.7,11.25,0,0,17.7,26.6,73.9,188.5,126.2,334.3,163.6,97.8,0,0
PIELA,-0.13,12.7,0,0,0,0,40,127.5,149.6,199.6,85.7,0,0,0
POBE,-1.77,13.9,0,0,0,11,54.1,37.1,107.1,164.6,148.3,9.3,0,0
REO AGRI,-2.37,12.32,0,0,0,9.1,27.6,80,181.8,231.4,159.1,36,0,0
SAFANE,-3.22,12.13,0,0,16.8,2,48.4,103.9,259.1,141.7,36.8,-29997,0,0
SAMOROGOUAN,-4.93,11.4,0,0,8,107,44,126.1,153,148.2,192.8,54,0,0
SAPOUY,-1.77,11.55,0,8,0,57.2,82.6,94.3,120.3,248.4,121.9,49.1,10.9,0
SARIA,-2.15,12.27,0,0.7,14,9,49.3,138.5,182.8,160.1,228.1,0,0,0
SEBBA,0.52,13.43,0,0,0,0,50.7,108.5,44.2,130.2,78.7,51.1,0,0
SEGUENEGA,-1.97,13.43,0,0,12.1,0,69.1,98.3,164.3,148.2,71.6,16.6,0,0
SIDERADOUGOU,-4.25,10.68,0,0,50.7,24.6,46.6,82.2,169.4,97.3,123.5,131.7,8.3,0
SINDOU,-5.17,10.67,0,0.6,17,73.1,48.4,167.8,123.8,252.6,238.9,153.4,0,0
SOLENZO,-4.08,12.18,0,0,1.3,7.8,106.7,122.4,251.2,283.9,154.8,69.5,0,0
SOUROU-GASSAN,-3.22,12.82,0,0,0,0,86.7,70.5,150.7,181.7,267.6,24.7,0,0
TANSILA,-4.38,12.42,0,0,76.4,2.4,91.9,122.1,226.7,266.3,207.8,94.4,0.6,0
TEMA,-1.77,13.05,0,0,0,0,30.9,76.6,125.9,194.5,216.4,20.7,0,0
TENKODOGO,-0.38,11.77,0,1.3,0,18.2,72.2,202.3,124.7,444.9,284.8,22.7,0,0
TIEBELE,-0.97,11.1,0,5.3,13.2,9.7,118.3,230.4,139.6,273,208.3,100.3,0,0
TIKARE,-1.73,13.28,0,0,0,0,95.8,91.5,304.4,193.3,168.2,9.4,0,0
TIOGO,-2.68,12.18,0,0,0,4.2,24.1,172,191.2,171.7,110.8,60.3,20.4,0
TITAO,-2.07,13.77,0,0,0,0,3.7,51,121.9,135.9,154,13.5,0,0
TOECE,-1.25,11.62,0,3.6,1.1,3.8,208.1,158.9,116.1,296,211.9,30.9,0,0
TOENI,-3.18,13.43,0,0,38,0,14,28.5,258.5,133.1,238,0,0,0
TOMA,-2.9,12.77,0,0,0,0,98.7,78.7,196.3,191.4,248.4,50.1,0,0
TOUGAN,-3.07,13.08,0,0,34.5,1,89.8,94.9,232.5,146.4,227.2,37.3,0,0
TOUGOURI,-0.5,13.32,0,0,0,28,32,78,60,89,223,69,0,0
VALLEE DU KOU,-4.38,11.37,0,1.2,21.6,2.8,62.7,119.9,242.7,193.8,187.5,53.9,2.4,0
WONA,-3.43,11.97,0,0,3,8.5,53.7,58.1,105.2,189.9,98.9,60.2,0,0
YAKO,-2.27,12.97,0,0,9.9,0,44.7,112.4,183.2,183.4,248,17.2,0,0
YAMBA,0.33,12.3,0,0,0,1,63.5,77.8,184.6,331.9,129.6,8.8,0,0
ZABRE,-0.6,11.17,0,41.6,6,6.1,44.2,150.2,146.9,255.7,260.3,130.9,0,0
ZORGHO,-0.62,12.25,0,53.2,0,0,101.2,188.6,106.7,207.6,150,15.8,0,0
BITOU,-0.306111,11.258056,0,7.1,0,31.4,87,176.9,144.8,337.3,143.6,75.5,0,0
BOBO-DIOULASS,-4.30,11.17,0,0,21.2,8.1,57.3,157.7,208.1,205.1,124.6,132,2.4,0
BOGANDE,-0.13,12.98,0,0,0,1.5,28.4,66.9,53.2,281.2,127.3,29,0,0
BOROMO,-2.92,11.73,0,0,7.3,26,47.4,139.6,138.2,233.1,187.3,46.7,0,0
BOUSSOUMA,0,0,0,0,0,4.4,40.5,88.5,233.5,230.3,335,24.6,0,0
DEDOUGOU,-3.48,12.47,0,0,0.3,3,67.1,132.3,234,235.5,208.1,58.4,1.1,0
DORI,-0.03,14.03,0,0,1.8,0,11.5,60.2,52.8,234.2,36.6,27.4,0,0
FADA N'GOURMA,0.35,12.07,0,0,1.3,4.7,44.7,146.7,200.4,316,133.1,103.6,0,0
FARAKO-BA (AG,-4.33,11.10,0,0,9.4,9.7,39.6,205.6,247.3,199.7,80.6,116.9,0,0
GAO BF,-2.18,11.65,0,3.2,0,8.5,149.9,33.4,107.6,211.5,178,61.1,0,0
GAOUA,-3.18,10.33,0,57.8,84.5,31.6,90,131.9,181.6,305.8,226.1,151.5,15.3,0
GON-BOUSSOUGO,-0.77,11.40,0,0,0,0,142.7,100.1,171.1,225.4,121.8,64.2,0,0
KONGOUSSI (BA,-1.534722,13.325833,0,0,0,3.7,35.1,38.5,-29997,161.1,-29997,-29997,0,0
NOBERE,-1.204444,11.558056,0,0,6.4,32.6,156.9,241.6,159.4,294.9,251.7,37,0.2,0
OUAGADOUGOU A,-1.52,12.35,0,0,0,12.8,41.6,140.4,168.3,197.6,329.6,32.3,0,0
OUAGADOUGOU V,-1.52,12.37,0,0,2.8,5.2,36.1,144.9,172,195.9,281.6,41.2,0,0
OUAHIGOUYA,-2.43,13.58,0,0,2.8,0,64,64.3,223.8,192.9,200.3,20,0,0
OUANGOLODOUGO,-4.80,10.08,0,0,2.8,8.3,159.7,147.8,208,171.6,131.9,99.3,4.9,0
PO,-1.15,11.17,0,1.5,2.8,17.4,123.3,194.8,155.6,336,216.7,35.7,0,0
SANGHA,0.159444,11.180556,0,0,2.8,18.2,68.4,77.5,107.5,247.4,147.4,100.1,1.2,0
SOUBAKANIEDOU,-5.02,10.48,0,0,2.8,32.3,74.5,127.3,155.5,131.5,189.2,134.5,0,0
TANGHIN DASSO,-1.72,12.27,0,0,2.8,5.4,112.2,75.8,143.1,191.8,184.3,13.2,0,0
TIOU-KOUDOUGO,-2.20,11.95,0,9.7,2.8,6.7,106,58.6,177.2,230.6,181.9,48.8,21.4,0
TIOU-OUAHIGOU,-2.67,13.82,0,0,2.8,0,14.5,141.7,149.9,205.5,138.8,6.4,0,0
