Stations,Longitude,Latitude,Janvier,Fevrier,Mars,Avril,Mai,Juin,Juillet,Aout,Septembre,Octobre,Novembre,Decembre
ABALA,3.43,14.95,0,0,0,0,6.3,28.4,101,131.2,23.7,0,0,0
ABALAK,6.25,15.47,0,0,0,0,5.3,14.7,120.1,176.7,53,0,0,0
ADERBISSINAT,7.85,15.62,0,0,0,0,0,8.4,61.9,144.8,11.5,0,0,0
ADJE KORIA,6.78,14.33,0,0,0,0,6.4,42.6,138.1,153.7,103.8,0,0,0
ADJIRI,13,14.5,0,0,0,0,0,44,41,65.7,-19998,0,0,0
AGADEZ,7.98,16.97,0,0,0.6,0,1.6,13.2,54.7,148.5,28.7,0,0,0
AGUIE,7.77,13.50,0,0,0,0,19.5,62.7,77.1,98.1,35,0,0,0
AKOKAN,1.58,13.92,0,0,0,0,0,0,4.5,44.6,0,0,0,0
AREWA(MADAOUA,5.8838,14.0506,0,0,0,0,12,20.5,111.5,326,56.8,0,0,0
ARLIT,7.33,18.50,0,0,0,0,0,1.7,17.4,62.1,7.3,0,0,0
ARZERORI(NOMA,5.92,14.15,0,0,0,0,0,33,24.5,278,15,0,0,0
ATCHIDA KOFATO,6.92,13.43,0,0,0,0,22.4,95.2,85.9,-29997,-9999,0,0,0
AYOROU,0.85,14.75,0,0,0,0,24.6,23.5,135.7,150.9,28.9,0,0,0
BADEGUICHIRI,5.37,14.52,0,0,0,0,-29997,-9979.9,116.4,141,48.5,0,0,0
BAGAROUA,3.30,14.12,0,0,0,0,0,30.8,116.6,138.9,14.5,0,0,0
BAKIN-BIRGI,8.78,14.27,0,0,0,0,4.4,68.5,56.3,101.9,35.2,0,0,0
BALLEYARA,2.97,13.77,0,0,0,0,6.4,56.5,130.1,183.9,13.9,0,0,0
BALLEYARA . A,2.97,13.77,0,0,0,0,4.3,35.5,147.7,190,16.5,0,0,0
BAMBEYE,5.08,14.72,0,0,0,0,8.2,3.9,85.8,213.2,-19998,0,0,0
BANDE HAOUSSA,8.88,13.18,0,0,0,13.3,20,23.8,107.7,243.8,118.1,0,0,0
BANGUI,6.10,13.72,0,0,0,0,0,-9962.1,158.2,220.8,-9999,0,0,0
BANIBANGOU,2.50,15.05,0,0,0,0,10,41,144,111.6,32.5,0,0,0
BANKILARE,0.72,14.57,0,0,0,0,27.4,5,175.6,177.9,15.4,0,0,0
BELBEDJI,8.07,14.65,0,0,0,0,2.4,11.8,69.9,142.6,106.5,0,0,0
BENGOU,3.57,11.98,0,0,0,12.6,52.3,100.5,172.8,317.8,62.4,0,0,0
BERMO,6.684167,14.674167,0,0,0,0,16.7,5.2,59.9,139.9,36,0,0,0
BEYLANDE,2.87,12.75,0,0,0,0,45.8,108.2,140.7,219.4,159.8,0,0,0
BILMA,12.92,18.68,0,0,0,0,0,0,5.4,4.2,0,0,0,0
BIRNI NGAOUR,2.90,13.08,0,0,0,0,29.7,112,160.6,266.6,127.6,0,0,0
BIRNI NKONNI,5.28,13.80,0,0,0,0,5.2,9.9,118.7,233.5,76.2,0,0,0
BONKOUKOU,3.07,14.00,0,0,0,0,11,63.2,161.7,148.7,29.2,0,0,0
BOSSO,13.32,13.72,0,0,0,0,0,6,109.6,190.2,69.5,0,0,0
BOUTTI,11.33,13.65,0,0,0,22,0,17.8,71.6,205.3,-9940.6,0,0,0
BOUZA,6.05,14.42,0,0,0,38.3,61.2,37.2,120.1,210.2,76.9,0,0,0
CHADAKORI,6.98,13.73,0,0,0,0,30.9,116.8,78.7,189,74.9,0,0,0
CHETIMARI,12.50,13.30,0,0,0,17,16.1,21.3,150.6,165,46.1,0,0,0
