Stations,Longitude,Latitude,Janvier,Fevrier,Mars,Avril,Mai,Juin,Juillet,Aout,Septembre,Octobre,Novembre,Decembre
BEYLANDE,2.87,12.75,0,0,0,0,90.7,80.8,208.6,247,116.9,10.6,0,0
BILMA,12.92,18.68,0.1,0,0,0,2.3,0,3.4,8.5,0,0,0,0
BIRNI NGAOUR,2.90,13.08,0,0,0,0,53,80.6,232.7,180.7,71.2,7,0,0
BIRNI NKONNI,5.28,13.80,0,0,0,0,50.9,154,118.8,165.5,104.2,10.4,0,0
BONKOUKOU,3.07,14.00,0,0,0,0,4.1,119.5,108.2,221.6,33.2,0,0,0
BOSSO,13.32,13.72,0,0,0,0,5,0,90.6,38.6,19.7,0,0,0
BOUTTI,11.33,13.65,0,0,0,0,6,12.5,30.5,115,17.8,0,0,0
BOUZA,6.05,14.42,0,0,0,0,50.1,39,198.5,211.9,82.3,29,0,0
CHADAKORI,6.98,13.73,0,0,0,0,12,90.4,161.5,-297,14,0,0,0
CHERI,11.40,13.42,0,0,0,0,0,0,118.8,151.4,69.5,0,0,0
CHETIMARI,12.50,13.30,0,0,0,0,2.1,29,156.8,106.1,53.2,5.9,0,0
CHIKAL,3.43,14.42,0,0,0,0,0,92,84.1,132.1,13.5,0,0,0
DAIKAINA,1.48,14.18,0,0,0,0,2.6,71,122.4,267.4,3.8,0,0,0
DAKORO,6.75,14.52,0,0,0,0,0.4,30,136.3,183,94.8,3.5,0,0
DAMAGARAM-TAKAYA,9.47,14.17,0,0,0,0,1.8,15.6,114.2,173.6,64.9,0.5,0,0
DAMANA,3.067,13.900,0,0,0,0,6,72.7,130.2,187.6,79.5,0,0,0
DAN BARTO,8.33,13.17,0,0,0,0,5.3,0,37.9,192,31.5,0,0,0
DAN ISSA,7.25,13.17,0,0,0,0,21.5,51.8,187.8,192.1,60,0,0,0
DAN TCHIAO,9.08,12.87,0,0,0,0,12.5,-29997,-20.5,-25.1,-10197,0,0,0
DANGONA,5.02,14.27,0,0,0,0,0,76.9,-19965,115.4,24.8,0,0,0
DANKOULOU,5.02,14.27,0,0,0,0,-99,-297,-91.3,-133.8,-9967.1,0,0,0
DANTCHANDOU,2.75,14.40,0,0,0,0,21,81.5,103.9,228.5,108.7,10.8,0,0
DARGOL,1.82,13.92,0,0,3,0,35.9,79.3,106.7,101.9,3.8,0,0,0
DIFFA,12.62,13.42,0,0,0,0.9,2.9,46.2,191.9,57.1,43.1,2.2,0,0
DIOUNDIOU,3.53,12.55,0,0,0,0,37.5,96,226.8,155.7,121.5,59.4,0,0
DJIRATAWA,7.13,13.40,0,0,0,0,21.4,79.7,89.4,253,46,0,0,0
DODORI,8.23,13.30,0,0,0,0,8,64,-29997,-9874.7,-9930.1,-9992,0,0
DOGONDOUTCHI,4.00,13.63,0,0,0,0,13.3,90.4,71.3,236.9,24,0,0,0
DOGONKIRIA,4.35,14.07,0,0,0,0,0,0,105.3,122.2,33.2,0,0,0
DOLBEL,0.28,14.68,0,0,0,0,0,73.5,98.4,241.8,8,0,0,0
DOSSO,3.18,13.02,0,0,16.1,0,33.2,97.4,251.3,143.6,196.2,21.5,0,0
DOUKOU-DOUKOU,6.32,13.85,0,0,0,0,-29997,-29997,136.3,-297,90.2,2.6,0,0
DUNGASS,9.33,13.07,0,0,0,0,1,13.4,142.3,178.7,60.1,0,0,0
FALMEY,2.85,12.53,0,0,0,0,40.6,94.5,201.8,186.5,115,18,0,0
FALOUEL,3.58,13.52,0,0,0,0,0,92.4,153.8,147.9,51.7,14.7,0,0
FAMALE,1.07,14.55,0,0,0,0,10.5,-297,-50.5,160.7,7.5,3,0,0
FANDOU MAYAKI,2.88,13.85,0,0,0,0,12,95,88.5,163.1,55,0,0,0
FILINGUE,3.32,14.35,0,0,0,0,1,113.5,136,198,36,0,0,0
GALMI,5.5,13.97,0,0,0,0,37.3,55.2,126.1,232.4,68.4,10.5,0,0
GARADOUME,5.8888,14.3679,0,0,0,0,20,54,114.3,170.5,114.5,0,0,0
GARHANGA,5.77,14.55,0,0,0,0,7,24.5,209.5,220.9,85.3,24.5,0,0
GAYA,3.45,11.88,0,0,0,0,124.2,127.4,125.7,241,141.2,44.7,0,0
GAYA.AGRI,3.45,11.88,0,0,0,1.6,114.9,126.9,51.3,-29997,138.5,47.2,0,0
GAZAOUA,7.92,13.85,0,0,0,0,46.7,53.4,132.6,216.5,88.6,3.5,0,0
GOTHEYE,1.58,13.82,0,0,0,0,20.2,86.9,78,105.7,24,3.7,0,0
GOUBE,2.070556,13.867778,0,0,0,0,28.6,105.2,172.4,167,41.5,1.5,0,0
GOUCHI,9.50,13.33,0,0,0,0,0,113,67.5,105,31.5,0,0,0
GOUDOUMARIA,11.17,13.72,0,0,0,0,1.8,8.4,67.9,104.2,48.3,0,0,0
GOULA,7.23,14.65,0,0,0,0,0,7.8,137.9,71.2,-29997,0,0,0
GOURE (PTT),10.30,13.98,0,0,0,0,1.1,19,90.5,148.1,31.6,0,0,0
GUECHEME,3.88,12.92,0,0,0,0,52.5,141.5,66.3,169,116,5,0,0
GUESKEROU,12.85,13.60,0,0,0,0,17,8.3,148.9,28.5,36,0,0,0
GUIDAM ROUMDJI,6.77,13.67,0,0,0,0,12.8,59.6,63.1,66.9,21.6,3.4,0,0
GUIDAN IDDER,5.32,14.02,0,0,0,0,19,48.4,133.8,243.7,74,5.1,0,0
GUIDAM ROUMDJI,6.77,13.67,0,0,0,0,12.8,34.8,81.5,85.8,20,0,0,0
HAMDALLAYE,2.40,13.55,0,0,0,0,0,142.4,130.7,205.9,-29997,0,0,0
IBECETANE,5.85,15.25,0,0,0,0,12,41.7,66,93.3,-9999,0,0,0
IFEROUANE,8.38,19.08,0,0,0,0,8.9,18.5,22.4,5.7,6.8,0,0,0
ILLELA,5.25,14.47,0,0,0,0,32.1,56.3,98.5,231.2,26.6,2,0,0
IN GALL,6.90,16.78,0,0,0,0,18.1,41.1,73.5,118.5,35.5,0,0,0
KALA-PATE (IRAT),2.93,13.23,0,0,0,0,53.5,86.6,195.8,207.5,76.5,0,0,0
KANTCHE,6.15,14.30,0,0,0,0,9,41.9,198.2,147.9,7,0,0,0
KAO,5.75,15.23,0,0,0,0,17.4,39.3,21.7,95.7,37,0,0,0
KAOURA-ABDOU,5.37,14.5,0,0,0,0,-19998,-29997,-13.2,-9882.6,35.4,40.6,0,0
KARA - KARA,3.63,12.80,0,0,0,0,53,121.5,72.8,244.9,144.1,0,0,0
KEITA,5.77,14.77,0,0,0,0,11.8,61.6,112.7,147,56.9,15.6,0,0
KILAKAM,11.73,13.55,0,0,0,0,6.5,12.5,147.5,138.5,-10197,19.5,0,0
KODJIMERI,11.10,13.42,0,0,0,0,0,6.1,119.4,117.5,27,2.5,0,0
KOLO,2.35,13.30,0,0,0,0,8.5,82.5,158.7,194.2,52.9,2.5,0,0
KONA,8.07,13.57,0,0,0,0,14,59,30.5,136,13.5,0,0,0
KORE MAIROUA,3.95,13.33,0,0,0,0,18.3,81,156.7,154.6,58,27.2,0,0
KORGOM,8.42,13.45,0,0,0,0,22.4,51,-51.5,-9883.5,79.2,0,0,0
KOYGOLO,3.017,13.483,0,0,0,0,35.4,84.7,161.6,188,136.5,1,0,0
LABA(VILLAG),5.94,14.6224,0,0,0,0,-19998,-29997,-19987.5,123.2,-9907.9,14.2,0,0
LIDO,3.733,12.900,0,0,0,0,37,57.5,150.9,230.6,-29997,0,0,0
LOGA,3.23,13.60,0,0,0,0,4.3,75,213.2,238.2,54.9,1.6,0,0
MADAOUA,5.98,14.12,0,0,0,0,19.2,24,135.7,134.2,56.6,18,0,0
MADAROUNFA,7.15,13.32,0,0,0,0,14.7,51.3,169.5,206.3,37.5,0,0,0
MAGARIA,8.93,12.98,0,0,0,0,8.3,44.3,144.5,258,50.5,0,0,0
MAINE SOROA,11.98,13.23,0,0,0,0,2.5,22.5,111.5,121.4,40.7,5.5,0,0
MAKALONDI .AG,1.68,12.82,0,0,0,0,0,66.6,168.5,202.6,74.2,12.7,0,0
MAKOURDI,4.25,14.40,0,0,0,0,0,37,197.5,178,19.5,0,0,0
MALBAZA,5.50,13.97,0,0,0,0,51,85.1,137.8,266.1,66.2,6.5,0,0
MALLAOUA,9.60,13.02,0,0,0,0,6.6,44.8,119.8,169.1,68.9,0,0,0
MANGAIZE,2.03,14.80,0,0,0,0,14.2,131.3,42.9,199.3,14.4,0,0,0
MARADI AERO,7.08,13.47,0,0,0,0.3,29.2,72.4,62.1,157.4,50.3,0,0,0
MARADI VILLE,7.08,13.47,0,0,0,0,24.2,58.4,97.8,157.1,40.8,0,0,0
MARAKA,7.07,13.08,0,0,0,0,-19998,-19910.7,5,-19858.5,-19998,0,0,0
MATAMAYE,8.47,13.42,0,0,0,0,40.8,50.6,200.7,191,53,11.3,0,0
MATANKARI,3.73,12.90,0,0,0,0,11.5,57,117.7,250.2,75.4,0,0,0
MAYAHI,7.70,13.98,0,0,0,0,14.7,41.5,33.4,156,70,3.4,0,0
MEHANA,1.13,14.40,0,0,0,0,0,52.5,67,185.2,5,5.5,0,0
MYRRIAH,9.15,13.72,0,0,0,0,3.3,34.3,154.3,126.1,79.4,0,0,0
NGOURTI,13.20,15.30,0,0,0,0,0,0,6.3,59,0,0,0,0
NGUIGMI,13.12,14.25,0,0,0,0,1.4,24.7,69.8,61.5,53.2,4,0,0
NIAMEY AERO,2.17,13.48,0,0,0,0,12.4,94.3,163.8,160.8,41.6,0,0,0
NIAMEY AGRHYMET,2.13,13.47,0,0,0,0,33.5,119.7,175.3,189.9,60.1,0,0,0
NIAMEY VILLE,2.13,13.50,0,0,0,0,33.3,113.1,183.5,185.5,48.6,0,0,0
OUALLAM,2.08,14.32,0,0,0,0,7.5,60,146.4,153.5,11.7,23,0,0
OUNA,3.15,12.17,0,0,0,0,81.1,112.5,167.9,146.5,156.5,39.5,0,0
OURAFANE,8.13,14.02,0,0,0,0,0,-19998,-9937.1,-9827.9,58.2,0,0,0
SABON BIRNI,3.58,11.90,0,0,0,4.6,78.9,172.8,101.5,308.2,146.2,62.5,0,0
SABON GUIDA,5.9,13.93,0,0,0,0,35.9,60.3,86,156,60.5,15,0,0
SABON MACHI,6.97,13.87,0,0,0,0,5.4,11.6,131.3,201.7,19,25.3,0,0
SAMBERA,3.07,12.40,0,0,0,0,69,-9999,164,288.5,130.7,31,0,0
SANAM,3.92,14.67,0,0,0,0,1.9,101.6,73.9,149.6,19.8,0,0,0
SANSANE HAOUSSA,1.60,13.83,0,0,0,0,23.7,103.5,100.2,103,40,0,0,0
SAOUNI,8.45,13.35,0,0,0,0,0,-19998,206.9,290,83.5,19.5,0,0
SAY,2.35,13.10,0,0,0,0,43.5,33.5,114.8,149,43.7,7.3,0,0
SAYAM.CM.II,7.90,15.63,0,0,0,0,0,0,60.5,100.6,65.2,0,0,0
SERKIN YAMMA,6.92,13.37,0,0,0,0,44.5,55.9,103.6,166.2,0,0,0,0
SIA,3.28,12.10,0,0,0,0,64.7,119,272,254.5,133,34.4,0,0
SIMIRI,2.13,14.13,0,0,0,0,4.2,40,133.1,120.6,40.9,11.1,0,0
SOKORBE,3.173611,13.508056,0,0,0,0,37,77.5,166.8,186,85,23,0,0
SOLI,7.52,14.70,0,0,0,0,10,16.3,117,138.8,85.1,0,0,0
SOULOULOU,6.42,13.60,0,0,0,0,0,30,110,-29997,-9953,0,0,0
TABALAK,5.666667,15.1,0,0,0,0,0.9,-19998,-19955,-8.5,16.3,12,0,0
TABOTAKI,5.18,13.5,0,0,0,0,19,0,39.5,202,85.5,33,0,0
TAHOUA,5.30,14.90,0,0,0,0,38.3,48.4,108.6,149.9,108.4,0,0,0
TAKIETA,8.52,13.67,0,0,0,0,6.7,32.3,204.1,82,37.5,0,0,0
TAKORKA(MADAO,6.15,13.87,0,0,0,0,26,28.5,73,153,-29997,0,0,0
TAMA,5.77,14.27,0,0,0,0,-29997,-29997,-19985.5,-19946,-28,-99,0,0
TAMASKE,5.65,14.82,0,0,0,0,65.9,77.1,135.6,137.1,65.4,10.9,0,0
TANOUT,8.82,14.95,0,0,0,0,5.4,27.4,94.2,80.2,41.9,0.5,0,0
TASSARA,5.70,16.87,0,0,0,0,7.5,34.1,64.5,113.7,35.2,0,0,0
TCHADAOUA,7.45,13.55,0,0,0,0,13.9,85.8,61.2,156.7,49.5,0,0,0
TCHINTABARADEN,5.80,15.88,0,0,0,0,3.2,79.2,28,111.2,45.7,5.3,0,0
TEBARAM,4.45,14.82,0,0,0,0,0,43.1,107,224.8,35.9,14.3,0,0
TERA,0.82,14.03,0,0,0,0,5.5,56.6,93.4,148.6,24,5.9,0,0
TESKER,10.72,15.13,0,0,0,0,0,9.2,29.4,52.7,5,0,0,0
TESSA,3.40,12.77,0,0,0,0,23.5,126,-29997,249.5,110,21.5,0,0
TESSAOUA,7.98,13.75,0,0,0,0,49.6,42.2,104.7,170.2,143.9,3.9,0,0
TIBIRI (DOUTCHI),4.00,13.10,0,0,0,0,25.3,105.1,88.7,189,92.2,20.1,0,0
TILLABERY,1.45,14.20,0,0,0,0,4.9,84.1,77.1,235.9,6.3,12,0,0
TILLIA,4.78,16.13,0,0,0,0,0,38.1,36.9,114.6,8.4,0,0,0
TORODI (AGRI),1.80,13.12,0,0,0,0,8.1,50.7,163.1,183.9,77.5,8,0,0
TOUKOUNOUS,3.28,14.50,0,0,0,0,0,90.2,95.6,177.9,24.3,0,0,0
TOUMNIA,9.03,13.97,0,0,0,0,35,64,227.1,-29997,-29997,0,0,0
TOUMOUR,13.13,13.67,0,0,0,0,-99,-297,68,45.1,-29997,0,0,0
TSERNAOUA,5.33,13.88,0,0,0,0,29.6,107,123.4,211.3,83.8,3.2,0,0
YAGAGI,8.40,14.35,0,0,0,0,0,56,133,158,-29997,0,0,0
YAOURI,8.55,13.27,0,0,0,0,12,-198,-170,227,-9999,0,0,0
YELOU,3.57,12.25,0,0,0,0,81,135,152,194.7,115.1,0,0,0
ZINDER AERO,8.98,13.78,0,0,0,0,20.3,18.6,203,162.1,59.2,0.1,0,0
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
