STATION,Jan,F‚v,Mar,Avr,Mai,Jui,Jui,Ao–,Sep,Oct,Nov,D‚c
BAFOULABE,0.0,0.0,0.0,0.0,0.0,20.6,277.0,269.0,237.0,48.0,0.0,0.0
BAMAKO SENOU,0.0,0.0,4.2,3.8,136.5,116.0,194.5,319.8,163.5,72.7,0.0,0.0
BAMAKO VILLE,0.0,0.0,0.0,0.0,157.5,113.7,232.3,244.7,191.9,114.7,0.0,0.0
BANAMBA,0.0,0.0,0.0,0.0,116.0,122.0,274.0,330.2,172.0,128.0,0.0,0.0
BANKASS,0.0,0.0,0.0,0.0,22.9,43.2,246.1,201.0,87.7,48.5,0.0,0.0
BANKOUMANA,0.0,0.0,0.0,0.0,34.0,45.5,301.4,169.7,194.0,125.0,0.0,0.0
BAROUELI,0.0,0.0,0.0,0.0,48.4,72.9,96.2,346.8,185.0,13.3,0.0,0.0
BLA,0.0,0.0,0.0,0.0,48.9,69.0,303.8,204.0,125.1,33.8,0.0,0.0
BOUGOUNI,0.0,0.0,0.0,0.0,61.5,214.1,185.8,434.8,185.6,107.0,0.0,0.0
DIDIENI,0.0,0.0,9.0,5.7,32.0,58.7,225.9,291.4,94.6,20.0,0.0,0.0
DIEMA,0.0,0.0,0.0,0.0,2.4,10.8,168.3,167.8,78.0,35.8,0.0,0.0
DIOILA,0.0,0.0,0.0,0.0,133.3,74.3,211.6,247.2,162.7,21.7,0.0,0.0
KADIOLO,0.0,0.0,0.0,0.0,214.8,123.5,228.5,145.0,254.8,50.1,0.0,0.0
KANGABA,0.0,0.0,0.0,0.0,67.1,111.4,298.3,250.7,144.9,115.3,0.0,0.0
KATI-HAUT,0.0,0.0,0.0,0.0,71.0,37.0,252.0,222.0,175.2,102.0,0.0,0.0
KATIBOUGOU,0.0,0.0,0.0,0.0,80.0,66.0,123.9,371.7,173.8,74.2,0.0,0.0
KAYES,0.0,0.0,0.0,0.0,1.3,61.1,98.6,191.5,84.0,105.7,0.0,0.0
KE-MACINA,0.0,0.0,0.0,0.0,7.2,16.0,187.2,229.9,135.9,22.8,0.0,0.0
KENIEBA,0.0,0.0,0.0,0.0,20.8,83.2,383.3,488.8,304.1,49.9,0.0,0.0
KITA,0.0,0.0,0.0,0.0,55.9,66.2,225.7,311.0,170.9,82.5,0.0,0.0
KOLONDIEBA,0.0,0.0,32.0,32.2,131.3,93.6,127.2,368.2,273.3,64.6,7.9,0.0
KONOBOUGOU,0.0,0.0,0.0,0.0,38.0,68.0,120.7,179.0,47.5,34.6,0.0,0.0
KORO,**,0.0,0.0,0.0,0.0,83.2,151.5,243.8,78.6,0.0,0.0,0.0
KOULIKORO,0.0,0.0,0.0,0.0,56.6,55.1,134.2,295.5,168.6,42.5,0.0,0.0
KOUTIALA,0.0,0.0,1.5,4.8,73.8,77.4,317.7,281.4,181.4,123.8,0.0,0.0
MAHINA,0.0,0.0,1.8,3.6,0.9,25.0,245.5,315.2,177.4,57.7,0.0,0.0
MOPTI,0.0,0.0,0.0,0.9,22.9,16.0,113.7,174.3,131.5,0.0,0.0,0.0
N'TARLA  I.R.C,0.0,0.0,0.0,0.0,48.0,74.3,301.9,178.9,122.6,43.0,0.0,0.0
NARA,0.0,0.0,1.8,0.0,2.0,2.7,109.1,223.1,146.6,9.9,0.0,0.0
NIONO,0.0,0.0,0.0,0.0,11.1,26.1,135.0,210.4,123.5,60.0,0.0,0.0
NIORO DU SAHEL,0.0,0.0,0.0,0.0,7.1,30.3,96.9,122.3,83.3,66.9,0.0,0.0
OUELESSEBOUGOU,0.0,0.0,0.0,0.0,72.0,62.4,227.3,383.5,161.4,94.3,0.0,0.0
SAN,0.0,0.0,0.0,13.9,46.1,46.6,147.9,212.7,117.0,79.9,0.0,0.0
SEGOU,0.0,0.0,0.0,5.7,23.6,88.5,220.3,288.2,176.0,9.9,0.0,0.0
SELINGUE,0.0,0.0,0.0,57.0,116.9,167.0,176.6,348.9,220.5,122.9,0.0,0.0
SIKASSO,0.0,0.0,13.5,32.8,138.2,70.5,188.7,344.2,293.4,130.0,2.5,0.0
SOTUBA,0.0,0.0,0.0,0.0,299.2,77.3,239.2,255.3,177.3,114.5,0.0,0.0
TOMINIAN,0.0,0.0,0.0,0.0,46.9,87.6,182.0,153.5,151.4,0.0,0.0,0.0
YANFOLILA,0.0,0.0,0.0,0.0,84.8,141.9,324.5,383.1,350.5,136.5,0.0,0.0
YELIMANE,0.0,0.0,1.0,0.0,2.2,23.6,119.4,197.6,74.4,80.4,0.0,0.0
YOROSSO,0.0,0.0,0.0,0.0,89.0,50.5,176.5,120.3,221.2,114.3,0.0,0.0
