Stations,Longitude,Latitude,Janvier,Fevrier,Mars,Avril,Mai,Juin,Juillet,Aout,Septembre,Octobre,Novembre,Decembre
BERMO,6.684167,14.674167,0,0,0,0,3.8,55.3,38.1,160,53,0,0,0
BEYLANDE,2.87,12.75,0,0,0,0,19.5,48.7,69.6,190.7,103.2,17,0,0
BILMA,12.92,18.68,0,0,0,0,0,0,1,5.7,0,0,0,0
BIRNI NGAOUR,2.90,13.08,0,0,0,0,48.5,151.9,63.5,150.5,45,7.7,0,0
BIRNI NKAZOE,10.00,14.18,0,0,0,0,-19998,-29997,70.3,111.2,37,0,0,0
BIRNI NKONNI,5.28,13.80,0,0,0,0,10.7,121.1,86.9,157,77.1,12.2,0,0
BONKOUKOU,3.07,14.00,0,0,0,0,0,128.6,58.3,147.4,72.9,7.5,0,0
BOSSO,13.32,13.72,0,0,0,0,18,14.8,71,126.6,21,0,0,0
BOUTTI,11.33,13.65,0,0,0,0,0,-9995.8,-9941.5,64.7,0,0,0,0
BOUZA,6.05,14.42,0,0,0,0,1.6,144.5,67.6,208,76,0,0,0
CHADAKORI,6.98,13.73,0,0,0,0,24.4,102.8,25.1,117.3,124.5,3.5,0,0
CHETIMARI,12.50,13.30,0,0,0,0,0,0,23,126.5,9,0,0,0
CHIKAL,3.43,14.42,0,0,0,0,0,61.8,63,202.6,28.8,7.5,0,0
DAIKAINA,1.48,14.18,0,0,0,0,0,8.6,102.3,138.2,123.4,2.7,0,0
DAKORO,6.75,14.52,0,0,0,0,13.5,100.5,100.5,182,66,8.5,0,0
DAMAGARAM-TAKAYA,9.47,14.17,0,0,0,0,9.6,73,59.7,180.5,68.8,0,0,0
DAMANA,3.067,13.900,0,0,0,0,2,57.7,68.8,137.2,110.7,0,0,0
DAN BARTO,8.33,13.17,0,0,0,0,41,56.9,83.3,164.6,79.3,43,0,0
DAN ISSA,7.25,13.17,0,0,0,0,43.8,78.7,134.7,-9975.1,39.7,37.1,0,0
DAN TCHIAO,9.08,12.87,0,0,0,0,56,72,56.5,105.5,-9971,6,0,0
DANGONA,5.02,14.27,0,0,0,0,0,76.4,40.1,119.7,8.8,0,0,0
DANTCHANDOU,2.75,14.40,0,0,0,0,18.5,61.7,68.4,142.1,68.1,26.5,0,0
DARGOL,1.82,13.92,0,0,0,0,7.5,46.6,71,104.2,59,0,0,0
DIFFA,12.62,13.42,0,0,0,0,2.5,14.3,49.1,175.3,16.4,4,0,0
DIOUNDIOU,3.53,12.55,0,0,0,0,0,95.5,82.9,96.3,137.6,41,0,0
DJIRATAWA,7.13,13.40,0,0,0,0,65,86,-9875,84,-9899,12,0,0
DODORI,8.23,13.30,0,0,0,0,52,-9952,71.5,66,59,0,0,0
DOGONDOUTCHI,4.00,13.63,0,13,0,0,0,76.6,86.7,168.7,64,4.7,0,0
DOGONKIRIA,4.35,14.07,0,0,0,0,0,136.1,-9959,-9822,-19953.5,-9999,0,0
DOLBEL,0.28,14.68,0,0,0,0,5.5,58.2,-9917.6,-9934,-29997,-9999,0,0
DOSSO,3.18,13.02,0,0.3,0,0,5.2,93.5,116.1,122.8,31.9,4,0,0
DOUKOU-DOUKOU,6.32,13.85,0,0,0,0,52.5,67.5,49.7,161.4,53.2,0,0,0
DROUM MALORI,9.32,13.57,0,0,0,0,-29997,-19956,-9889,-9893.5,-9976,0,0,0
DUNGASS,9.33,13.07,0,0,0,0,13.7,68.7,81.3,312.4,114.3,0,0,0
FALMEY,2.85,12.53,0,0,0,0,10,135.4,70.4,255.5,80.5,45,0,0
FALOUEL,3.58,13.52,0,0,0,0,0,232.2,44.5,129.3,49.5,2.5,0,0
FAMALE,1.07,14.55,0,0,0,0,-9999,-19998,-9848,-9843,-9904,-9999,0,0
FANDOU MAYAKI,2.88,13.85,0,0,0,0,0,77.7,66.2,95,98,0,0,0
FILINGUE,3.32,14.35,0,0,0,0,2.5,93.5,51,118.5,5.5,10,0,0
GABAOURI,6.12,15.03,0,0,0,0,29.3,25,80.3,-9982,41.2,14.8,0,0
GABI MAYAKI,7.05,13.23,0,0,0,0,106,149,180,172,70,15,0,0
GALMA.SEDENT.,5.8,14.08,0,0,0,0,40.7,82,67,258,69,20,0,0
GALMI,5.5,13.97,0,0,0,0,14.8,44.5,80.6,218.1,33,5.8,0,0
GARADOUME,5.8888,14.3679,0,0,0,0,3,117,52.5,153.5,0,0,0,0
GARAGOUMSA,8.382098198,13.6739042,0,0,0,0,8,55,28,167,40,0,0,0
GARHANGA,5.77,14.55,0,0,0,0,40,119,122,197,20,0,0,0
GAYA,3.45,11.88,0,12.2,0,0,102.6,41,127.8,407.3,101.6,18.9,0,0
GAYA.AGRI,3.45,11.88,0,0,0,0,108.2,51.7,118.9,409.5,107,20.7,0,0
GAZAOUA,7.92,13.85,0,0,0,0,49,68.5,123.7,192.9,42.8,11,0,0
GOTHEYE,1.58,13.82,0,0,0,0,1.3,46.2,106.7,93.3,34.8,0,0,0
GOUCHI,9.50,13.33,0,0,0,0,-9999,-19956,95,136,-9951,-9999,0,0
GOUDOUMARIA,11.17,13.72,0,0,0,0,1.1,34.9,51.2,97.9,94.7,0,0,0
GOULA,7.23,14.65,0,0,0,0,40,53.5,113.2,107.6,-19995,-9999,0,0
GOURE (PTT),10.30,13.98,0,0,0,0,11.9,80.3,98.8,90.3,72.4,0,0,0
GUECHEME,3.88,12.92,0,0,0,0,21,92,74,183.5,81.5,5.5,0,0
GUESKEROU,12.85,13.60,0,0,0,0,21,7.7,70.5,189.5,11.5,0,0,0
GUIDAM ROUMDJI,6.77,13.67,0,0,0,0,22.5,96,59.8,175.9,89.2,6.3,0,0
GUIDAN IDDER,5.32,14.02,0,0,0,0,20,88.7,32.1,152.4,64.3,4.8,0,0
GUIDIGUIR,9.83,13.67,0,0,0,0,9,29.7,85.3,149.5,83,0,0,0
GUIDIMOUNI,9.55,13.68,0,0,0,0,0,46.4,106.1,-9981,28,0,0,0
HAMDALLAYE,2.40,13.55,0,0,0,0,0,54,73.5,161,62,2,0,0
IBECETANE,5.85,15.25,0,0,0,0,0,46.6,35.8,103.2,-29997,-9999,0,0
IFEROUANE,8.38,19.08,0,0,0,0,0,19.1,35.2,14.2,2.6,0.3,0,0
ILLELA,5.25,14.47,0,0,0,0,6,62,31.5,238,51.6,0,0,0
IN GALL,6.90,16.78,0,0,0,0,0.2,57.6,20.5,98.7,6.3,0,0,0
KANEMBAKATCHE,7.92,13.52,0,0,0,0,0,87.5,50.5,92.5,52,0,0,0
KANTCHE,6.15,14.30,0,0,0,0,0.9,61.5,56.7,131.5,53.8,7.5,0,0
KAO,5.75,15.23,0,0,0,0,0,8.5,16,86.7,0,0,0,0
KAOURA-ABDOU,5.37,14.5,0,0,0,0,26,47.5,136,-9888,-9999,0,0,0
KARA - KARA,3.63,12.80,0,0,0,0,18,102.1,83.7,-29997,132,24.2,0,0
KARMA,1.82,13.67,0,0,0,0,0,175,-29997,-29997,-9919,-9999,0,0
KAROUFANE,6.150,14.300,0,0,0,0,12,138,73,147,80,0,0,0
KEITA,5.77,14.77,0,0,0,0,11.5,56.1,125.3,113.8,44.2,31.4,0,0
KILAKAM,11.73,13.55,0,0,0,0,55,8.9,-29997,118.7,-29997,-9999,0,0
KOLO,2.35,13.30,0,0,0,0,5.8,109.4,118,149.6,82.7,13,0,0
KONA,8.07,13.57,0,0,0,0,2,34,85.5,177,0,10,0,0
KORE MAIROUA,3.95,13.33,0,0,0,0,8.5,50.5,67.5,194.5,52.5,9,0,0
KORGOM,8.42,13.45,0,0,0,0,52.5,-9977.8,-19926.6,-9891.2,15,0,0,0
KOUTOUMBOU,3.58,12.33,0,0,0,0,0,0,77,-9920.3,-19952.2,-19998,0,0
KOYGOLO,3.017,13.483,0,0,0,0,7,60.7,68.5,81,55.5,35,0,0
LABA(VILLAG),5.94,14.6224,0,0,0,0,25,52.7,214.2,164.4,71.9,0,0,0
LIDO,3.733,12.900,0,0,0,0,9.5,96.3,75.8,160.1,100.8,0,0,0
LOGA,3.23,13.60,0,0,0,0,3.4,87.8,88.3,158.7,23.8,29,0,0
MADAOUA,5.98,14.12,0,0,0,0,21.7,43.9,76.7,118.4,110,0,0,0
MADAROUNFA,7.15,13.32,0,0,0,0,76.4,94.2,144,155.8,81.7,12.9,0,0
MAGARIA,8.93,12.98,0,0,0,0,27.9,81.5,127.2,282.4,117.2,0.2,0,0
MAGARIA-MAKER,5.786381,14.02311,0,0,0,0,-9978,-9965.7,-9911,209,-19949,-19998,0,0
MAINE SOROA,11.98,13.23,0,0,0,0,0,19.1,46.6,153.9,77.3,36.9,0,0
MAKALONDI .AG,1.68,12.82,0,0,0,0,0,97,103.5,207.7,30.6,58.4,0,0
MALBAZA,5.50,13.97,0,0,0,0,24,112,75,222,24,12,0,0
MALLAOUA,9.60,13.02,0,0,0,0,5.6,57.2,87.6,253.2,68.5,0,0,0
MANGAIZE,2.03,14.80,0,0,0,0,0,23.3,115.8,191.6,27.4,0,0,0
MARADI AERO,7.08,13.47,0,0,0,0,15.2,75,103.4,142.4,84.8,11.7,0,0
MARAKA,7.07,13.08,0,0,0,0,92.9,80.9,113.1,179.3,72.4,15.7,0,0
MATAMAYE,8.47,13.42,0,0,0,0,23,47,110.9,204.3,115.1,14,0,0
MATANKARI,3.73,12.90,0,3.2,0,0,0,155.1,35.2,164.6,89.6,0,0,0
MAYAHI,7.70,13.98,0,0,0,0,10.2,94,63.7,199.6,113.7,7.5,0,0
MYRRIAH,9.15,13.72,0,0,0,0,2.3,86.9,129.1,120.9,55,13.5,0,0
NGOURTI,13.20,15.30,0,0,0,0,0,0,12.6,58.5,21.9,0,0,0
NGUIGMI,13.12,14.25,0,0,0,0,0.7,25.5,82,85.5,75.6,0,0,0
NIAMEY AERO,2.17,13.48,0,0.3,0,2.3,14,37.3,79.4,174,35.7,37.9,0,0
NIAMEY VILLE,2.13,13.50,0,0.2,0,2.6,0,93,108.9,107,51.7,28.2,0,0
OLLELEOUA,8.63,14.35,0,0,0,0,-19998,-29997,-19902.5,191,-9966,-19998,0,0
OUALLAM,2.08,14.32,0,0,0,0,0,16.7,15.3,164,94,0,0,0
OUNA,3.15,12.17,0,0,0,0,32.1,74.5,52.3,308.6,38.5,3.8,0,0
OURAFANE,8.13,14.02,0,0,0,0,6.8,58.3,72.6,171.9,90.2,0,0,0
OURNO,6.45,14.3,0,0,0,0,60,89,89,196.8,20.6,0,0,0
SABON BIRNI,3.58,11.90,0,12,0,3.5,112,119.2,38.5,266.2,96.5,43,0,0
SABON GUIDA,5.9,13.93,0,0,0,0,53,48,71,200.5,78.5,8,0,0
SABON MACHI,6.97,13.87,0,0,0,0,27.2,116.8,64,195.2,47.8,5,0,0
SAE SABOUA,7.35,13.57,0,0,0,0,17.5,29,74,172,72.5,3,0,0
SAFO,7.12,13.40,0,0,0,0,-19998,-19913,-9946,-19963,-9976,-9999,0,0
SAMBERA,3.07,12.40,0,0,0,0,22,111,186.4,209,218,0,0,0
SANAM,3.92,14.67,0,0,0,0,0,38.1,43.1,103.1,65.5,0,0,0
SANSANE HAOUSSA,1.60,13.83,0,0,0,0,4.7,74.2,85.5,97.4,76,0,0,0
SAOUNI,8.45,13.35,0,0,0,0,17,-9980,-9962.4,222.5,-9999,0,0,0
SASSOUMBROUM,8.50,13.13,0,0,0,0,-19998,-29997,-9964,171,-9850,70,0,0
SAY,2.35,13.10,0,0,0,0,19.5,75.5,69.9,187.6,114.5,6.5,0,0
SIA,3.28,12.10,0,0,0,0,76.9,117,75.8,-9957,-29997,28,0,0
SIMIRI,2.13,14.13,0,0,0,0,0,44,53.5,152,26,0,0,0
SOKORBE,3.173611,13.508056,0,0,0,0,10,100.6,75.8,142,43.2,10,0,0
TABALAK,5.666667,15.1,0,0,0,0,35.3,55.1,36.7,170.3,12.4,0,0,0
TABOTAKI,5.18,13.5,0,0,0,0,0,55.5,76.9,186.8,42.2,27.7,0,0
TABOYE,6.08,14.55,0,0,0,0,0,12.3,69.7,253.9,58.5,0,0,0
TAHOUA,5.30,14.90,0,8.2,0,0,13.2,88.7,53.1,62.9,38.1,0,0,0
TAKIETA,8.52,13.67,0,0,0,0,7,31.2,34.2,190.1,38.5,4.2,0,0
TAKORKA(MADAO,6.15,13.87,0,0,0,0,21.5,135,56,177,72,0,0,0
TAMA,5.77,14.27,0,0,0,0,-9999,-19991,-9937,143.5,-19960,-9999,0,0
TAMASKE,5.65,14.82,0,0,0,0.2,16.7,69,173.1,115.4,75.3,0,0,0
TANOUT,8.82,14.95,0,0,0,0,19.5,39.9,63.6,110.7,25,0,0,0
TAPOA,2.40,12.47,0,0,0,5.7,53.3,53,160.3,271,92.2,4.2,0,0
TASSARA,5.70,16.87,0,0,0,0,3,46.7,54.4,89.8,9,0,0,0
TCHADAOUA,7.45,13.55,0,0,0,0,8.5,61.9,-9966.2,145,59.8,3.7,0,0
TCHINTABARADEN,5.80,15.88,0,0,0,0,0,38.9,41,90.6,53,0,0,0
TERA,0.82,14.03,0,0,0,0,5,23.3,130.3,106,106.1,0,0,0
TESKER,10.72,15.13,0,0,0,0,5,26.5,12.1,34.1,44.5,0,0,0
TESSA,3.40,12.77,0,0,0,0,23.5,119.5,71,227.2,-9994.8,0,0,0
TESSAOUA,7.98,13.75,0,0,0,0,51.2,119.7,248.1,206.4,42.6,9.6,0,0
TIBIRI (DOUTCHI),4.00,13.10,0,0,0,0,6.7,128.8,51.7,124.6,39.6,23,0,0
TIBIRI MARADI,7.03,13.58,0,0,0,0,-19998,-9929,136.5,95,102,0,0,0
TILLABERY,1.45,14.20,0,0,0,0,0.2,3.1,78.3,154.4,95.4,0.7,0,0
TILLIA,4.78,16.13,0,0,0,0,9,52.8,20.4,30.5,25.7,0,0,0
TILOA,2.05,15.08,0,0,0,0,-29997,-29997,-19979.5,103.5,-29997,-9999,0,0
TORODI (AGRI),1.80,13.12,0,0,0,0,0,93.9,189.5,245.8,83.5,8.3,0,0
TOUKOUNOUS,3.28,14.50,0,0,0,0,0,97.7,86.9,97.3,28,41,0,0
TSERNAOUA,5.33,13.88,0,0,0,0,2.7,131.4,53,168.9,41.4,0.5,0,0
WACHA,9.28,13.37,0,0,0,0,-9991.7,-9918.1,-9938.5,-9899.8,-9955.9,2.8,0,0
YAGAGI,8.40,14.35,0,0,0,0,7,68.5,73,166,60,0,0,0
YAOURI,8.55,13.27,0,0,0,0,0,57,109.2,142,62.5,55,0,0
YELOU,3.57,12.25,0,0,0,0,14.5,66.5,100,-29997,-29997,-9999,0,0
ZINDER AERO,8.98,13.78,0,0,0,0,0.8,80.8,68.1,185.3,28.5,32.1,0,0
ZINDER VILLE,9.00,13.80,0,0,0,0,0,63,-19952.3,191.3,-9948.1,48.7,0,0
