Stations,Longitude,Latitude,Janvier,Fevrier,Mars,Avril,Mai,Juin,Juillet,Aout,Septembre,Octobre,Novembre,Decembre
DANO,-3.07,11.15,0,7,8.6,28.9,167.4,71.7,282.3,-29997,152.7,-29997,0,0
DI-SOUROU,-3.42,13.17,0,0,0,37.9,70.4,72,132.5,241.2,240.1,62.7,0,0
DIALGAYE,-0.38,11.97,0,0,0,49.5,60.6,109.1,321.7,275.3,220.5,22.4,0,0
DIAPAGA,1.78,12.07,0,0,0,6,120.9,143.7,154.3,288.9,185.9,171.1,0,0
DIDYR,-2.62,12.57,0,0,0,30.7,133.7,57.5,168.3,305.8,185.4,42.6,0,0
DIEBOUGOU,-3.25,10.97,0,15,0,31.5,204,103.9,186.4,362.5,159.9,68.3,0,0
DISSIN,-2.93,10.93,0,34,0,118.5,159.5,149.5,173,285,213,91.5,1,0
DJIBO,-1.62,14.1,0,0,0,2.7,18.3,61.5,164.2,143.5,70.5,84.4,0,0
FARA,-2.77,11.52,0,0,0,31.8,67.8,129.2,192.1,303.9,301.2,106.8,0,0
GARANGO,-0.57,11.8,0,0,0,25.9,44,143.2,220.2,404.3,116.1,64.4,0,0
GAYERI,0.48,12.65,0,0,0,6,68.5,55,110.3,253.6,165,43.4,0,0
GORGADJI,-0.52,14.03,0,0,0,0,0,100.6,200,227.7,108.1,34,0,0
GOROM-GOROM,-0.23,14.45,0,0,0,0,0,56.5,203.2,84,80.5,80,0,0
GOURCY,-2.35,13.2,0,0,0,9,102.5,145.5,220,210.5,211.5,117,0,0
GUILONGOU,-1.3,12.62,0,0,0,9.3,56,116,237.2,302.5,163.6,86.8,0,0
HOUNDE,-3.52,11.48,0,0,0,38.8,142.7,103,123.5,220.9,187,49.2,0,0
IMANSGHO,-2.33,12.43,0,0,0,0,42.2,36.4,163.8,270.9,186,76.4,0,0
KAMBOINCE,-1.55,12.47,0,0,0,21.3,86.1,152.5,144.2,260.9,116.5,98.7,0,0
KAMPTI,-3.47,10.13,0,0,0,67.7,188.5,47.3,189.3,342.8,166.4,206,49.2,0
KASSOUM,-3.3,13.08,0,0,0,45,36.7,76.1,147.1,236.7,210.5,71.2,0,0
KAYA,-1.08,13.1,0,0,0,0,14.5,150.5,196.5,231.2,73.4,91.6,0,0
KIEMBARA,-2.72,13.25,0,0,0,34.3,22.1,85,132.6,173.5,166,88.9,0,0
KINDI,-2.03,12.43,0,0,0,48.6,65.6,121.3,150.5,431.5,171.2,112.5,0,0
KOKOLOGHO,-1.88,12.18,0,0,0,25.4,132.1,158.6,202.7,342.4,156.5,58.7,0,0
KOMBISSIRI,-1.33,12.07,0,0,0,60.9,25.1,148.8,146.8,241.7,57.4,44.1,0,0
KOMIN-YANGA,0.13,11.73,0,0,0,34.1,93.7,81.6,169,183.5,204.5,49,0,0
KORSIMORO,-1.07,12.82,0,0,0,15.5,71.5,129.5,316,274.5,187,57.5,0,0
KOUDOUGOU,-2.37,12.27,0,0,0,46.8,81,52.5,132.7,210.4,258.5,53.4,0,0
KOUKA,-4.33,11.9,0,0,0,29.7,81.8,147.2,323.9,366.1,176.7,72.1,0,0
KOUMBIA,-3.7,11.23,0,0,0,18.8,126.3,127.1,209,339.1,192.3,72.7,0,0
KOUPELA,-0.35,12.18,0,0,0,40.5,46.2,147.2,249,294.2,125.6,66.4,0,0
KOUROUMA,-4.8,11.62,0,0,0,20.4,108,112.4,252.3,321.4,199.3,78.9,0,0
LEO,-2.1,11.1,0,0,0,-29997,-29997,182.5,137.4,273.4,233,86.9,0,0
LERI,-3.38,12.77,0,0,0,4.6,76.4,103.9,208,219.5,176.5,37.1,0,0
LOUMANA,-5.35,10.58,0,32.4,0,121.8,134,240.1,186.3,243.7,287.9,94.6,17.8,0
MAHADAGA,1.75,11.7,0,0,0,50.5,83.5,108.5,180.1,177.3,198.9,117.2,0,0
MANE,-1.33,12.98,0,0,0,0,58.9,140.4,145.6,224.7,132.9,83.7,0,0
MANGA,-1.07,11.67,0,0,0,20.9,126.5,251.9,220.6,330.2,140.7,63.3,0,0
MANGODARA,-4.35,9.9,0,2.7,5,67.6,102.7,65.7,153.9,158.4,193.1,-19998,5,0
MARKOYE,0.07,14.63,0,0,0,0,0,84.3,223.3,97.6,88,60,0,0
MATIAKOUALY,1.03,12.37,0,0,0,31.8,83.4,110.9,163.9,295.5,143.9,131.5,0,0
MOGTEDO,-0.83,12.28,0,0,0,17.4,88.1,61.5,384,220.2,119.5,71.4,0,0
N'DOROLA,-4.82,11.77,0,6,6.7,39.4,93,118.4,83.8,346.4,213.2,195.5,0,0
NAMOUNOU,1.7,11.87,0,0,0,20.2,110.8,137.1,136.5,194.7,120.2,66.7,0,0
NANORO,-2.18,12.68,0,0,0,46.7,62,57.3,148.5,203.3,204.5,62.5,0,0
NASSO,-4.43,11.2,0,0.5,0,14,195.5,85.9,158,341,199.8,44.7,10.9,0
NIANGOLOKO,-4.92,10.27,0,0,5.6,106.8,178.8,182.4,363.2,260.3,222.7,105.1,0,0
NIAOGHO,-0.77,11.77,0,0,0,26,68.5,128,251,244,174,33,0,0
NOUNA,-3.87,12.73,0,0,0,23.2,24.6,156.6,123.4,222.6,165,65.4,0,0
ORODARA,-4.92,10.98,0,3.3,0,-29997,-29997,35.1,230.3,235.8,321.8,73.8,31.1,0
OUAKARA,-3.63,11.87,0,0,0,0,23,93.4,222.5,335.4,-29997,91.3,0,0
OUARGAYE,0.02,11.53,0,0,0,20.5,93.5,55.5,184.3,215.4,211.3,61.1,0,0
OUARKOYE,-3.67,12.08,0,0,0,31.4,51.1,114.2,160,217.7,304.7,65.6,0,0
OUO,-3.83,10.4,0,0,0.3,174.1,225.1,34.9,253.8,440.2,202.7,82.2,0,0
PABRE,-1.57,12.52,0,0,0,0,113.3,131.4,136,323.5,220.1,72.1,-19998,0
PAMA,0.7,11.25,0,0,0,24.4,65,132,256.1,261.9,154.5,55.8,0,0
PIELA,-0.13,12.7,0,0,0,49.1,79.5,110.2,216.4,220.9,144.8,24.1,0,0
POBE,-1.77,13.9,0,0,0,10,60.7,36.4,76.6,152.3,78.1,93.3,0,0
REO AGRI,-2.37,12.32,0,0,0,31.1,58,65.1,192,200,199.5,89.5,0,0
SAFANE,-3.22,12.13,0,0,0,12.5,81.4,65.4,173.2,152.1,73.9,95,0,0
SAMOROGOUAN,-4.93,11.4,0,4.8,0,51.1,101.1,174.7,140.5,196.8,269.2,128.6,0,0
SAPONE,-1.6,12.05,0,0,0,0,0,98.8,220.1,339.6,146.4,43.5,0,0
SAPOUY,-1.77,11.55,0,0,0,63.9,137.4,106.5,205.3,439.8,232.5,50.5,0,0
SARIA,-2.15,12.27,0,2,0,31,89,98.5,105.8,267.2,255,105.6,0,0
SEBBA,0.52,13.43,0,0,0,2.8,51.8,53.6,181,231.6,150,16.8,0,0
SEGUENEGA,-1.97,13.43,0,0,0,0,53.4,64.7,178.1,236.9,141.3,126.4,0,0
SIDERADOUGOU,-4.25,10.68,1.8,0,13.9,140.3,127.7,82.9,153.6,233.1,159.8,182.1,0,0
SINDOU,-5.17,10.67,0,30.2,0,73.3,117,157.2,113.1,357.4,226.8,125.1,0,0
SOLENZO,-4.08,12.18,0,0,0,13.7,127.4,95.1,222.5,344.6,201.5,110.4,1.7,0
SOUROU-GASSAN,-3.22,12.82,0,0,0,17.1,35.6,73,219.5,-29997,226,77.5,0,0
TANSILA,-4.38,12.42,0,0,0,56,39.9,195.6,202.9,376,209.4,113.3,0,0
TEMA,-1.77,13.05,0,0,0,13.4,31.2,56.2,145.7,203.9,125,115,0,0
TENKODOGO,-0.38,11.77,0,0,0,0,0.3,114.1,276,352.7,158.4,11.6,0,0
TIEBELE,-0.97,11.1,0,0,0,8.3,168.5,134.5,207,385.3,262.7,79.4,0,0
TIKARE,-1.73,13.28,0,0,0,0,17.5,38.8,219.6,268.4,125.1,160.1,0,0
TIOGO,-2.68,12.18,0,0,0,27.3,63.4,55.6,147.4,161.6,244.5,112.4,0,0
TITAO,-2.07,13.77,0,0,0,0,8.5,19,123.1,196.3,96.6,75.1,0,0
TOECE,-1.25,11.62,0,0,0,42,114,125.1,186.1,269.7,142.1,44.9,0,0
TOENI,-3.18,13.43,0,0,0,0,0,105,45.5,195.4,238.2,51.1,0,0
TOMA,-2.9,12.77,0,0,0,24.9,50.6,100.2,267.4,221.5,259,85.5,0,0
TOUGAN,-3.07,13.08,0,0,0,54.3,54.2,104.5,126.1,266.3,312,61.1,0,0
TOUGOURI,-0.5,13.32,0,0,0,0,0,108.5,215,-29997,-29997,43,0,0
VALLEE DU KOU,-4.38,11.37,0,0,0,52.5,172.9,97.2,154.4,396.8,191.2,125.1,0,0
WONA,-3.43,11.97,0,0,0,15.8,107.2,81.5,134.9,170.8,-29997,-29997,0,0
YAKO,-2.27,12.97,0,0,0,10.6,110.6,103.2,212.5,250.3,175,-29997,0,0
YAMBA,0.33,12.3,0,0,0,7.5,74.8,63.1,195.5,335.4,110.7,23.2,0,0
ZABRE,-0.6,11.17,0,0,6,7,81.6,133.7,205.2,259.7,204.2,43,0,0
ZORGHO,-0.62,12.25,0,0,0,13.6,111.6,107.3,542,209.3,119.5,46.9,0,0
BITOU,-0.306111,11.258056,0,0,0,12.9,128.9,80.8,198.4,271.1,180.3,61.8,0,0
BOBO-DIOULASS,-4.30,11.17,0,0,0,59,173.2,78.7,125.8,404.7,342.3,66.3,0.2,0
BOGANDE,-0.13,12.98,0,0,0,2.8,55.9,120.1,149,214.6,81.9,11.7,0,0
BOROMO,-2.92,11.73,0,0,0,33.2,94.2,62.5,235,252.4,244.2,110,0.4,0
BOUSSOUMA,0,0,0,0,0,0,145.6,216.3,243.2,316.1,191.1,37.4,0,0
DEDOUGOU,-3.48,12.47,0,0,0,19.9,88.3,111.1,159.7,258.2,284.9,100.4,0,0
DORI,-0.03,14.03,0,0,0,0.5,0,32.3,129,135.8,84.2,57.7,0,0
FADA N'GOURMA,0.35,12.07,0,0,0,23.9,63.3,111.9,174.7,195.1,142,79.4,0,0
FARAKO-BA (AG,-4.33,11.10,0,0,0,106.1,205.6,64,168.2,421.4,217,93.6,0,0
GAO BF,-2.18,11.65,0,0,0,27.5,171.4,137.6,136,301,187.7,44.3,0,0
GAOUA,-3.18,10.33,0,0,1.3,29.1,329.7,39.5,169.1,279.9,169.7,92,0,0
GON-BOUSSOUGO,-0.77,11.40,0,0,0,6,143.8,86.4,209.5,257.4,154.5,37.2,0,0
KONGOUSSI (BA,-1.534722,13.325833,0,0,0,-29997,11.4,31.7,155,140.1,104.8,70.5,0,0
NOBERE,-1.204444,11.558056,0,0,0,28.7,96.6,95,152,276.3,142.5,67.8,0,0
OUAGADOUGOU A,-1.52,12.35,0,0,0,50.9,67.6,104.1,235.1,246.9,87.2,47.2,0,0
OUAGADOUGOU V,-1.52,12.37,0,0,0,66.4,92.9,129.4,244.7,313.8,93.3,55.7,0.2,0
OUAHIGOUYA,-2.43,13.58,0,0,0,10.5,63.2,132.4,160.7,274.5,159.8,97.6,0,0
OUANGOLODOUGO,-4.80,10.08,0,0,0,149,161.5,149.6,140.3,85.7,181.8,86.5,13.9,0
PO,-1.15,11.17,0,0,0,41.7,196.5,175.8,157,290.6,181.6,38.7,0,0
SANGHA,0.159444,11.180556,0,0,0,11.7,59.3,53.6,123.6,154.1,90.9,47.5,0,0
SOUBAKANIEDOU,-5.02,10.48,0,0,0,92.7,103.7,64.2,133.2,125.5,366,74.5,0,0
TANGHIN DASSO,-1.72,12.27,0,0,0,45.4,85.7,128.9,166.3,289.9,144.2,64.3,0,0
TIOU-KOUDOUGO,-2.20,11.95,0,0,0,41.8,57.4,100.6,186.7,313.5,228.1,16.6,0,0
TIOU-OUAHIGOU,-2.67,13.82,0,0,0,6.2,29.8,59.4,73.9,157.8,150.1,32.5,0,0
