Stations,Longitude,Latitude,Janvier,Fevrier,Mars,Avril,Mai,Juin,Juillet,Aout,Septembre,Octobre,Novembre,Decembre
FARA,-2.77,11.52,0,0,6.1,12.4,25.9,154.3,236.5,363.1,194.1,46,0,0
GARANGO,-0.57,11.8,0,0,0.2,0.1,117.3,153.8,287.1,306,252.5,82.4,0,0
GAYERI,0.48,12.65,0,0,0,0,44.7,130,202.2,220.1,101,23.4,0,0
GORGADJI,-0.52,14.03,0,0,0,0,75.7,100.5,104.3,190.1,36.9,28,0,0
GOROM-GOROM,-0.23,14.45,0,0,0,0,17,116,136.6,278.5,6,12.5,0,0
GOURCY,-2.35,13.2,0,0,0,21.3,55,114.5,172.9,278.8,169.6,64.5,0,0
GUILONGOU,-1.3,12.62,0,0,0,0,85,165.5,285.4,202.7,162.1,72,0,0
HOUNDE,-3.52,11.48,0,0,15.3,9.9,28.7,106.5,202.8,301.4,188.7,36.2,0,0
IMANSGHO,-2.33,12.43,0,0,0,0,29.1,111.5,174.6,-29997,-29997,-19998,0,0
KAMBOINCE,-1.55,12.47,0,0,0,0,56.4,80.5,327.7,192.2,137.6,20,0,0
KAMPTI,-3.47,10.13,0,0,18,5.4,93.2,173.6,227.1,290.1,153.1,27.1,0,0
KANTCHARI,1.52,12.47,0,0,0,27.5,36.5,106.6,138,-29997,-29997,-19998,0,0
KASSOUM,-3.3,13.08,0,0,0,10.5,10.5,71.6,177.5,251.4,44.6,44.8,0,0
KAYA,-1.08,13.1,0,0,0,4.4,73.3,140.1,180.5,147.4,74.5,8.8,0,0
KIEMBARA,-2.72,13.25,0,0,0,2.6,44.2,88.8,154.3,272.1,-29997,14.6,0,0
KINDI,-2.03,12.43,0,0,0,2.4,23,103.1,168.1,243.9,164.3,69.8,0,0
KOKOLOGHO,-1.88,12.18,0,0,2.1,0,46.9,45.3,291.3,218.5,181.1,74.4,0,0
KOMBISSIRI,-1.33,12.07,0,0,0,0,47,73.2,201.3,235.2,151.6,17.5,0,0
KOMIN-YANGA,0.13,11.73,0,0,8.8,2.3,78.9,92,295.7,194.1,142,27.9,0,0
KORSIMORO,-1.07,12.82,0,0,0,16.5,91,128.5,243.5,170.5,103,80.5,0,0
KOUDOUGOU,-2.37,12.27,0,0,0,0,61,66.5,287,281.5,146.5,61.5,0,0
KOUKA,-4.33,11.9,0,0,40.2,19.6,29,156.9,169.4,291.4,148.7,72.6,0,0
KOUMBIA,-3.7,11.23,0,0,4.8,3.4,3,52.9,253.7,375.4,265.8,55.3,0,0
KOUPELA,-0.35,12.18,0,0,0,17.5,66.4,139.6,195,281.7,115.5,58.6,0,0
LEO,-2.1,11.1,0,0,24.6,25.2,50.2,150.4,190.8,303.1,230.4,51.1,0,0
LERI,-3.38,12.77,0,0,0,7.9,84,83,92.2,303.8,109.1,43.9,0,0
LOUMANA,-5.35,10.58,0,0,39.5,30.9,190.7,190.3,221,325,163.2,112.3,0,0
MAHADAGA,1.75,11.7,0,0,0,63.9,139,124.9,215.7,318.1,140.4,62.2,0,0
MANE,-1.33,12.98,0,0,0,10.3,54.4,183.9,248.9,194.9,-29997,-29997,-9999,0
MANGA,-1.07,11.67,0,0,0,7.4,91.5,75.6,337.8,283.8,267.4,30.4,0,0
MANGODARA,-4.35,9.9,0,0,21.6,21.6,47.7,139.7,114.8,286.4,-29997,103.3,0,0
MATIAKOUALY,1.03,12.37,0,0,0,3.6,81,113,185.5,257,115.5,21.3,0,0
MOGTEDO,-0.83,12.28,0,0,0,0,88.2,152.5,211,229.9,190.4,56.9,0,0
N'DOROLA,-4.82,11.77,0,0,0.3,17.8,80.8,125,219.8,328.7,192.4,95.3,0,0
NAMOUNOU,1.7,11.87,0,0,0,19,69.5,149.5,145.1,196.7,128.5,58,0,0
NANORO,-2.18,12.68,0,0,0,0.7,46.9,87.3,181,238.3,90.2,-29997,0,0
NASSO,-4.43,11.2,0,0,9.9,13.1,106.5,187.4,230.2,230.3,160.7,35.8,0,0
NIANGOLOKO,-4.92,10.27,0,0,46.2,7.5,54.3,235.2,515.3,237.7,162.6,-19931.6,0,0
NIAOGHO,-0.77,11.77,0,0,0,13,86.7,121,356.6,220,267.9,-9960,0,0
NOUNA,-3.87,12.73,0,0,3.2,13.4,23,117.3,152.7,268.3,94.7,44.1,0,0
ORODARA,-4.92,10.98,0,0,33.1,49.8,-9903.7,207,225.5,354.4,154.3,86.5,0,0
OUAKARA,-3.63,11.87,0,0,0,22,55,78.2,170.1,344.5,53.5,0,0,0
OUARGAYE,0.02,11.53,0,0,0,27.7,88.2,86.3,232.2,265.7,90.5,65.7,0,0
OUARKOYE,-3.67,12.08,0,0,0,6,59,122.4,171.4,360.8,134.8,29.4,0,0
OUO,-3.83,10.4,0,0,0,0,66.9,94.2,179.3,257.1,257.2,-19998,0,0
PAMA,0.7,11.25,0,0,4.2,36.8,145.5,176.5,170.1,266.4,149.2,79.1,0,0
PIELA,-0.13,12.7,0,0,11.2,0,110.6,161.5,163,70.5,193,12.2,0,0
POBE,-1.77,13.9,0,0,0,0,0,25.9,28,119.1,80,21.6,0,0
REO AGRI,-2.37,12.32,0,0,0,0,34.3,52,304,222.3,-29997,-19998,0,0
SABA,-1.42,12.37,0,0,0,0,47.6,84.2,226.6,213.3,173.8,25.9,0,0
SAFANE,-3.22,12.13,0,0,2.1,4.4,26.4,140.6,148.8,172.5,91.1,77.2,0,0
SAMOROGOUAN,-4.93,11.4,0,0,28,5.8,75.9,173.2,178.9,341.1,65,41.7,0,0
SAPOUY,-1.77,11.55,0,0,18.9,15.3,-29997,-29997,205.6,270.3,127.5,-19998,0,0
SARIA,-2.15,12.27,0,0,4.5,6,69.6,69.6,194.9,230.6,-9907.1,92.2,0,0
SEGUENEGA,-1.97,13.43,0,0,0,8.2,19.5,66,190,269.8,69.1,50.3,0,0
SIDERADOUGOU,-4.25,10.68,0,0,24.1,0,96.4,99.4,272.7,164.3,179,43.4,0,0
SINDOU,-5.17,10.67,0,0,15.3,6.7,73.5,162.6,238.2,175.4,116.4,158.1,0,6.2
SOLENZO,-4.08,12.18,0,0,7.1,9.9,61.7,171.5,174.3,263.7,161.6,59.5,0,0
SOUROU-GASSAN,-3.22,12.82,0,0,0,20.1,62,77.5,188.6,301.3,112.4,50.2,0,0
TANSILA,-4.38,12.42,0,0,6.3,17.5,42.6,173.4,107.1,293.4,117.6,50,0,0
TEMA,-1.77,13.05,0,0,0,3.7,9.8,86.1,225.2,130.9,144.2,36,0,0
TENKODOGO,-0.38,11.77,0,0,0,5.6,68.9,96.1,240.4,333,285.2,44.8,0,0
TIEBELE,-0.97,11.1,0,0,30.2,18.4,65.9,107,201,298.5,104,52.2,0,0
TIOGO,-2.68,12.18,0,0,1,8,88.1,87,204,233.1,64.5,64.2,0,0
TITAO,-2.07,13.77,0,0,0,14,11.5,76.8,160.5,207.4,44.8,28.2,0,0
TOENI,-3.18,13.43,0,0,0,3,19.5,99.7,130.6,231.8,47.5,38.6,0,0
TOMA,-2.9,12.77,0,0,0,11.9,18.6,135.4,134.6,326.4,74.1,27.8,0,0
TOUGAN,-3.07,13.08,0,0,0,21.7,16.8,61,165.4,310,108.3,38.2,0,0
TOUGOURI,-0.5,13.32,0,0,0,0,30,124.5,74.5,152.5,129,74.5,0,0
VALLEE DU KOU,-4.38,11.37,0,0,19.8,15.5,45.1,127.5,154.5,421.6,249.1,35.9,0,0
WONA,-3.43,11.97,0,0,0,8.3,28.8,98.2,77.8,156.4,125.6,14.5,0,0
YAKO,-2.27,12.97,0,0,2.3,0,15.9,98.5,149.3,331.3,127.6,90.4,0,0
YAMBA,0.33,12.3,0,0,0,11.1,95.1,131.1,193.9,129.7,97.3,79.7,0,0
ZABRE,-0.6,11.17,0,0,1.6,54.3,41.9,111.6,201.2,258.6,125.6,69.8,0,0
ZORGHO,-0.62,12.25,0,0,0,0,49.7,123.9,203.6,192,163.3,102.6,0,0
BITOU,-0.306111,11.258056,0,0,2.3,20.4,64.9,143.5,268.8,276.8,108.5,47.8,0,0
BOBO-DIOULASS,-4.30,11.17,0,0,2.6,1.2,76.5,59.5,500.4,190.4,299,49.1,0,0
BOGANDE,-0.13,12.98,0,0,0,5.2,7.4,153.5,178.9,75.2,95.3,52.4,0,0
BOROMO,-2.92,11.73,0,0,6.4,5.5,64.8,105.8,277.9,273.3,182.6,29.7,0,0
DEDOUGOU,-3.48,12.47,0,0,0,10.2,38.5,146.2,175.7,225.4,52.1,2.9,0,0
DORI,-0.03,14.03,0,0,0,1.8,7.3,159.5,105.3,115,47.9,0,0,0
FADA N'GOURMA,0.35,12.07,0,0,0.5,12.5,80.6,116.3,469.1,298.2,177.9,18.1,0,0
FARAKO-BA (AG,-4.33,11.10,0,0,0,0,74.2,134.7,304.4,312.3,255.8,73.5,0,0
GAO BF,-2.18,11.65,0,0,17.8,16.5,41.3,108.8,177.3,-29997,-29997,-29997,0,0
GAOUA,-3.18,10.33,0,0,75.2,5.5,68.1,122.3,479.9,229.2,105.2,-19941.7,0,0
GON-BOUSSOUGO,-0.77,11.40,0,0,5,24.5,26.5,109.3,301,330.9,156.5,76.5,0,0
KONGOUSSI (BA,-1.534722,13.325833,0,0,0.4,15.2,17,66.6,146.1,166.3,67.9,18.2,0,0
OUAGADOUGOU A,-1.52,12.35,0,0,4.4,0,41.2,87.1,512.5,187.3,131.3,-19975,0,0
OUAHIGOUYA,-2.43,13.58,0,0,0,4.9,6.1,115.9,537.1,241,79.1,-19998,0,0
OUANGOLODOUGO,-4.80,10.08,0,0,19.6,12.7,45.9,88.4,298.8,184.3,205.6,102.6,3.4,2.4
PO,-1.15,11.17,0,0,5.4,61.1,27.4,55.5,497.6,259.3,149.6,-9969.8,0,0
SOUBAKANIEDOU,-5.02,10.48,0,0,14,19.5,90.5,165.3,178.1,258.3,161,125,0,0
TANGHIN DASSO,-1.72,12.27,0,0,0.7,19.1,52.8,96.2,256.7,138.8,197.3,15.3,0,0
TIOU-KOUDOUGO,-2.20,11.95,0,0,0.5,13.8,79.8,71,153.6,273.5,180.5,57.8,0,0
TIOU-OUAHIGOU,-2.67,13.82,0,0,0,1.7,12.7,77.9,160,165.7,7.8,67.7,0,0
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
