STATION,Jan,F‚v,Mar,Avr,Mai,Jui,Jui,Ao–,Sep,Oct,Nov,D‚c
BOUSSE,0.0,0.0,6.8,0.0,25.9,68.0,186.6,416.9,147.4,52.0,0.0,0.0
BOUSSOUMA,0.0,0.0,0.0,0.0,14.1,99.8,130.1,327.0,100.9,41.4,0.0,0.0
DAKIRI,0.0,0.0,0.0,0.0,44.8,82.0,131.1,127.9,132.3,19.0,0.0,0.0
DEDOUGOU,0.0,7.2,0.0,0.0,22.4,52.5,261.0,411.5,322.6,70.0,0.0,0.0
DI-SOUROU,0.0,0.0,0.0,0.0,22.9,59.3,293.0,253.9,131.4,152.0,0.0,0.0
DIALGAYE,0.0,0.0,0.0,0.0,13.9,48.0,177.7,277.3,180.1,37.4,0.0,0.0
DIDYR,0.0,0.0,0.0,1.5,1.5,55.1,206.3,360.2,157.5,83.7,0.0,**
DIEBOUGOU,0.0,0.0,0.0,5.5,86.2,64.6,179.9,194.8,282.8,52.0,0.0,**
DISSIN,0.0,76.3,21.5,12.5,123.7,86.1,188.0,339.3,225.6,58.3,0.0,0.0
DORI,0.0,0.0,27.3,0.0,0.0,78.3,133.9,184.0,91.4,25.0,0.0,0.0
FADA N'GOURMA,0.0,0.0,0.0,0.2,66.0,72.9,126.5,402.0,115.5,50.2,0.0,0.0
FARA,0.0,0.0,6.0,0.0,106.0,64.4,166.8,284.0,190.4,58.1,0.0,0.0
FARAKO-BA (AGR,0.0,0.0,0.0,0.0,57.2,106.2,223.9,262.0,284.3,96.7,13.0,0.0
GAO BF,0.0,0.0,0.0,0.0,62.1,107.6,210.8,345.2,149.7,22.1,0.0,0.0
GAOUA,0.0,31.3,0.0,6.0,164.2,82.8,158.8,270.7,325.6,81.2,0.0,0.0
GARANGO,0.0,0.0,0.0,0.0,0.0,53.5,85.7,296.4,111.3,44.1,0.0,0.0
GAYERI,0.0,0.0,0.0,0.0,5.9,60.3,230.6,331.1,107.7,28.3,0.0,0.0
GON-BOUSSOUGOU,0.0,0.0,0.0,17.3,0.0,76.8,119.8,179.7,81.4,29.0,**,**
GORGADJI,0.0,0.0,0.0,0.0,5.5,34.9,99.1,196.6,211.3,3.4,0.0,0.0
GOROM-GOROM,0.0,0.0,0.0,0.0,2.5,19.0,165.5,125.5,59.5,17.5,0.0,0.0
GOURCY,0.0,0.0,0.0,0.0,0.0,82.4,235.7,322.4,201.4,8.6,0.0,0.0
GUILONGOU,0.0,0.0,0.0,0.0,2.4,89.5,290.5,255.7,127.6,74.1,0.0,0.0
HOUNDE,0.0,0.5,0.0,0.0,49.5,74.0,235.4,303.9,244.7,38.1,5.2,0.0
KAMBOINCE,0.0,0.0,3.3,0.0,52.2,79.4,156.2,283.9,130.2,54.9,0.0,0.0
KAMPTI,0.0,0.0,0.0,27.3,144.1,96.1,133.1,248.1,235.4,119.4,5.5,**
KANTCHARI,0.0,0.0,0.0,0.0,24.0,36.9,191.1,363.8,144.9,38.7,0.0,0.0
KASSOUM,0.0,0.0,0.0,0.0,15.4,106.9,306.9,443.5,149.1,86.7,0.0,**
KAYA,0.0,0.0,0.0,0.0,0.0,113.2,117.9,278.3,85.5,34.7,0.0,0.0
KIEMBARA,0.0,0.0,4.0,0.0,13.5,109.0,174.3,210.9,126.4,71.0,0.0,0.0
KINDI,0.0,0.0,39.0,0.0,62.9,141.2,154.9,324.6,152.0,59.6,0.0,0.0
KOKOLOGHO,0.0,0.0,0.0,0.0,6.6,104.4,289.1,343.1,208.0,70.0,0.0,0.0
KOMBISSIRI,0.0,2.0,0.0,0.0,33.6,184.0,208.5,268.8,196.9,10.5,0.0,0.0
KOMIN-YANGA,0.0,0.0,0.0,0.0,31.2,92.1,145.3,253.6,205.0,25.3,0.0,0.0
KOSSOUGOUDOU,0.0,0.0,0.0,0.0,43.2,67.4,106.0,180.2,159.7,35.2,0.0,0.0
KOUDOUGOU,0.0,0.0,4.0,0.0,39.2,103.0,100.5,486.5,159.7,71.7,0.0,**
KOUKA,0.0,0.0,0.0,0.0,38.7,121.1,215.2,228.4,265.5,180.4,0.0,0.0
KOUMBIA,0.0,0.0,68.0,0.0,50.6,86.7,164.7,298.7,270.3,91.1,0.0,0.0
KOUPELA,0.0,0.0,0.0,0.0,6.9,82.5,143.1,284.1,165.9,24.0,0.0,0.0
LERI,0.0,0.0,0.0,0.0,27.5,125.2,207.0,416.3,192.2,62.1,0.0,0.0
LOUMANA,0.0,2.4,0.0,4.5,69.8,123.3,230.5,491.8,257.5,111.5,14.1,0.0
MAHADAGA,0.0,0.0,0.0,0.0,22.7,92.4,148.1,442.9,266.5,47.6,0.0,0.0
MANE,0.0,0.0,0.0,0.0,10.5,111.8,132.2,361.5,60.8,48.0,0.0,0.0
MANGA,0.0,12.2,0.0,0.0,44.3,87.9,287.2,365.0,170.6,61.2,1.8,0.0
MATIAKOUALY,0.0,0.0,0.0,0.0,40.0,79.0,122.0,192.5,93.0,14.5,0.0,0.0
MOGTEDO,0.0,11.9,0.0,0.0,5.2,105.9,219.0,302.8,137.7,22.4,0.0,0.0
NAMOUNOU,0.0,0.0,0.0,0.0,28.2,135.7,187.0,325.3,226.9,4.1,0.0,0.0
NANORO,0.0,0.0,2.5,0.0,24.6,46.4,220.2,350.3,127.7,65.4,0.0,0.0
NIANGOLOKO,0.0,5.3,11.1,3.3,85.8,100.5,149.9,270.6,225.7,153.8,0.7,0.0
NIAOGHO,0.0,0.0,0.0,0.0,37.5,69.5,79.2,363.0,261.5,41.0,0.0,0.0
NOUNA,0.0,0.0,0.0,0.0,0.7,85.7,206.4,261.3,203.8,94.3,0.0,0.0
ORODARA,0.0,0.0,5.5,9.2,47.8,120.8,144.3,367.7,344.4,151.8,16.5,0.0
OUAGADOUGOU AE,0.0,0.1,8.5,0.0,29.4,108.9,257.5,309.2,158.2,26.8,0.0,0.0
OUAGADOUGOU VI,0.0,0.3,0.6,0.0,46.3,141.6,295.7,329.5,121.8,22.9,0.0,0.0
OUAHIGOUYA,0.0,0.0,0.0,0.0,20.6,115.4,175.7,342.8,160.0,100.8,0.0,0.0
OUANGOLODOUGOU,0.0,19.2,0.0,0.0,61.0,65.8,183.5,280.8,267.6,127.3,14.8,0.0
OUARGAYE,0.0,0.0,0.0,3.5,26.6,132.0,128.1,177.8,198.8,63.2,0.0,0.0
OUARKOYE,0.0,2.5,0.0,0.0,1.7,6.4,251.4,293.0,191.1,33.7,0.0,0.0
PABRE,0.0,0.0,0.0,0.0,39.6,105.3,235.4,334.9,101.6,64.8,0.0,0.0
PAMA,0.0,0.0,0.0,2.8,59.1,120.9,160.5,297.2,156.4,30.0,0.0,0.0
PIELA,0.0,0.0,0.0,0.0,3.5,32.8,170.5,209.8,111.5,24.6,0.0,0.0
PO,0.0,13.3,0.2,5.7,25.5,120.3,164.3,362.3,190.7,54.1,0.0,0.0
REO AGRI,0.0,0.0,0.0,0.0,1.0,102.5,192.1,351.1,125.0,86.0,0.0,0.0
SAFANE,0.0,0.0,44.0,0.0,15.0,73.6,203.1,263.3,228.7,44.3,0.0,0.0
SAMOROGOUAN,0.0,0.0,0.0,0.0,69.9,85.1,212.1,269.8,296.3,88.2,0.0,0.0
SANGHA,0.0,0.4,0.0,0.0,39.0,69.5,108.0,277.0,126.0,104.0,0.0,0.0
SAPONE,0.0,0.2,0.0,0.0,7.8,180.0,164.8,302.2,135.4,51.2,0.0,0.0
SAPOUY,0.0,0.0,0.0,0.0,45.7,43.8,295.7,289.2,268.6,43.3,0.0,0.0
SARIA,0.0,0.3,0.0,0.0,20.0,154.3,177.3,314.3,178.2,42.6,0.0,0.0
SEBBA,0.0,0.0,0.0,0.0,4.7,44.6,244.3,159.2,98.8,70.0,0.0,0.0
SEGUENEGA,0.0,0.0,0.0,0.0,0.0,75.5,152.4,354.4,188.4,16.4,0.0,0.0
SIDERADOUGOU,0.0,10.4,0.0,0.0,131.5,86.2,173.9,318.7,298.0,90.5,0.0,0.0
SINDOU,0.0,6.9,0.0,2.4,121.7,128.8,229.6,327.4,248.4,138.7,0.0,0.0
SOLENZO,0.0,0.0,0.0,0.0,10.8,47.7,240.0,305.6,213.0,52.1,0.0,0.0
SOUBAKANIEDOUG,0.0,0.0,8.5,3.0,174.5,151.2,142.4,207.3,262.5,151.6,0.0,0.0
SOUROU-GASSAN,0.0,0.0,0.0,0.0,23.5,98.3,167.6,384.0,265.0,62.7,0.0,0.0
TANSILA,0.0,0.0,0.0,0.0,15.8,132.4,209.6,316.6,299.6,62.4,0.0,0.0
TEMA,0.0,0.0,0.0,0.0,13.7,89.6,181.8,241.7,186.6,90.0,0.0,0.0
TENKODOGO,0.0,0.0,0.0,23.0,40.0,97.4,161.4,244.4,132.8,14.6,0.0,0.0
TIEBELE,0.0,0.7,0.0,64.0,27.4,58.1,180.3,437.3,182.7,67.4,0.0,0.0
TIOU-KOUDOUGOU,0.0,0.0,0.0,**,56.7,172.4,100.5,349.9,204.9,89.6,0.0,0.0
TIOU-OUAHIGOUY,0.0,0.0,0.0,0.0,5.6,95.0,125.1,213.0,93.3,34.4,0.0,0.0
TITAO,0.0,0.0,0.0,0.0,4.0,102.3,164.4,220.8,144.1,25.3,0.0,0.0
TOENI,0.0,0.0,0.0,0.0,1.2,73.3,250.0,232.9,71.1,75.3,0.0,0.0
TOMA,0.0,0.0,0.0,0.0,0.0,65.4,175.8,470.1,187.5,65.5,0.0,0.0
TOUGAN,0.0,0.0,0.0,0.0,0.0,76.1,169.1,331.6,325.7,63.0,0.0,**
VALLEE DU KOU,0.0,2.4,5.7,24.6,35.2,120.6,229.9,243.1,97.7,0.0,0.0,0.0
WONA,0.0,12.2,0.0,0.0,6.4,64.4,103.6,365.9,173.9,56.4,0.0,**
YAKO,0.0,0.0,0.0,0.0,10.8,112.2,242.7,285.2,147.9,**,0.0,0.0
YAMBA,**,0.0,0.0,0.0,57.3,157.9,87.9,438.7,96.6,53.1,0.0,**
ZABRE,0.0,0.0,6.5,25.6,54.4,42.4,115.0,441.0,175.9,36.0,0.0,0.0
ZORGHO,0.0,37.6,0.0,0.0,4.2,171.5,118.1,358.8,227.7,60.2,0.0,0.0
