STATION,Jan,F‚v,Mar,Avr,Mai,Jui,Jui,Ao–,Sep,Oct,Nov,D‚c
ABECHE,0.0,0.0,0.0,0.0,0.0,0.0,175.8,136.2,63.2,0.0,0.0,0.0
ADRE,0.0,0.0,0.0,0.0,6.5,23.8,187.1,218.5,63.4,**,0.0,0.0
AM-TIMAN,0.0,0.0,0.0,0.0,20.4,97.9,171.3,185.3,99.0,1.2,0.0,0.0
ATI,0.0,0.0,0.0,0.0,0.0,0.0,63.1,12.9,15.1,0.0,0.0,0.0
BA-ILLI,0.0,0.0,3.0,0.0,46.3,9.4,152.5,200.6,162.2,0.0,0.0,0.0
BADJE,0.0,0.0,0.0,0.0,61.0,88.0,83.5,288.5,229.0,86.0,0.0,0.0
BAIBOKOUM,0.0,0.0,2.5,8.0,69.0,140.5,275.0,448.0,281.0,168.0,2.5,0.0
BAKI-MALARAM,0.0,0.0,0.0,0.0,19.3,75.8,222.9,134.6,258.5,56.3,0.0,0.0
BARO,0.0,0.0,0.0,0.0,24.0,103.0,235.3,141.9,57.6,**,**,**
BEBEDJIA,0.0,0.0,0.0,53.7,146.6,124.2,184.7,296.8,161.7,58.9,4.7,0.0
BEDAYA CFPA,0.0,0.0,0.0,11.7,26.9,99.6,197.5,233.1,277.6,158.7,0.0,0.0
BEDAYA MIS CA,0.0,0.0,0.0,8.0,36.0,87.5,152.0,244.0,269.0,96.5,1.0,**
BEKAN,0.0,0.0,8.0,2.0,126.5,164.5,189.5,185.5,277.5,78.0,0.0,0.0
BENOYE S/P,0.0,0.0,0.0,0.0,160.0,192.7,177.0,338.0,328.0,31.0,0.0,0.0
BESSADA,0.0,0.0,0.0,29.6,46.0,214.9,107.2,172.8,298.7,94.2,0.0,0.0
BILTINE,0.0,0.0,0.0,0.0,0.0,17.3,46.6,13.0,3.0,0.0,0.0,0.0
BINDER,0.0,0.0,0.0,0.0,23.7,71.5,139.0,209.1,257.0,99.0,0.0,0.0
BITKINE,0.0,0.0,0.0,0.0,15.5,50.5,164.0,223.0,68.5,65.0,0.0,0.0
BOKORO,0.0,0.0,0.0,0.0,6.4,50.6,172.3,174.7,170.2,1.0,0.0,0.0
BONGOR PREFEC.,0.0,0.0,0.0,0.0,19.9,47.4,120.5,154.4,139.0,38.6,0.0,0.0
BOUGOUMENE,0.0,0.0,0.0,0.0,0.0,51.9,149.7,121.8,85.1,0.0,0.0,0.0
BOUSSO,0.0,0.0,0.0,0.0,19.7,56.6,184.7,97.8,38.7,10.8,0.0,0.0
DADOUAR,0.0,0.0,0.0,0.0,0.0,59.0,189.0,182.9,115.5,21.5,0.0,0.0
DELEP,0.0,0.0,0.0,0.0,9.9,27.0,210.3,204.9,60.2,11.4,0.0,0.0
DELI,0.0,0.0,0.0,0.0,100.6,112.6,260.8,233.6,310.3,99.9,0.0,0.0
DIBININTCHI,0.0,0.0,0.0,0.0,0.0,5.5,75.0,131.0,58.0,0.0,0.3,0.0
DOBA AERO,0.0,0.0,0.5,54.7,181.9,53.5,321.5,265.0,14.0,16.5,0.0,0.0
DOBA CT,0.0,0.0,0.0,41.0,84.0,152.5,201.5,270.1,150.0,84.3,0.0,0.0
DOBA PREFECTUR,0.0,0.0,46.5,53.7,70.0,197.0,269.3,251.7,123.8,89.5,0.0,0.0
DONIA,0.0,0.0,0.0,32.4,150.4,0.0,166.4,275.5,240.5,87.8,0.0,0.0
DONO-MANGA,0.0,0.0,0.0,21.0,28.0,21.0,210.0,407.0,136.5,50.5,0.0,0.0
DOUM-DOUM,0.0,0.0,0.0,0.0,0.0,0.0,146.4,131.5,69.4,12.0,0.0,0.0
GORE,0.0,0.0,0.5,16.7,102.8,171.5,192.6,276.9,270.6,132.1,2.2,0.0
GOZ-BEIDA,0.0,0.0,0.0,0.0,3.0,54.5,182.6,167.8,153.8,31.8,0.0,0.0
KAIROUAL,0.0,0.0,0.0,27.0,22.5,127.5,162.5,124.0,221.2,108.6,**,**
KELO CT,0.0,0.0,13.0,0.0,61.6,191.3,156.5,261.1,227.3,69.5,0.0,0.0
KIM,0.0,0.0,0.0,0.0,18.9,84.2,184.3,230.7,319.2,148.0,0.0,0.0
KOUMRA CT,0.0,0.0,0.0,2.5,66.8,160.2,152.1,179.0,296.5,51.3,2.3,0.0
KOUMRA S/P,0.0,0.0,0.0,4.1,83.5,142.6,100.1,123.2,220.0,28.1,2.9,6.0
KYABE CT,0.0,0.0,0.0,0.0,121.7,172.5,262.5,353.3,265.5,60.3,1.9,0.0
KYABE S/PREF,0.0,0.0,0.0,0.0,121.1,117.1,336.5,282.0,149.0,71.2,0.0,0.0
LAGON,0.0,0.0,0.0,3.1,90.1,157.8,78.5,156.5,283.4,126.2,0.0,0.0
LARAMANAYE,0.0,0.0,0.0,6.0,39.5,280.0,324.5,248.6,252.0,126.5,12.0,0.0
LERE CT,0.0,0.0,0.0,2.9,21.5,83.6,100.0,222.1,231.6,156.0,1.5,0.0
LOGONE-GANA,0.0,0.0,0.0,0.0,0.0,69.0,202.0,102.0,107.0,**,0.0,0.0
MADANA,0.0,0.0,0.0,0.0,0.0,105.0,92.0,263.0,206.0,50.0,0.0,0.0
MAO,0.0,0.0,0.0,0.0,0.0,28.3,65.3,91.6,36.0,14.0,0.0,0.0
MARO,0.0,0.0,0.0,2.5,66.8,160.2,141.5,174.0,296.5,47.3,2.3,0.0
MASSAGUET,0.0,0.0,0.0,0.0,5.0,28.0,144.0,103.0,111.0,11.5,0.0,0.0
MOISSALA S/P,0.0,0.0,0.0,23.2,124.2,138.8,146.7,335.7,195.7,93.6,5.5,0.0
MOMBAROUA,0.0,0.0,0.0,0.0,30.5,77.5,197.0,301.5,383.0,**,0.0,0.0
MONGO,0.0,0.0,0.0,0.0,21.0,71.0,207.5,235.8,110.8,48.7,0.0,0.0
MOUKOULOU,0.0,0.0,0.0,33.0,18.4,70.1,182.8,314.4,111.9,42.1,0.0,0.0
MOULKOU,0.0,0.0,3.0,1.0,11.0,49.5,166.0,81.9,122.3,59.2,0.0,0.0
MOUNDOU METEO,0.0,0.0,0.0,26.9,85.5,107.3,181.2,340.9,310.3,107.6,0.6,0.0
MOUSSORO,0.0,0.0,0.0,0.0,0.0,6.1,181.7,179.0,4.5,0.0,0.0,0.0
N'DJAMENA AERO,0.0,0.0,0.0,0.0,0.9,81.2,243.4,162.0,81.9,1.1,0.0,0.0
NGOURA,0.0,0.0,0.0,0.0,0.0,4.5,73.0,137.3,43.0,18.0,0.0,0.0
NGOURI,0.0,0.0,0.0,0.0,0.0,2.2,43.5,59.5,70.0,0.0,0.0,0.0
NOKOU,0.0,0.0,0.0,0.0,0.0,0.0,24.5,144.0,9.5,2.0,0.0,0.0
ONIO CFPA,0.0,0.0,**,**,54.5,140.0,68.0,218.5,160.0,104.5,0.0,0.0
PALA AERO,0.0,0.0,0.2,0.9,48.2,71.2,116.3,110.9,63.1,1.2,0.0,0.0
PALA CT,0.0,0.0,0.0,3.0,29.9,86.5,110.5,232.8,233.5,76.4,2.0,0.0
POUDOUE,0.0,0.0,0.0,0.0,56.9,114.7,76.2,395.5,304.1,120.0,0.0,0.0
RIG-RIG,0.0,0.0,0.0,0.0,0.0,2.0,52.9,62.2,7.2,30.0,0.0,0.0
SARH METEO,0.0,0.0,0.0,0.1,225.8,189.2,123.3,145.4,193.3,71.3,0.0,0.0
