STATION,Jan,F‚v,Mar,Avr,Mai,Jui,Jui,Ao–,Sep,Oct,Nov,D‚c
BAFOULABE,**,**,**,**,25.0,80.0,161.5,172.0,148.0,0.0,**,**
BAGUINEDA,**,**,**,**,88.0,97.0,188.0,259.0,98.5,5.0,**,**
BAMAKO SENOU,0.0,0.0,33.9,7.0,55.1,68.7,277.1,205.2,74.3,9.1,0.0,0.0
BAMAKO VILLE,0.0,0.0,1.7,8.1,100.7,191.4,282.3,218.2,147.8,0.0,0.0,0.0
BANAMBA,**,**,**,**,137.0,28.0,171.5,178.0,176.5,0.0,**,**
BANKASS,**,**,**,**,37.5,60.9,160.6,182.8,114.3,2.3,**,**
BANKOUMANA,**,**,**,**,94.0,136.3,347.0,209.5,123.0,7.5,**,**
BAROUELI,**,**,**,**,121.8,22.7,196.5,269.2,105.8,0.6,**,**
BLA,**,**,**,**,180.8,158.5,286.0,251.0,75.0,0.0,**,**
BOUGOUNI,0.0,0.0,3.8,30.6,149.4,114.1,265.5,117.0,139.2,31.2,0.0,0.0
DIDIENI,0.0,0.5,0.0,0.0,35.9,134.9,193.9,112.1,104.0,2.6,0.0,0.0
DIEMA,**,**,**,**,16.7,44.3,105.5,126.6,132.5,4.7,**,**
DIOILA,0.0,0.0,6.9,0.0,27.8,120.9,303.4,188.2,134.5,0.0,0.0,0.0
KADIOLO,**,**,**,32.9,168.8,77.1,224.0,173.5,179.6,84.8,0.0,0.0
KANGABA,**,**,**,**,69.3,151.8,317.3,247.6,171.8,36.0,**,**
KATI-HAUT,**,**,**,**,110.5,157.5,299.0,251.0,143.0,0.1,**,**
KATIBOUGOU,0.2,0.1,0.4,4.1,42.9,107.7,215.0,250.4,158.0,0.1,0.0,0.0
KAYES,0.0,0.0,0.0,0.0,9.3,79.2,137.6,186.3,128.9,25.0,0.0,0.0
KE-MACINA,**,**,**,**,55.6,61.1,124.6,134.0,86.0,0.0,**,**
KENIEBA,0.0,0.0,0.0,0.2,99.1,157.6,287.3,392.9,99.6,50.5,0.0,0.0
KITA,0.0,0.0,0.0,13.3,70.3,134.5,174.5,151.8,111.1,13.7,0.0,0.0
KOLOKANI,**,**,**,**,34.0,36.4,178.7,117.6,81.5,3.2,**,**
KOLONDIEBA,0.0,0.0,4.6,29.7,270.1,50.4,314.8,227.5,263.0,40.6,0.0,0.0
KONOBOUGOU,**,**,**,**,31.1,110.0,256.0,392.0,130.3,0.0,**,**
KORO,**,**,**,**,39.6,87.4,173.8,146.6,81.5,0.0,**,**
KOULIKORO,**,**,**,**,58.2,115.7,244.0,235.8,116.0,0.0,**,**
KOUTIALA,0.0,0.0,4.2,5.7,43.8,84.9,263.3,178.3,112.4,8.0,0.0,0.0
MAHINA,0.0,0.0,0.0,0.0,12.6,87.9,303.5,168.1,108.2,9.9,0.0,0.0
MOPTI,0.0,0.0,0.0,6.0,15.0,61.3,124.9,171.2,126.0,0.0,0.0,0.0
N'TARLA  I.R.C,**,**,**,**,90.0,115.0,255.0,132.0,123.5,1.0,**,**
NARA,0.0,0.0,0.3,**,42.4,36.9,143.4,106.7,56.0,0.5,0.0,0.0
NIONO,**,**,**,**,17.8,65.2,172.3,112.2,46.8,0.0,**,**
NIORO DU SAHEL,0.0,0.0,0.0,0.0,27.3,54.2,115.5,152.6,54.7,2.8,0.0,0.0
OUELESSEBOUGOU,**,**,**,**,105.4,132.1,267.9,282.1,148.9,35.7,**,**
SAN,0.0,0.0,0.8,6.3,46.0,70.7,215.6,269.1,78.4,0.7,0.0,0.0
SEGOU,0.0,0.0,0.5,0.1,27.0,47.0,187.8,217.5,141.0,0.0,0.0,0.0
SELINGUE,0.0,0.0,0.0,31.7,96.4,95.5,273.1,202.3,237.3,12.0,0.0,0.0
SIKASSO,0.0,0.0,0.4,11.7,117.6,125.5,357.7,293.2,227.4,48.5,2.1,0.0
SOTUBA,**,**,**,**,79.7,132.7,267.4,195.2,82.7,0.3,**,**
TOMINIAN,**,**,**,**,34.3,91.8,169.6,221.1,74.8,6.6,**,**
YANFOLILA,**,**,**,**,129.8,138.5,248.7,183.2,270.6,22.6,**,**
YELIMANE,0.0,0.0,7.8,1.0,32.6,67.2,138.5,80.6,70.1,44.5,0.0,0.0
YOROSSO,**,**,**,**,60.6,118.1,315.1,193.0,118.4,30.2,**,**
