STATION,Jan,F‚v,Mar,Avr,Mai,Jui,Jui,Ao–,Sep,Oct,Nov,D‚c
ARIBINDA,0.0,0.0,**,**,**,**,**,**,**,**,**,**
BANFORA AGRI,0.0,0.0,**,**,**,**,**,**,**,**,**,**
BEREGADOUGOU,0.0,0.0,1.1,48.5,190.2,156.5,80.2,**,**,**,**,**
BETARE,0.0,**,**,**,**,**,**,**,**,**,**,**
BITOU,**,0.0,**,**,**,**,**,**,**,**,**,**
BOBO-DIOULASSO,0.0,0.0,0.0,65.3,80.7,122.4,152.2,**,**,**,**,**
BOGANDE,0.0,0.0,0.0,0.7,27.0,152.6,140.7,**,**,**,**,**
BONDOUKUY,0.0,0.0,**,**,**,**,**,**,**,**,**,**
BOROMO,0.0,0.0,1.0,20.0,127.8,159.8,223.6,**,**,**,**,**
BOULSA,**,0.0,**,**,**,**,**,**,**,**,**,**
BOURA,0.0,0.0,**,**,**,**,**,**,**,**,**,**
BOUSSE,0.0,0.0,**,**,**,**,**,**,**,**,**,**
BOUSSOUMA,0.0,0.0,**,**,**,**,**,**,**,**,**,**
DAKIRI,0.0,**,**,**,**,**,**,**,**,**,**,**
DEDOUGOU,0.0,0.0,0.0,89.1,80.9,179.9,162.1,**,**,**,**,**
DI-SOUROU,0.0,0.0,0.0,13.1,39.5,157.4,140.2,**,**,**,**,**
DIALGAYE,0.0,**,**,**,**,**,**,**,**,**,**,**
DIDYR,0.0,**,**,**,**,**,**,**,**,**,**,**
DISSIN,0.0,**,**,**,**,**,**,**,**,**,**,**
DORI,0.0,0.0,0.0,0.0,33.0,76.9,185.3,**,**,**,**,**
FADA N'GOURMA,0.0,0.0,0.0,6.5,97.6,214.6,162.6,**,**,**,**,**
GAOUA,0.0,0.0,9.0,222.4,104.1,168.1,110.4,**,**,**,**,**
GORGADJI,0.0,0.0,**,**,**,**,**,**,**,**,**,**
GOURCY,0.0,**,**,**,**,**,**,**,**,**,**,**
GUILONGOU,0.0,0.0,**,**,**,**,**,**,**,**,**,**
HOUNDE,0.0,**,**,**,**,**,**,**,**,**,**,**
KANTCHARI,0.0,**,**,**,**,**,**,**,**,**,**,**
KIEMBARA,0.0,**,**,**,**,**,**,**,**,**,**,**
KOMBISSIRI,0.0,**,**,**,**,**,**,**,**,**,**,**
KOMIN-YANGA,0.0,0.0,**,**,**,**,**,**,**,**,**,**
KORSIMORO,0.0,**,**,**,**,**,**,**,**,**,**,**
KOUKA,0.0,0.0,**,**,**,**,**,**,**,**,**,**
KOUPELA,0.0,0.0,**,**,**,**,**,**,**,**,**,**
LEO,0.0,**,**,**,**,**,**,**,**,**,**,**
MANGODARA,**,11.3,**,**,**,**,**,**,**,**,**,**
NIANGOLOKO,2.5,0.0,10.5,39.8,180.8,127.8,134.0,**,**,**,**,**
ORODARA,0.0,0.0,**,**,**,**,**,**,**,**,**,**
OUAGADOUGOU AE,0.0,0.0,0.0,10.8,217.4,111.6,120.7,**,**,**,**,**
OUAHIGOUYA,0.0,0.0,0.0,5.4,118.5,168.9,179.0,**,**,**,**,**
OUARGAYE,0.0,**,**,**,**,**,**,**,**,**,**,**
PABRE,0.0,0.0,**,**,**,**,**,**,**,**,**,**
PO,0.0,0.0,0.8,56.5,110.9,147.7,240.2,**,**,**,**,**
POBE,0.0,**,**,**,**,**,**,**,**,**,**,**
REO AGRI,0.0,**,**,**,**,**,**,**,**,**,**,**
SAFANE,**,0.0,**,**,**,**,**,**,**,**,**,**
SAPOUY,**,0.0,**,**,**,**,**,**,**,**,**,**
SEGUENEGA,**,0.0,**,**,**,**,**,**,**,**,**,**
SINDOU,0.0,**,**,**,**,**,**,**,**,**,**,**
SOUBAKANIEDOUG,**,0.0,**,**,**,**,**,**,**,**,**,**
SOUROU-GASSAN,0.0,**,**,**,**,**,**,**,**,**,**,**
TANGHIN DASSOU,0.0,**,**,**,**,**,**,**,**,**,**,**
TEMA,0.0,0.0,**,**,**,**,**,**,**,**,**,**
TIOGO,0.0,**,**,**,**,**,**,**,**,**,**,**
TIOU-OUAHIGOUY,0.0,0.0,**,**,**,**,**,**,**,**,**,**
TOECE,0.0,0.0,**,**,**,**,**,**,**,**,**,**
TOENI,0.0,0.0,**,**,**,**,**,**,**,**,**,**
TOUGAN,0.0,**,**,**,**,**,**,**,**,**,**,**
VALLEE DU KOU,0.0,0.0,0.0,74.7,71.7,139.6,232.5,**,**,**,**,**
YAMBA,0.0,0.0,0.0,**,**,**,**,**,**,**,**,**
ZABRE,0.0,**,**,**,**,**,**,**,**,**,**,**
