STATION,Jan,F‚v,Mar,Avr,Mai,Jui,Jui,Ao–,Sep,Oct,Nov,D‚c
ABALA,0.0,0.0,0.0,0.0,**,8.0,75.0,58.5,4.0,0.0,**,**
AGADEZ,0.0,0.0,0.0,0.0,0.0,7.9,39.6,55.8,7.5,0.4,**,**
AGUIE,0.0,0.0,0.0,0.0,0.0,11.6,229.1,159.6,99.2,16.5,**,**
ARZERORI(NOMAD,0.0,0.0,0.0,0.0,0.0,20.0,190.3,189.0,97.0,0.0,**,**
AYOROU_PT,0.0,0.0,0.0,0.0,**,33.5,123.4,87.4,21.4,0.0,**,**
BAGAROUA,**,**,**,**,1.5,11.3,220.9,123.7,22.2,0.0,**,**
BANA PLUVIO,0.0,0.0,0.0,0.0,0.0,29.5,101.0,174.5,113.5,0.0,**,**
BELBEDJI,0.0,0.0,0.0,0.0,0.0,3.0,133.0,87.5,61.0,0.0,**,**
BENGOU,0.0,0.0,0.0,0.0,0.0,89.0,81.0,226.0,76.0,0.0,**,**
BENGOU_INRAN,0.0,0.0,0.0,0.0,0.0,101.5,94.0,186.2,91.9,1.8,**,**
BERMO,0.0,0.0,0.0,0.0,0.0,10.5,194.0,72.6,86.0,0.0,0.0,0.0
BEYLANDE,0.0,0.0,0.0,0.0,0.0,90.0,263.0,239.5,66.0,0.0,**,**
BILMA,0.0,0.0,0.0,0.0,0.0,0.0,5.2,4.2,3.0,1.1,**,**
BIRNI N'GAOURE,0.0,0.0,0.0,0.0,0.0,83.9,200.2,178.9,10.6,0.0,0.0,0.0
BIRNI N'KONNI,0.0,0.0,0.0,0.0,11.5,50.6,133.4,106.9,68.2,21.0,**,**
BOUMBA,0.0,0.0,0.0,0.0,0.0,58.3,121.0,342.0,30.0,0.0,**,**
DAKORO,0.0,0.0,0.0,0.0,0.0,17.5,191.0,111.8,50.5,2.6,**,**
DAMAGARAM-TAKA,0.0,0.0,0.0,0.0,0.0,7.0,206.5,170.5,**,0.0,**,**
DEYTEGUI,**,**,**,**,**,89.0,162.5,292.5,119.0,**,**,**
DIFFA,0.0,0.0,0.0,0.0,0.3,12.8,173.1,139.9,67.2,5.4,**,**
DIFFA BRIG,**,**,**,**,0.0,**,157.3,130.9,**,**,**,**
