STATION,Jan,F‚v,Mar,Avr,Mai,Jui,Jui,Ao–,Sep,Oct,Nov,D‚c
DIOUNDIOU,0.0,0.0,0.0,0.0,0.0,41.5,111.5,171.0,117.0,0.0,**,**
DOGONDOUTCHI,0.0,0.0,0.0,0.0,0.0,26.0,177.2,218.7,44.2,0.0,**,**
DOGUERAROUA,0.0,0.0,0.0,0.0,0.0,9.0,117.2,126.6,**,5.5,**,**
DOLE_GAYA,0.0,0.0,0.0,0.0,8.5,75.0,176.0,373.5,217.0,6.0,**,**
DOSSO,0.0,0.0,0.0,0.0,14.7,73.2,184.0,170.8,48.2,1.3,**,**
DOUMEGA,0.0,0.0,0.0,0.0,0.0,97.0,153.0,150.7,122.6,0.0,**,**
FADAMA_TIBIRI_,0.0,**,0.0,0.0,3.0,21.0,136.0,276.0,79.0,0.0,**,**
FALMEY,0.0,0.0,0.0,30.0,30.0,104.5,166.6,315.0,98.2,0.0,0.0,0.0
GAYA,0.0,0.0,0.0,0.5,14.7,103.5,92.1,297.3,143.3,2.7,**,**
GAZAOUA,0.0,0.0,0.0,0.0,0.0,36.3,245.1,209.6,118.0,8.7,**,**
GOLE_DOSSO,0.0,0.0,0.0,0.0,0.0,124.0,147.0,204.5,42.5,0.0,**,**
GOTHEYE,0.0,0.0,0.0,0.0,0.0,112.0,133.2,163.0,50.5,0.0,**,**
GOTHEYE AGRI,**,**,**,**,0.0,84.5,131.4,148.5,44.2,**,**,**
GOUDOUMARIA,0.0,0.0,0.0,0.0,0.0,0.5,251.6,188.3,99.2,19.0,**,**
GOURE (PTT),0.0,0.0,0.0,0.0,0.0,19.2,229.1,141.8,92.2,29.3,**,**
GUECHEME,0.0,0.0,0.0,0.0,0.0,63.9,220.5,323.3,135.2,0.0,**,**
GUELADIO,**,**,**,**,0.0,89.5,134.7,257.1,67.0,0.0,**,**
GUIDAM ROUMDJI,0.0,0.0,0.0,0.0,0.0,89.3,137.8,185.2,65.8,4.3,**,**
GUIDAN IDDER,0.0,0.0,0.0,0.0,0.0,28.2,99.8,195.2,44.0,19.0,**,**
KAKASSI,0.0,0.0,0.0,0.0,**,117.0,184.0,139.2,61.5,0.0,**,**
KORE MAIROUA,0.0,0.0,0.0,0.0,10.4,28.0,328.8,201.6,29.3,7.1,**,**
KOTAKI,0.0,0.0,0.0,0.0,0.0,36.5,47.7,313.7,72.5,0.0,**,**
KOULIKOIRA,0.0,0.0,0.0,0.0,**,33.0,241.0,168.0,46.0,0.0,**,**
LIDO,**,**,**,**,1.5,67.0,221.0,294.8,102.0,**,**,**
MADAOUA,0.0,0.0,0.0,0.0,0.0,14.0,232.1,126.3,34.8,0.0,**,**
MADAROUNFA,0.0,0.0,0.0,0.0,0.0,24.9,213.4,221.3,164.2,19.0,**,**
MAGARIA,0.0,0.0,0.0,0.0,0.0,24.3,184.3,195.4,91.2,33.0,**,**
MAINE SOROA,0.0,0.0,0.0,0.0,0.0,22.0,229.1,100.8,70.5,4.4,**,**
MARADI AERO,0.0,0.0,0.0,0.0,0.0,46.0,161.8,190.1,99.9,14.9,**,**
MYRRIAH,0.0,0.0,0.0,0.0,0.0,22.2,215.9,200.9,76.9,17.0,**,**
N'GUIGMI,0.0,0.0,0.0,0.0,1.5,0.8,208.4,52.3,33.6,0.3,**,**
N'WALA DAN SOF,0.0,0.0,0.0,0.0,0.0,59.6,197.7,248.0,55.0,50.0,**,**
NIAMEY AERO,0.0,0.0,0.0,0.0,18.0,43.2,137.3,179.2,50.9,8.1,**,**
NIAMEY VILLE,0.0,0.0,0.0,0.0,0.0,72.6,161.4,267.4,50.2,**,**,**
NIAMEY_BANIFAN,0.0,0.0,0.0,0.0,6.0,63.5,187.4,248.3,33.0,1.2,**,**
SABON BIRNI,0.0,0.0,0.0,0.0,39.5,114.5,201.5,331.5,248.0,4.0,**,**
SABON-GARI,0.0,0.0,0.0,0.0,0.0,62.0,190.0,334.2,161.0,0.0,**,**
SAKADAMNA,0.0,0.0,0.0,0.0,0.0,41.0,255.0,57.5,34.5,0.0,**,**
SAWANI,0.0,0.0,0.0,0.0,0.0,45.0,191.5,96.3,82.8,0.0,**,**
SAY,0.0,0.0,0.0,0.0,11.0,110.5,182.1,325.5,82.7,0.0,**,**
TAHOUA,0.0,0.0,0.0,0.0,2.4,51.7,114.9,171.3,27.3,3.0,**,**
TAMOU,0.0,0.0,0.0,0.0,0.0,43.1,183.7,264.4,33.5,0.0,**,**
TERA,0.0,0.0,0.0,0.0,0.0,44.5,178.0,144.7,49.5,0.0,**,**
TESSA,0.0,0.0,0.0,0.0,25.0,67.2,230.0,237.5,54.5,0.0,**,**
TESSAOUA,0.0,0.0,0.0,0.0,9.2,23.7,178.4,161.7,113.9,0.0,**,**
TIBIRI (DOUTCH,0.0,0.0,0.0,0.0,0.0,109.0,218.4,279.0,116.3,0.0,**,**
TILLABERY,0.0,0.0,0.0,0.0,2.0,32.3,105.2,158.5,38.1,0.0,**,**
TOUNFAFI,0.0,0.0,0.0,0.0,**,41.5,261.2,120.9,36.5,0.0,**,**
ZINDER AERO,0.0,0.0,0.0,0.0,2.1,17.2,159.0,125.9,100.7,13.6,**,**
