STATION,Jan,F‚v,Mar,Avr,Mai,Jui,Jui,Ao–,Sep,Oct,Nov,D‚c
DAN KASSARI,0.0,0.0,0.0,0.0,12.0,50.2,155.5,99.0,57.0,0.0,0.0,**
DAN MEIRO,0.0,0.0,0.0,0.0,55.0,11.0,120.0,106.0,20.0,0.0,0.0,0.0
DAN TCHIAO,0.0,0.0,0.0,0.0,30.0,133.0,168.0,200.8,76.4,0.0,0.0,0.0
DANGONA,0.0,0.0,0.0,0.0,0.0,20.0,198.9,80.1,46.4,4.7,0.0,0.0
DANTCHANDOU,0.0,0.0,0.0,0.0,8.2,45.3,73.9,104.9,45.7,0.0,0.0,0.0
DAN_TOURKE_(G.,0.0,0.0,0.0,0.0,0.0,76.0,177.2,179.0,31.0,0.0,0.0,**
DARGOL,0.0,0.0,0.0,0.0,0.0,57.0,32.0,99.0,105.0,0.0,0.0,0.0
DARTIENDE,0.0,0.0,0.0,0.0,40.0,64.0,13.5,43.0,124.5,0.0,0.0,**
DEOULE,0.0,0.0,0.0,0.0,27.0,6.0,120.5,96.0,31.0,0.0,0.0,**
DIAKINDI,0.0,0.0,0.0,0.0,69.1,91.9,112.3,173.3,91.5,0.0,0.0,**
DIFFA,0.0,0.0,0.0,1.6,3.8,88.2,105.7,154.9,17.2,0.3,0.0,0.0
DIOUNDIOU,0.0,0.0,0.0,0.0,32.7,77.2,146.9,233.0,66.0,0.0,0.0,0.0
DJIRATAWA,0.0,0.0,0.0,0.0,58.0,112.0,135.1,69.0,13.0,0.0,0.0,0.0
DOGO,0.0,0.0,0.0,0.0,1.7,84.0,128.0,92.4,45.8,0.0,0.0,0.0
DOGONDOUTCHI,0.0,0.0,1.1,0.0,10.2,87.8,111.9,102.7,49.6,0.0,0.0,0.0
DOGUERAROUA,0.0,0.0,0.0,0.0,0.0,183.3,129.0,113.0,13.8,0.0,0.0,**
DOKIMANA,0.0,0.0,0.0,0.0,41.2,69.2,153.2,182.5,54.8,0.0,0.0,**
DOLE_GAYA,0.0,0.0,18.0,32.0,25.0,113.0,162.0,207.5,135.5,24.5,0.0,**
DOSSEYE,0.0,0.0,0.0,0.0,0.0,23.0,62.2,116.5,10.0,10.5,0.0,**
DOSSO,0.0,0.0,0.0,3.5,35.2,38.2,141.7,205.1,70.4,0.0,0.0,0.0
DOUKOU-DOUKOU,0.0,0.0,0.0,0.0,45.5,45.4,128.6,141.4,12.0,0.0,0.0,0.0
DOUKOU_DOUKOU_,0.0,0.0,0.0,0.0,77.5,58.7,175.4,122.5,15.0,0.0,0.0,**
DOUMEGA,0.0,0.0,0.0,0.0,26.0,50.0,73.2,225.7,35.5,0.0,0.0,**
DOUNGOU,0.0,0.0,0.0,0.0,0.0,0.0,71.7,158.4,34.6,0.0,0.0,**
DUNGASS,0.0,0.0,0.0,0.0,45.0,149.2,104.8,174.0,100.0,25.0,0.0,0.0
EL KOLTA,0.0,0.0,0.0,0.0,0.0,38.0,88.5,331.2,30.0,0.0,0.0,**
FAKO,0.0,0.0,0.0,0.0,0.0,36.7,132.8,164.1,40.6,0.0,0.0,**
FALMEY,0.0,0.0,0.0,31.0,60.0,13.5,234.8,228.0,95.0,0.0,0.0,0.0
FALOUEL,0.0,0.0,0.0,0.0,0.0,50.0,201.6,189.0,42.2,0.0,0.0,0.0
FARREY,0.0,0.0,0.0,0.0,75.0,14.4,63.0,272.3,80.9,0.0,0.0,**
FILINGUE,0.0,0.0,0.0,8.0,66.3,103.0,186.1,159.3,60.6,0.0,0.0,0.0
GABAOURI,0.0,0.0,0.0,0.0,42.0,128.4,83.4,251.7,32.0,0.0,0.0,0.0
GABI MAYAKI,0.0,0.0,0.0,0.0,7.8,101.0,105.8,117.3,64.3,0.0,0.0,0.0
GADADEDJI_DAKO,0.0,0.0,0.0,0.0,0.0,70.0,124.0,90.0,36.0,0.0,0.0,**
GALMA.SEDENT.,0.0,0.0,0.0,0.0,47.0,87.1,129.0,67.5,**,**,**,**
GALMI,0.0,0.0,0.0,0.0,29.0,104.0,170.5,84.0,21.0,4.0,0.0,0.0
GANDASSAMOU,0.0,0.0,0.0,0.0,37.5,126.6,168.2,117.2,42.5,0.0,0.0,**
GANGARA_AGUIE,0.0,0.0,0.0,0.0,43.2,200.2,82.5,118.6,71.3,2.8,0.0,**
GARANTCHE_DEYE,0.0,0.0,0.0,9.0,14.0,39.5,63.5,192.0,40.0,2.0,0.0,**
GARARE,0.0,0.0,0.0,0.0,0.0,98.0,120.5,88.2,33.0,0.0,0.0,**
GAYA,0.0,0.0,0.8,6.5,120.6,131.2,124.1,228.4,163.4,18.0,0.0,0.0
GAZAOUA,0.0,0.0,0.0,0.0,26.0,180.0,132.4,150.8,55.9,2.5,0.0,0.0
GOTHEYE,0.0,0.0,0.0,0.0,28.7,44.6,54.0,113.3,151.1,0.0,0.0,0.0
GOUBEYE_DOUTCH,0.0,0.0,0.0,0.0,17.0,99.9,134.5,109.7,74.6,0.0,0.0,**
GOUDOUMARIA,0.0,0.0,0.0,0.0,16.0,43.3,130.8,274.6,45.8,0.0,0.0,0.0
GOULA,0.0,0.0,0.0,0.0,0.0,66.5,106.9,58.0,44.1,**,**,**
GOUNA_MYRRIAH,0.0,0.0,0.0,0.0,0.0,41.0,131.9,109.1,0.0,0.0,0.0,**
GOURE (PTT),0.0,0.0,1.7,0.0,1.0,89.2,75.4,210.6,49.0,0.0,0.0,0.0
GOURE_AGRI,0.0,0.0,2.3,0.0,1.2,84.6,102.5,191.8,57.9,0.0,0.0,**
GRADO NORD,0.0,0.0,0.0,0.0,20.6,26.0,127.4,134.2,38.0,0.0,0.0,**
GUECHEME,0.0,0.0,0.0,0.0,86.0,25.0,62.0,123.1,0.0,0.0,0.0,0.0
GUELADIO,0.0,0.0,0.0,0.0,36.2,24.3,175.2,138.7,108.7,0.0,0.0,**
GUIDAM ROUMDJI,0.0,0.0,0.0,0.0,0.0,70.3,118.9,246.3,57.6,0.0,0.0,0.0
GUIDAN GALADIM,0.0,0.0,0.0,0.0,39.8,104.7,83.9,172.6,27.4,0.0,0.0,**
GUIDAN IDDER,0.0,0.0,0.0,0.0,2.6,28.2,179.7,197.0,20.5,15.0,0.0,0.0
GUIDIGUIR,0.0,0.0,0.0,0.0,0.0,69.0,150.7,103.0,14.0,0.0,0.0,0.0
IBOHAMANE,0.0,0.0,0.0,0.0,2.5,83.2,181.0,153.0,13.0,0.0,0.0,0.0
IFEROUANE,0.0,0.0,0.0,0.0,5.1,2.9,29.7,33.7,11.9,0.0,0.0,0.0
ILLELA,0.0,0.0,0.0,0.0,0.0,27.9,141.0,149.3,44.9,7.0,0.0,0.0
IN GALL,0.0,0.0,0.0,0.0,0.0,127.8,38.5,28.7,4.0,0.0,0.0,0.0
ISSAWAN,0.0,0.0,0.0,0.0,5.2,53.5,118.5,86.5,41.0,0.0,0.0,0.0
KAKITAMA,0.0,0.0,0.0,0.0,13.3,134.1,61.5,173.3,75.0,0.0,0.0,**
KALFOU,0.0,0.0,0.0,0.0,0.0,28.0,127.0,125.5,41.0,0.0,0.0,**
KALGO_(DOUTCHI,0.0,0.0,0.0,0.0,15.0,85.0,96.0,117.0,48.0,0.0,0.0,**
KANEMBAKATCHE,0.0,0.0,0.0,0.0,42.0,71.0,105.0,75.0,0.0,0.0,0.0,0.0
KANTCHE,0.0,0.0,0.0,0.0,8.6,0.0,80.0,53.1,48.5,0.0,0.0,0.0
KARGUI BANGOU,0.0,0.0,9.5,0.0,38.0,90.0,70.0,195.4,37.0,0.0,0.0,**
KAROUFANE,0.0,0.0,0.0,0.0,0.0,97.1,117.0,307.7,66.2,0.0,0.0,0.0
KEITA,0.0,0.0,18.4,0.0,14.2,49.0,204.0,194.7,95.8,5.0,0.0,0.0
KIRTACHI,0.0,0.0,0.0,0.0,41.8,33.8,182.0,151.0,52.0,**,0.0,**
KOAYA,0.0,0.0,0.0,0.0,0.0,143.0,180.5,157.0,44.5,0.0,0.0,**
KODJIMERI,0.0,0.0,0.0,0.0,0.0,91.7,98.7,191.5,18.0,0.0,0.0,0.0
KOLO,0.0,0.0,0.0,5.1,17.5,60.7,111.8,184.9,90.3,0.0,0.0,0.0
KONA,0.0,0.0,0.0,0.0,40.0,116.0,48.0,196.5,34.2,0.0,0.0,0.0
KORE MAIROUA,0.0,0.0,0.0,0.0,54.5,74.9,217.6,172.2,16.6,0.0,0.0,0.0
KORGOM,0.0,0.0,0.0,0.0,3.5,69.5,25.0,137.1,31.0,0.0,0.0,0.0
KORONTONGA,0.0,0.0,0.0,0.0,38.5,63.0,168.2,210.7,75.5,0.0,0.0,**
KOTAKI,0.0,0.0,0.0,6.0,114.4,16.2,218.8,192.2,83.0,0.0,0.0,**
KOUNDOUMAOUA,0.0,0.0,0.0,0.0,31.5,39.9,85.2,118.1,34.2,1.3,0.0,**
KOYGOLO,0.0,0.0,0.0,0.0,0.0,12.0,140.0,123.0,55.5,0.0,0.0,0.0
LOGA,0.0,0.0,0.0,0.0,0.0,47.5,49.5,153.0,46.4,0.0,0.0,0.0
LONTIABERI,0.0,0.0,0.0,0.0,45.0,69.0,**,**,**,**,**,**
LOSSA_FERME_SE,0.0,0.0,0.0,0.6,58.8,43.9,35.8,141.5,129.4,0.0,0.0,**
MADAOUA,0.0,0.0,0.0,0.0,74.0,126.6,289.1,205.9,39.1,0.0,0.0,0.0
MADAROUNFA,0.0,0.0,0.0,0.0,78.7,128.4,133.1,267.7,103.2,0.0,0.0,0.0
MAGARIA,0.0,0.0,0.0,0.0,59.2,144.8,124.6,141.6,100.7,9.2,0.0,0.0
MAINE SOROA,0.0,0.0,0.0,0.0,14.0,58.0,119.9,239.0,19.6,1.8,0.0,0.0
MALBAZA,0.0,0.0,0.0,0.0,47.0,105.8,239.6,176.5,15.0,7.5,0.0,0.0
MALGOROU,0.0,0.0,0.0,0.0,0.0,61.0,188.7,248.8,83.7,15.7,0.0,**
MALLAOUA,0.0,0.0,0.0,0.0,1.0,187.0,116.0,199.0,91.0,0.0,0.0,0.0
MARADI AERO,0.0,0.0,0.0,0.0,42.4,26.7,204.9,216.6,66.4,0.0,0.0,0.0
MARADI VILLE,0.0,0.0,0.0,0.0,41.0,43.5,192.3,195.2,60.9,0.0,0.0,0.0
MATAMAYE,0.0,0.0,0.0,0.0,8.0,1.2,118.0,112.6,38.5,0.0,0.0,0.0
MATANKARI,0.0,0.0,0.0,0.0,0.0,33.7,198.9,98.2,62.3,0.0,0.0,0.0
MAYAHI,0.0,0.0,0.0,0.0,84.5,94.2,149.2,158.8,41.1,0.0,0.0,0.0
MYRRIAH,0.0,0.0,0.0,0.0,0.0,31.9,165.5,142.5,30.2,0.0,0.0,0.0
N'GOURTI,0.0,0.0,0.0,0.0,0.0,2.4,15.9,30.2,0.0,0.0,0.0,0.0
N'GUIGMI,0.0,0.0,0.0,0.0,9.2,24.7,125.5,108.6,59.0,0.0,0.0,0.0
NIAMEY AERO,0.0,0.0,0.0,33.3,73.8,86.9,81.1,161.3,119.5,0.4,0.0,0.0
NIAMEY VILLE,0.0,0.0,0.0,45.2,44.1,97.9,33.0,196.2,109.1,0.0,0.0,0.0
NIAMEY_BANIFAN,0.0,0.0,0.0,28.0,49.0,81.3,36.4,186.9,68.0,0.0,0.0,**
OLLELEOUA,0.0,0.0,0.0,0.0,0.0,71.0,110.5,90.0,23.0,0.0,0.0,0.0
OUALLAM,0.0,0.0,0.0,0.0,0.0,48.1,126.5,124.1,105.5,0.0,0.0,0.0
OUNA,0.0,0.0,15.0,70.2,36.0,69.0,202.5,237.0,42.0,0.0,0.0,0.0
RIGIA_SAMNA,0.0,0.0,0.0,0.0,0.0,45.0,125.0,106.5,50.0,0.0,0.0,**
SABON BIRNI,0.0,0.0,0.0,7.0,60.0,93.5,136.0,190.7,82.5,15.0,0.0,0.0
SABON GUIDA,0.0,0.0,0.0,15.0,18.0,73.0,125.2,110.0,19.5,0.0,0.0,0.0
SABON MACHI,0.0,0.0,0.0,0.0,3.1,21.5,96.4,51.4,17.8,0.0,0.0,0.0
SABON-GARI,0.0,0.0,0.0,0.0,15.4,85.4,161.2,287.4,204.2,0.0,0.0,0.0
SAE SABOUA,0.0,0.0,0.0,0.0,0.0,37.8,120.0,107.0,41.8,0.0,0.0,0.0
SAKADAMNA,0.0,0.0,0.0,34.0,21.0,9.5,150.0,168.2,32.6,0.0,0.0,**
SAKOIRA,0.0,0.0,0.0,0.0,66.0,98.0,126.0,93.0,50.0,0.0,0.0,**
SAMBERA,0.0,0.0,0.0,56.0,56.0,37.0,69.0,171.0,13.0,0.0,0.0,0.0
SARKIN HAOUSSA,0.0,0.0,0.0,0.0,3.0,19.0,140.0,84.3,70.5,0.0,0.0,0.0
SAWANI,0.0,0.0,0.0,0.0,45.0,91.0,139.5,130.8,54.0,0.0,0.0,**
SAY,0.0,0.0,0.0,35.5,54.9,50.0,207.1,96.0,56.8,0.0,0.0,0.0
SIA,0.0,0.0,0.0,0.0,27.0,74.0,124.6,307.0,115.0,0.0,0.0,0.0
SOKORBE,0.0,**,0.0,12.0,0.0,5.4,85.7,153.1,57.2,0.0,0.0,0.0
TABALAK,0.0,0.0,15.2,0.0,20.5,6.2,109.6,71.0,4.0,0.0,0.0,0.0
TABLA,0.0,**,0.0,0.0,18.3,63.0,110.5,114.1,59.6,0.0,0.0,**
TABOTAKI,0.0,0.0,0.0,0.0,8.5,39.5,150.0,109.1,20.5,0.0,0.0,0.0
TAHOUA,0.0,0.0,48.8,5.2,5.5,39.2,115.3,103.7,80.7,7.5,0.0,0.0
TAKIETA,0.0,0.0,0.0,0.0,32.0,45.1,51.4,143.2,31.8,0.0,0.0,0.0
TAMASKE,0.0,0.0,11.0,0.0,49.9,73.2,72.4,80.8,88.1,2.3,0.0,0.0
TAMOU,0.0,0.0,1.2,15.2,50.0,111.0,221.3,167.0,77.0,0.0,0.0,0.0
TANDA,0.0,0.0,0.0,0.0,109.0,74.5,123.3,296.5,154.0,0.0,0.0,**
TANOUT,0.0,0.0,0.0,0.0,0.0,34.4,121.7,104.9,22.3,0.0,0.0,0.0
TAPOA,0.0,0.0,2.1,0.0,21.1,94.2,102.3,299.0,147.5,0.0,0.0,0.0
TASSARA,0.0,0.0,0.0,0.0,13.1,5.1,46.8,46.2,12.5,0.0,0.0,0.0
TCHINTABARADEN,0.0,0.0,0.0,0.0,8.0,47.5,117.1,83.5,39.2,6.0,0.0,0.0
TCHIROZERINE,0.0,0.0,0.0,0.0,2.0,44.1,98.0,61.0,17.0,0.0,0.0,**
TEBARAM,0.0,0.0,0.0,0.0,0.0,38.5,151.0,44.0,137.0,0.0,0.0,0.0
TERA,0.0,0.0,0.0,0.0,58.0,43.5,161.7,163.0,105.0,0.0,0.0,0.0
TERA_AGRI,0.0,0.0,0.0,0.0,46.0,72.0,188.6,148.7,108.7,0.0,0.0,**
TESKER,0.0,0.0,0.0,0.0,0.0,8.0,46.5,59.0,31.5,0.0,0.0,0.0
TESSA,0.0,0.0,0.0,0.0,50.0,48.0,192.0,256.2,90.0,0.0,0.0,0.0
TESSAOUA,0.0,0.0,0.0,0.0,7.5,173.0,97.4,188.3,77.8,16.2,0.0,0.0
TIBIRI (DOUTCH,0.0,0.0,0.0,0.0,47.0,32.5,164.4,264.9,66.8,0.0,0.0,0.0
TIBIRI MARADI,0.0,0.0,0.0,0.0,0.0,53.8,151.0,148.5,39.0,0.0,0.0,0.0
TILLABERY,0.0,0.0,19.8,6.0,52.9,116.4,112.5,155.0,225.8,3.3,0.0,0.0
TILLIA,0.0,0.0,0.0,0.0,10.0,37.2,34.3,42.3,8.0,0.0,0.0,0.0
TIRMINI,0.0,0.0,0.0,0.0,0.0,29.0,54.2,121.0,19.4,0.0,0.0,**
TONDIKIWINDI_O,0.0,0.0,0.0,0.0,0.0,8.0,96.0,120.0,102.3,0.0,0.0,**
TORODI (AGRI),0.0,0.0,0.1,20.5,30.0,55.5,301.0,263.1,61.0,0.0,0.0,0.0
TOUKOUNOUS,0.0,0.0,0.0,0.0,86.5,46.0,44.1,128.4,45.5,0.0,0.0,0.0
YAOURI,0.0,0.0,0.0,0.0,6.0,0.0,62.2,99.0,17.0,0.0,0.0,0.0
YEKOUA,0.0,0.0,0.0,0.0,2.5,139.0,183.5,222.0,112.0,0.0,0.0,**
YELOU,0.0,0.0,0.0,0.0,0.0,79.5,84.0,189.5,37.0,0.0,0.0,0.0
ZINDER AERO,0.0,0.0,0.0,0.2,6.0,32.6,90.7,131.1,14.1,0.0,0.0,0.0
