Stations,Longitude,Latitude,Janvier,Fevrier,Mars,Avril,Mai,Juin,Juillet,Aout,Septembre,Octobre,Novembre,Decembre
CHIKAL,3.43,14.42,0,0,0,0,0,0,60,-9903.8,131.8,38.8,0,0
DAIKAINA,1.48,14.18,0,0,0,4,5,49.5,167.1,169,132.7,30,0,0
DAKORO,6.75,14.52,0,0,0,0,52,118.5,105.9,174.5,49.5,0,0,0
DAMAGARAM-TAKAYA,9.47,14.17,0,0,0,0,15.5,48.6,203,287.5,76,15.5,0,0
DAMANA,3.067,13.900,0,0,0,0,0,18.5,25.7,-9911.5,105,0,0,0
DAN BARTO,8.33,13.17,0,0,0,0,46.9,174.7,157.1,313.3,-9999,0,0,0
DAN TCHIAO,9.08,12.87,0,0,0,0,21.5,99.5,53.5,220.5,81.5,0,0,0
DANGONA,5.02,14.27,0,0,0,0,21.2,15.5,-19930,87.7,84.1,10.2,0,0
DANKOULOU,5.02,14.27,0,0,0,0,10,72,77,106,47.5,0,0,0
DARGOL,1.82,13.92,0,0,0,0,33.5,24,40.3,165,109.5,11.5,0,0
DIFFA,12.62,13.42,0,0,0,0,25.7,66.1,79.7,153.5,83.7,0,0,0
DIOUNDIOU,3.53,12.55,0,0,0,8,55,53.4,218.4,273.1,59.9,33.3,0,0
DJIRATAWA,7.13,13.40,0,0,0,0,48,75,160,-9855,62,0,0,0
DODORI,8.23,13.30,0,0,0,0,0,41,-9968,-9926,-19976.5,0,0,0
DOGONDOUTCHI,4.00,13.63,0,0,0,0,22,37.3,113.5,189,163.7,19,0,0
DOSSO,3.18,13.02,0,17.8,0,1.1,7.3,62.3,176.7,355,82.8,37.2,0,0
DOUKOU-DOUKOU,6.32,13.85,0,0,0,0,3.2,93,87.8,126.3,107.7,0,0,0
DUNGASS,9.33,13.07,0,0,0,0,29.5,117.6,109.3,295.6,56.6,0,0,0
FALMEY,2.85,12.53,0,0,0,23,34,40.3,246.7,301.7,110.5,25,0,0
FALOUEL,3.58,13.52,0,0,0,0,0,50.9,63.7,306.8,61.8,38.7,0,0
FANDOU MAYAKI,2.88,13.85,0,0,0,0,0,16.6,201,125.5,-19915,18,0,0
FILINGUE,3.32,14.35,0,0,0,0,2,39.5,55.5,154,153.6,11,0,0
GABAOURI,6.12,15.03,0,0,0,0,37.5,104,-9926.5,213,-19998,0,0,0
GALMI,5.5,13.97,0,0,0,0,43.4,58.9,131,127.8,50.6,0,0,0
GARADOUME,5.8888,14.3679,0,0,0,0,0,-19998,136.5,133,-19998,-9999,0,0
GARAGOUMSA,8.382098198,13.6739042,0,0,0,0,38,-19977,-9893,-9817,-29997,-9999,0,0
GARHANGA,5.77,14.55,0,0,0,0,0,39,-19875,119,126,0,0,0
GAYA,3.45,11.88,0,0,0,5.1,110.9,71.6,203.9,189,200.5,22.7,0,0
GAZAOUA,7.92,13.85,0,0,0,0,57.5,65.9,130.8,213.4,57.5,0,0,0
GOTHEYE,1.58,13.82,0,0,0,4,0,107.3,171.8,152.7,114,12,0,0
GOUDOUMARIA,11.17,13.72,0,0,0,0,0,47.2,78,166.6,95.4,1.6,0,0
GOURE (PTT),10.30,13.98,0,0,0,0,55.7,60.5,82.1,219.8,69.2,0,0,0
GUECHEME,3.88,12.92,0,0,0,0,6,14.5,208.5,99,11.5,21,0,0
GUIDAM ROUMDJI,6.77,13.67,0,0,0,0,15.9,82.8,97.6,93.8,42.7,0,0,0
GUIDIGUIR,9.83,13.67,0,0,0,0,4.2,84,-9904.5,160,-9926,0,0,0
GUIDIMOUNI,9.55,13.68,0,0,0,0,0,13,-9944,-9882.5,64,0,0,0
HAMDALLAYE,2.40,13.55,0,0,0,12,0,58,84,249.5,-29997,0,0,0
IFEROUANE,8.38,19.08,0,0,0,0,0,0,16.1,10.1,41,0,0,0
ILLELA,5.25,14.47,0,0,0,10.5,33.5,73.4,116.9,120.8,131.2,14,0,0
IN GALL,6.90,16.78,0,0,0,0,0,0,72.8,129.3,37.5,26.7,0,0
KANEMBAKATCHE,7.92,13.52,0,0,0,0,48,11,-9974.3,-9847.6,0,3.3,0,0
KANTCHE,6.15,14.30,0,0,0,0,29.6,1.7,152.7,224.1,0,0,0,0
KAO,5.75,15.23,0,0,0,0,0,0,43,-9913.3,-29997,0,0,0
KARA - KARA,3.63,12.80,0,0,0,0,27,-9959.9,193.5,225.5,42.7,8,0,0
KAROUFANE,6.150,14.300,0,0,0,0,3,86,97,135,38,3,0,0
KEITA,5.77,14.77,0,0,0,0,20.2,37.1,102.9,174.4,87,0,0,0
KILAKAM,11.73,13.55,0,0,0,0,36.9,43.1,100,182.1,119,0,0,0
KOLO,2.35,13.30,0,0,0,0,9,24,131,116.7,45.2,0,0,0
KONA,8.07,13.57,0,0,0,0,86.5,25.6,-19998,-9858.5,37,21,0,0
KORE MAIROUA,3.95,13.33,0,0,0,0,0,48,143,250.5,112,29,0,0
KOURE,2.57,13.30,0,0,0,0,0,57,-9918,249,109,27,0,0
KOYGOLO,3.017,13.483,0,0,0,0,0,61.9,154.5,153.5,114,38,0,0
LABA(VILLAG),5.94,14.6224,0,0,0,0,2.4,47.2,113.3,98.9,-19998,0,0,0
LOGA,3.23,13.60,0,0,0,0,10,43.2,134.5,214.8,80.5,24.2,0,0
MADAOUA,5.98,14.12,0,0,0,0,2.2,146.1,254.4,147.5,47,2.7,0,0
MADAROUNFA,7.15,13.32,0,0,0,0,102.6,47,138.5,150,102,10.6,0,0
MAGARIA,8.93,12.98,0,0,0,0,67.4,230.1,216,251.9,78,2.9,0,0
MAINE SOROA,11.98,13.23,0,0,0,0,30.9,57.7,126.1,260.8,96.7,0.3,0,0
MAKOURDI,4.25,14.40,0,0,0,0,0,78.5,86.5,120,-29997,0,0,0
MALBAZA,5.50,13.97,0,0,0,0,15,109,183.2,222.2,88.8,16,0,0
MALLAOUA,9.60,13.02,0,0,0,0,39.1,47.1,98.6,184.7,-9888.3,0,0,0
MANGAIZE,2.03,14.80,0,0,0,0,-19998,76.2,-9971.8,101.3,112,0,0,0
MARADI AERO,7.08,13.47,0,0,0,0,41.8,126.9,119.8,173.3,41.3,17.7,0,0
MATAMAYE,8.47,13.42,0,0,0,0,37,173.3,123.8,233.3,55,0,0,0
MATANKARI,3.73,12.90,0,0,0,0,7.7,33.4,-19985,-19971,-9987.8,10,0,0
MAYAHI,7.70,13.98,0,0,0,0,7.4,54.5,117.8,259.6,27.3,2.5,0,0
MEHANA,1.13,14.40,0,0,0,0,0,39.1,115.2,121.3,133,0,0,0
MYRRIAH,9.15,13.72,0,0,0,0,25.6,69.3,169.7,266.7,63,0,0,0
NGOURTI,13.20,15.30,0,0,0,0,0,8,10.3,157.7,16.2,0,0,0
NGUIGMI,13.12,14.25,0,0,0,0.4,1.4,22.1,113.9,167.1,48.2,0,0,0
NIAMEY AERO,2.17,13.48,0,0,0,0,17.7,42.9,131.3,326.7,90.4,12.3,0,0
NIAMEY VILLE,2.13,13.50,0,0.8,0,2.5,9.3,55.5,127,287.4,123.6,-9999,0,0
OLLELEOUA,8.63,14.35,0,0,0,0,0,75,-9964,182,29,0,0,0
OUALLAM,2.08,14.32,0,0,0,0,0.6,41,121.5,157,116,10,0,0
OURAFANE,8.13,14.02,0,0,0,0,0,49.7,-9960.6,-9829.5,12,0,0,0
SABON BIRNI,3.58,11.90,0,0,0,12.8,119,15,207.6,172.6,146.4,32.5,0,0
SABON GUIDA,5.9,13.93,0,0,0,0,8,88.2,132.5,123,63,5,0,0
SAY,2.35,13.10,0,0,0,0,0,67.5,238,292.1,127,45,0,0
SIMIRI,2.13,14.13,0,0,0,3,25,8,100,-9881,4,0,0,0
SOKORBE,3.173611,13.508056,0,0,0,0,0,18.7,122,215,51,0,0,0
TABOTAKI,5.18,13.5,0,0,0,0,0,73.7,51.5,-9966.5,64.5,22,0,0
TAHOUA,5.30,14.90,0,0,0,14.4,5.1,62.5,57,111.5,116.7,6.1,0,0
TAKIETA,8.52,13.67,0,0,0,-19998,34.7,31.5,144.7,211.6,52.1,0,0,0
TAMA,5.77,14.27,0,0,0,-29997,-19991,-19983.5,-29997,-9893.9,-19965.6,-9999,0,0
TAMASKE,5.65,14.82,0,0,0,6.8,7.7,47.7,102.8,170.4,121.1,4.2,0,0
TAMOU,2.17,12.75,0,0,0,0,0,76.5,159,-9929.5,94.5,10,0,0
TANOUT,8.82,14.95,0,0,0,0,21,40.6,32.5,87.5,24.5,0,0,0
TAPOA,2.40,12.47,0,0,0,9.3,55.3,79.8,238.9,-29997,132.3,40.2,0,0
TASSARA,5.70,16.87,0,0,0,0,5,83.6,108.4,98.7,81.4,2,0,0
TCHINTABARADEN,5.80,15.88,0,0,0,0,40,68,57.7,153.2,96.1,0,0,0
TERA,0.82,14.03,0,0,0,57.1,0,29.6,198.8,190.4,114.1,39.2,0,0
TESKER,10.72,15.13,0,0,0,0,29.2,29,56,106.2,55,0,0,0
TESSAOUA,7.98,13.75,0,0,0,0,26.7,158.8,159.8,328.1,90.1,0,0,0
TESSAOUA(GEND,7.98,13.75,0,0,0,0,19.5,117.4,149.7,307.6,49.4,0,0,0
TIBIRI (DOUTCHI),4.00,13.10,0,0,0,9.5,8.2,77.4,78.1,175.7,62.5,53,0,0
TIBIRI MARADI,7.03,13.58,0,0,0,-29997,-9973,-9889,111,127.5,7,0,0,0
TILLABERY,1.45,14.20,0,9.1,0,5.2,18.8,42.4,198.3,190.5,151.9,29.4,0,0
TILLIA,4.78,16.13,0,0,0,0,1.9,49,199.5,132,31.8,3,0,0
TORODI (AGRI),1.80,13.12,0,0,0,0,11,17,87.6,194,130,0,0,0
TOUKOUNOUS,3.28,14.50,0,0,0,0,0,0,59.4,97.5,46,0,0,0
WACHA,9.28,13.37,0,0,0,-19998,-19989,-19978.5,-9926,355.5,-9902.5,0,0,0
ZINDER AERO,8.98,13.78,0,0,0,0,61,55.6,184,261.1,55.8,0,0,0
ZINDER VILLE,9.00,13.80,0,0,0,0,64,-9916.2,-19973,-29997,-19940.1,0,0,0
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
