Stations,Longitude,Latitude,Janvier,Fevrier,Mars,Avril,Mai,Juin,Juillet,Aout,Septembre,Octobre,Novembre,Decembre
DANTCHANDOU,2.75,14.40,0,0,0,35,37,49.1,97,354.5,-9999,0,0,0
DARGOL,1.82,13.92,0,0,0,0,8.5,53,132,152,5,0,0,0
DIFFA,12.62,13.42,0,0,0,3.7,13.1,1.5,63.6,162,1.8,0,0,0
DIOUNDIOU,3.53,12.55,0,0,0,14.5,176.8,125.3,216.8,185,139.5,10,0,0
DJIRATAWA,7.13,13.40,0,0,0,0,0,19,169.5,136,50,0,0,0
DOGONDOUTCHI,4.00,13.63,0,0,0,0,19.6,62.5,161.5,160.1,53.5,0,0,0
DOSSO,3.18,13.02,0,0,0,7.7,66.7,53.3,155.5,229.6,109.4,0,0,0
DOUKOU-DOUKOU,6.32,13.85,0,0,0,10.3,18.2,20,69.5,141,109.2,0,0,0
DROUM MALORI,9.32,13.57,0,0,0,0,0,-19998,-19948,-9852,-9999,0,0,0
DUNGASS,9.33,13.07,0,0,0,0,10.5,9,213.5,302.1,54.3,17,0,0
FALMEY,2.85,12.53,0,0,0,70,56.7,50.5,174.3,203.8,123.5,2.5,0,0
FALOUEL,3.58,13.52,0,0,0,0,3.3,-9999,-9926.7,-19895,7,0,0,0
FAMALE,1.07,14.55,0,0,0,0,9.3,-9990.4,57.4,188.4,4.1,0,0,0
FANDOU MAYAKI,2.88,13.85,0,0,0,0,-29997,-19971,178.5,-19986.5,-9999,0,0,0
FILINGUE,3.32,14.35,0,0,0,0,32,15.5,162.8,187,33.4,21,0,0
GABAOURI,6.12,15.03,0,0,0,0,12,28.2,62.9,117.9,0,0,0,0
GABI MAYAKI,7.05,13.23,0,0,0,0,63,0,196,77,0,0,0,0
GALMA.SEDENT.,5.8,14.08,0,0,0,8.4,0,34.2,125.6,122,0,0,0,0
GALMI,5.5,13.97,0,0,0,16,0,25.5,126,85.5,0,0,0,0
GARADOUME,5.8888,14.3679,0,0,0,0,0,-9959,-19978,241.5,0,0,0,0
GARAGOUMSA,8.382098198,13.6739042,0,0,0,0,7,68,-9927,195,-9946,-9999,0,0
GARHANGA,5.77,14.55,0,0,0,0,0,68,86,233,118.5,0,0,0
GAYA,3.45,11.88,15,0,0,13.3,71,87.1,70.2,185.4,215.8,0,0,0
GAYA.AGRI,3.45,11.88,0,0,0,12.2,74,-9959.2,59.9,107.1,-29997,-9999,0,0
GAZAOUA,7.92,13.85,0,0,0,0,20.5,39.7,143.3,185,79.3,0,0,0
GOTHEYE,1.58,13.82,0,0,0,0,25.7,22.7,176.4,145.6,35,0,0,0
GOUDOUMARIA,11.17,13.72,0,0,0,0,18.6,30.4,17.7,53.9,16.7,0,0,0
GOULA,7.23,14.65,0,0,0,-29997,-29997,54.7,35.1,139,-19985,-9999,0,0
GOURE (PTT),10.30,13.98,0,0,0,1.6,13.3,12.3,85,96.1,24.5,20.3,0,0
GUECHEME,3.88,12.92,0,0,0,3.5,53,43,182,285.5,-9936,0,0,0
GUESKEROU,12.85,13.60,0,0,0,0,0,0,27.2,-19998,0,0,0,0
GUIDAM ROUMDJI,6.77,13.67,0,0,0,10,9.2,14.9,106.5,98.3,0,0,0,0
GUIDAN IDDER,5.32,14.02,0,0,0,0,0,72,62,165,0,0,0,0
GUIDIGUIR,9.83,13.67,0,0,0,0,18,10,12.5,92,0,0,0,0
GUIDIMOUNI,9.55,13.68,0,0,0,0,0,0,89,103,0,0,0,0
HAMDALLAYE,2.40,13.55,0,0,0,-9976,-19981,-19963,-9884,-29997,-29997,0,0,0
IFEROUANE,8.38,19.08,0,0,0,0,0,0,13,29,4.5,0,0,0
ILLELA,5.25,14.47,0,0,0,0,2,42,192.5,125,94.5,0,0,0
IN GALL,6.90,16.78,0,0,0,0,0,21.5,46,55.2,5,0,0,0
KALA-PATE (IRAT),2.93,13.23,0,0,0,0,50,42,176.7,246.5,-29997,-9999,0,0
KANEMBAKATCHE,7.92,13.52,0,0,0,0,0,-9992,-9899,-9896,15,0,0,0
KANTCHE,6.15,14.30,0,0,0,0,3,74,108,68,0,0,0,0
KAO,5.75,15.23,0,0,0,5.1,2,5.5,49,-19985,-9999,11.5,0,0
KAOURA-ABDOU,5.37,14.5,0,0,0,0,0,-19998,-19951,-29997,-9999,0,0,0
KARA - KARA,3.63,12.80,0,0,0,45,42,39,-9923,205,-9999,0,0,0
KARMA,1.82,13.67,0,0,0,0,-9945,-9943,-9895,-19971,-29997,-9999,0,0
KAROUFANE,6.150,14.300,0,0,0,0,20,70.9,170.5,231,3,0,0,0
KEITA,5.77,14.77,0,0,0,0,56.8,26.8,64.7,206.5,36.5,8.2,0,0
KILAKAM,11.73,13.55,0,0,0,-19998,39,3.5,38.7,99.5,-29997,-9999,0,0
KODJIMERI,11.10,13.42,0,0,0,-19998,0,-9999,74.8,63.5,39.2,-9999,0,0
KOLO,2.35,13.30,0,0,0,0,22,67.5,136.1,226.1,34.1,0,0,0
KONA,8.07,13.57,0,0,0,0,0,-9999,-9961.5,-19998,40.4,0,0,0
KORE MAIROUA,3.95,13.33,0,0,0,0,14.2,81,120,181.5,66.5,0,0,0
KORGOM,8.42,13.45,0,0,0,0,26.9,-9997.5,-9917.7,-19998,-9999,0,0,0
KORNAKA,6.90,14.10,0,0,0,-19998,-9986.8,-9976,66.4,168.7,-9963,-9999,0,0
KOUKA,4.33,11.90,0,0,0,-19998,-19978,-19992.5,164.7,174,-19983,-9999,0,0
KOURE,2.57,13.30,0,0,0,0,25,54,111.5,-19853,-29997,0,0,0
KOUTOUMBOU,3.58,12.33,0,0,0,52,66.5,46.5,233,-19985,-29997,-9999,0,0
KOYGOLO,3.017,13.483,0,0,0,0,50.6,62,146,145,-9999,0,0,0
LABA(VILLAG),5.94,14.6224,0,0,0,0,18,32,97,189.2,81.4,0,0,0
LOGA,3.23,13.60,0,0,0,0,4.6,19.6,184.3,247.5,32.4,0,0,0
MADAOUA,5.98,14.12,0,0,0,0,39.2,58.3,238.7,273.7,129.3,0,0,0
MADAROUNFA,7.15,13.32,0,0,0,0,16,40.6,203.3,103.5,89,0,0,0
MAGARIA,8.93,12.98,0,0,0,1.3,22.3,8.9,127.6,160.6,112.2,15.2,0,0
MAGARIA-MAKER,5.786381,14.02311,0,0,0,-19998,51.9,73.9,99,-9957.5,-29997,-9999,0,0
MAINE SOROA,11.98,13.23,0,0,0,0,33.7,0.1,97.2,211.2,26.2,1.2,0,0
MAKOURDI,4.25,14.40,0,0,0,-19998,0,42.5,128.5,-29997,-29997,-9999,0,0
MALBAZA,5.50,13.97,0,0,0,11,15,64.1,231,189.7,6,10,0,0
MALLAOUA,9.60,13.02,0,0,0,0,0,10.8,165.7,317.5,62.1,22.5,0,0
MARADI AERO,7.08,13.47,0,0,0,0.2,25.7,23.2,174.5,147.9,59.4,0,0,0
MARADI VILLE,7.08,13.47,0,0,0,-19998,-29997,-29997,-9822.3,-19983,-29997,-9999,0,0
MARAKA,7.07,13.08,0,0,0,0,24.4,61.6,205.7,78.8,0,0,0,0
MATAMAYE,8.47,13.42,0,0,0,0,21.8,84,149.5,147.5,0,52,0,0
MATANKARI,3.73,12.90,0,0,0,0,22.1,69.9,158.1,163.7,-9999,0,0,0
MAYAHI,7.70,13.98,0,0,0,8.1,0,17,211.7,230.2,12.5,0,0,0
MEHANA,1.13,14.40,0,0,0,-9999,9,22.3,-9927.2,-9903.2,-19993,-9999,0,0
MYRRIAH,9.15,13.72,0,0,0,0,0,0,140,162.8,25.2,0,0,0
NGOURTI,13.20,15.30,0,0,0,0,0,1.5,69,5,0,0,0,0
NGUIGMI,13.12,14.25,0,0,0,0,1.1,0.3,15.3,105,72.2,0,0,0
NIAMEY AERO,2.17,13.48,0,0,0,0,50.3,48.1,147.4,226.9,89.4,0,0,0
NIAMEY VILLE,2.13,13.50,0,0,0,0,40,60.3,277.9,232,81.7,0.6,0,0
OLLELEOUA,8.63,14.35,0,0,0,0,12,2,146.9,121,9,0,0,0
OUALLAM,2.08,14.32,0,0,0,0,5,21,139.5,168,19.5,4,0,0
OUNA,3.15,12.17,0,0,0,33,88.2,124.3,146,39,-9999,0,0,0
OURAFANE,8.13,14.02,0,0,0,0,2.5,42.5,74,-9942,0,0,0,0
OURNO,6.45,14.3,0,0,0,0,7.5,30.2,104.5,128.5,-29997,-9999,0,0
SABON BIRNI,3.58,11.90,0,0,0,33,98,45.9,75,87,84.5,0,0,0
SABON GUIDA,5.9,13.93,0,0,0,0,17,30,223,167,73,0,0,0
SABON MACHI,6.97,13.87,0,0,0,0,0,11.7,50.1,43.6,68.6,0,0,0
SAE SABOUA,7.35,13.57,0,0,0,0,21,12,172,104,0,0,0,0
SAMBERA,3.07,12.40,0,0,0,20,83,99.6,132,109,28,0,0,0
SANSANE HAOUSSA,1.60,13.83,0,0,0,0,33,-9985,-9912.3,107.4,-9999,0,0,0
SAY,2.35,13.10,0,0,0,0,60.5,131.5,139.5,355.1,59.6,0,0,0
SIA,3.28,12.10,0,0,0,43,78.2,55.2,89,133.5,-29997,-9999,0,0
SIMIRI,2.13,14.13,0,0,0,0,42.5,89,90,87,0,0,0,0
SOKORBE,3.173611,13.508056,0,0,0,0,7,24,176.2,226.5,13,0,0,0
TABALAK,5.666667,15.1,0,0,0,33.4,16.2,-19969,73.7,151,-29997,-9999,0,0
TABELOT,8.93,17.42,0,0,0,4.8,0,0,0,18.7,0,-9999,0,0
TABOTAKI,5.18,13.5,0,0,0,8.5,48.2,23.5,134.5,227,0,0,0,0
TABOYE,6.08,14.55,0,0,0,3,-9984,40.5,140,153.6,-29997,-9999,0,0
TAHOUA,5.30,14.90,0,1.5,0,5.2,1.1,45.3,111.5,106.5,96.3,24,0,0
TAKIETA,8.52,13.67,0,0,0,1,7,34.1,176.5,94.2,62.5,0,0,0
TAKORKA(MADAO,6.15,13.87,0,0,0,-9999,29.5,41,-29997,-19963,-19998,0,0,0
TAMA,5.77,14.27,0,0,0,63.2,-19987.7,84.4,-19941.8,-9904,-29997,-9999,0,0
TAMASKE,5.65,14.82,0,0,0,0,33.6,16,42.6,100,37.9,12,0,0
TAMOU,2.17,12.75,0,0,0,25,52.9,105.7,166.5,98,-9987,0,0,0
TANOUT,8.82,14.95,0,0,0,0,39.1,12.2,51,-9920.8,59,12,0,0
TAPOA,2.40,12.47,5.8,0,0,0,153.3,75,220.7,193.7,-29997,-9999,0,0
TASSARA,5.70,16.87,0,0,0,0,2,17.5,2,42,10,0,0,0
TCHADAOUA,7.45,13.55,0,0,0,0,17.4,11.2,-9939.6,-29997,-9985,0,0,0
TCHINTABARADEN,5.80,15.88,0,0,0,0,0.1,1.2,53.5,111,10,26.5,0,0
TEBARAM,4.45,14.82,0,0,0,-9999,13.5,43.5,-19952.5,-9967.2,-19991.4,-9999,0,0
TERA,0.82,14.03,0,0,0,0,24.9,87,105.3,134.3,84.1,3.8,0,0
TESKER,10.72,15.13,0,0,0,0,0,0,0.4,95.1,2,0,0,0
TESSA,3.40,12.77,0,0,0,20,12,85.5,138.5,224,131.5,0,0,0
TESSAOUA,7.98,13.75,0,0,0,18.2,12.4,27.5,138.7,245.6,48.7,7.4,0,0
TIBIRI (DOUTCHI),4.00,13.10,0,0,0,39.3,10.4,104.1,90.1,244,167.3,8,0,0
TIBIRI MARADI,7.03,13.58,0,0,0,0,23,8,179.5,91,0,0,0,0
TILLABERY,1.45,14.20,0,0.4,0,0,36.7,49.8,176.8,150.4,34.1,0,0,0
TILLIA,4.78,16.13,0,0,0,0,3,1,63.5,100,21.7,12,0,0
TINKIM,8.97,12.88,0,0,0,0,4,25.5,121.5,230.7,139,-9999,0,0
TORODI (AGRI),1.80,13.12,0,0,0,0,90.1,109.2,131.7,177.1,88,0,0,0
TOUKOUNOUS,3.28,14.50,0,0,0,0,91,40,50.4,218.2,24,10,0,0
TOUMNIA,9.03,13.97,0,0,0,0,3,46.6,139.9,223.2,-29997,-9999,0,0
TSERNAOUA,5.33,13.88,0,0,0,53,39.8,-9968.7,72.8,-9933.7,-9999,0,0,0
WACHA,9.28,13.37,0,0,0,0,-9959,-9951,-9898.5,139.5,-9931,-9999,0,0
YAOURI,8.55,13.27,0,0,0,0,3,9,-9953,-9955,-9999,0,0,0
YELOU,3.57,12.25,0,0,0,58.2,22.1,103,-9923,-9833.9,-9915,20.3,0,0
YENI,2.98,13.43,0,0,0,-9999,-29997,66.9,126.1,-9840,49.9,-9999,0,0
ZINDER AERO,8.98,13.78,0,0,0,0,1.6,43.5,195.4,177.6,36.5,0,0,0
ZINDER VILLE,9.00,13.80,0,0,0,-9999,-29997,-29997,218.9,-9874.9,-29997,-9999,0,0
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
