Stations,Longitude,Latitude,Janvier,Fevrier,Mars,Avril,Mai,Juin,Juillet,Aout,Septembre,Octobre,Novembre,Decembre
KOUPELA,-0.35,12.18,0,0,0,0,38.7,124.2,154.9,244.4,122.5,38.2,0,0
KOUROUMA,-4.8,11.62,0,0,0,51.1,54.5,201.3,179.5,204,160.9,101.7,0,0
LERI,-3.38,12.77,0,0,0,16.3,31.8,126.5,165.6,263.4,75.7,53.5,0,0
LOUMANA,-5.35,10.58,0,0,15.1,164,74.3,187.7,220.5,237.2,274.2,208.9,0,0
MAHADAGA,1.75,11.7,0,0,0,0,89.6,75,226,244,158,52.1,0,0
MANE,-1.33,12.98,0,0,0,0,3.9,165.1,114.3,294.7,146.4,44.2,0,0
MANGA,-1.07,11.67,0,0,15.2,19.2,37.4,52.1,235.9,157.7,306.1,99,0,0
MANGODARA,-4.35,9.9,0,0,3.2,182,117.1,141.9,146.7,203.7,211.6,147.6,0,0
MATIAKOUALY,1.03,12.37,0,0,0,0,6,106,137.5,211,204.5,7,0,0
MOGTEDO,-0.83,12.28,0,0,0,0,25.7,71.5,148.7,281.6,190.3,22.9,0,0
N'DOROLA,-4.82,11.77,0,0,0,64.6,42.9,149.5,180.6,301.2,212.9,33.3,0,0
NAMOUNOU,1.7,11.87,0,0,0,12.1,52.2,61.9,173.3,294.5,237.5,43.5,0,0
NANORO,-2.18,12.68,0,0,0,2.9,3.1,97.9,141.6,267.8,147,70.1,0,0
NASSO,-4.43,11.2,0,0,0,94.6,112.6,157,152.7,362.8,241.1,52.6,0,0
NIANGOLOKO,-4.92,10.27,0,0,44.2,47.5,98.9,227.8,261.6,126.5,236.5,97.7,4,0
NIAOGHO,-0.77,11.77,0,0,2.5,19,58.5,37.5,219,166.1,294.3,-29997,0,0
NOUNA,-3.87,12.73,0,0,0,5.3,24.3,93.8,183.3,244.2,109.8,46.7,0,0
ORODARA,-4.92,10.98,0,0,1,69.1,85,170.3,103.5,322.3,182.1,143.5,0,0
OUARGAYE,0.02,11.53,0,0,0,19,104.9,77.3,137.4,211.5,195.1,33.9,0,0
OUO,-3.83,10.4,0,0,8.1,136.7,70.9,158.5,146.9,74.6,191.6,247.5,0,0
PABRE,-1.57,12.52,0,0,0,41.2,16.9,91.9,210.6,321,92.5,58.8,0,0
PAMA,0.7,11.25,0,0,0,13.1,74.1,96.9,103.9,165.2,171.9,97.2,0,0
PIELA,-0.13,12.7,0,0,0,1.2,7.4,40.7,117.7,252.2,117,57.7,0,0
POBE,-1.77,13.9,0,0,0,0,15.1,25.2,74.7,174.5,64.6,19,0,0
REO AGRI,-2.37,12.32,0,0,0,21.3,39.1,151.1,148.5,215.4,146.4,18.5,0,0
SABA,-1.42,12.37,0,0,0,0,7.5,102.9,172.5,225.2,99,37.6,0,0
SAFANE,-3.22,12.13,0,0,0,39,27.7,159.4,116.5,344.8,200,152.6,0,0
SAMOROGOUAN,-4.93,11.4,0,0,0,9.5,73.3,218.8,215.2,340.9,227.4,123.4,0,0
SAPOUY,-1.77,11.55,2.3,0,0,78.8,79.2,95.3,-29997,-29997,159.1,90.7,0,0
SARIA,-2.15,12.27,0,0,0,2.5,20.2,78.4,210.6,252,147.2,43.5,0,0
SEGUENEGA,-1.97,13.43,0,0,0,0,13.1,91.1,143.1,286.4,116.8,17.4,0,0
SIDERADOUGOU,-4.25,10.68,0,0,0,51.7,50,165.7,218,224.7,238.6,120,0,0
SINDOU,-5.17,10.67,0,0,0.1,139.3,104.4,179.7,220.8,309.9,229.2,142.8,0,0
SOLENZO,-4.08,12.18,0,0,3,16.2,73,149.3,199.9,303,200.3,72.3,0,0
SOUROU-GASSAN,-3.22,12.82,0,0,5.3,42,7.3,101.1,139,309.5,154.9,83.6,0,0
TANSILA,-4.38,12.42,0,0,0,19.7,5.9,69.9,150.5,289.6,92.9,34.3,0,0
TEMA,-1.77,13.05,0,0,0,2.3,13.2,90.2,50.6,261.3,81.6,20.7,0,0
TENKODOGO,-0.38,11.77,0,0,2,6.9,77,82.5,246,185.3,114.3,81,0,0
TIEBELE,-0.97,11.1,0,0,0,30.6,73.6,172.8,124.6,147.8,350.4,-29997,0,0
TIKARE,-1.73,13.28,0,0,0,-19998,-29997,114.4,108.4,240.5,125,18,0,0
TIOGO,-2.68,12.18,0,0,9,-19998,5.5,285.4,-29997,-29997,100.2,49.6,0,0
TITAO,-2.07,13.77,0,0,0,0,15.4,84,103.5,293,51,19,0,0
TOENI,-3.18,13.43,0,0,0,0,29,77,66.5,196.6,99.5,-29997,0,0
TOMA,-2.9,12.77,0,0,0.5,2,0,108,114.6,137.8,137.7,73.2,0,0
TOUGAN,-3.07,13.08,0,0,0,22,8.2,95.9,189.3,194.2,50.9,82.7,0,0
TOUGOURI,-0.5,13.32,0,0,0,0,0,52,52.6,149.6,44,52,0,0
VALLEE DU KOU,-4.38,11.37,0,0,0.1,33.8,78.7,123,148.3,243.3,214.6,137,0,0
WONA,-3.43,11.97,0,0,0,28.7,7.7,142.2,158.9,228.9,177.6,70.4,0,0
YAKO,-2.27,12.97,0,0,0,0.6,1.7,61.9,188.1,321.6,129.6,128.5,0,0
YAMBA,0.33,12.3,0,0,0,0,10.7,121.5,191.5,162.9,130,28.9,0,0
ZABRE,-0.6,11.17,0,0,0,26.4,52,115.9,147.8,147,183,14.5,0,0
ZORGHO,-0.62,12.25,0,0,0,1,89.8,132.9,182.9,224.7,103.7,44.2,0,0
BITOU,-0.306111,11.258056,0,0,0,30.9,77.6,113.3,119.6,235.9,175,26,0,0
BOBO-DIOULASS,-4.30,11.17,0,0,0.1,23.8,140.2,154.1,115.9,249.9,276.4,144.6,0,0
BOGANDE,-0.13,12.98,0,0,0,5.8,1.5,39.4,84.8,193.4,96.5,21.8,0,0
BOROMO,-2.92,11.73,0,0,6.3,17,26.6,122.6,181.2,179.4,198.3,91.1,0,0
DEDOUGOU,-3.48,12.47,0,0,0.6,35.3,62.9,156.7,152.2,216.3,223.5,68,0,0
DORI,-0.03,14.03,0,0,0,0,5.8,72.6,80.4,170,39,28.7,0,0
FADA N'GOURMA,0.35,12.07,0,0,0,2.6,42.7,84.4,236.9,220.6,181.2,62.5,0,0
FARAKO-BA (AG,-4.33,11.10,0,0,0,-19998,152,160.9,176.8,348.5,268.2,35.3,0,0
GAO BF,-2.18,11.65,0,0,0,41,44.9,-20007,200.3,182.6,-29997,-29997,0,0
GAOUA,-3.18,10.33,0,0,26.2,95.9,128,261.9,156.5,136.7,264.8,131.3,0,0
GON-BOUSSOUGO,-0.77,11.40,0,0,0,15.5,49.5,66,191,122,181.2,62.4,0,0
KONGOUSSI (BA,-1.534722,13.325833,0,0,0,3.2,3,98.4,66.4,146.1,73.9,34.3,0,0
OUAGADOUGOU A,-1.52,12.35,0,0,0,5.7,13.3,66.4,168,212.4,117.4,32.3,0,0
OUAHIGOUYA,-2.43,13.58,0,0,0,1,37.9,117.9,166.4,172.8,130.5,21.4,0,0
OUANGOLODOUGO,-4.80,10.08,0,0,3.9,114.9,117.3,185.4,115.7,180.5,176.2,160.9,3.5,0
PO,-1.15,11.17,0,0,0,80,62.1,194.4,192.1,209.4,289.3,52.5,0,0
SOUBAKANIEDOU,-5.02,10.48,0,0,2.8,29.9,164.3,147.8,261,162.6,156.2,170.4,0,0
TANGHIN DASSO,-1.72,12.27,0,0,0,0,19.2,121.4,125,201,205.7,32.4,0,0
TIOU-KOUDOUGO,-2.20,11.95,0,0,0,23,10.5,114,117.5,270.9,150.6,95.9,0,0
TIOU-OUAHIGOU,-2.67,13.82,0,0,0,0,9.6,25.7,183.4,269,61.6,28.2,0,0
