STATION,Jan,F‚v,Mar,Avr,Mai,Jui,Jui,Ao–,Sep,Oct,Nov,D‚c
TESSAOUA,**,**,**,0.0,40.0,33.8,214.8,203.4,39.7,6.0,**,**
TIBIRI (DOUTCH,**,**,**,0.0,31.5,62.4,279.8,152.3,144.6,37.3,**,**
TILLABERY,**,**,**,0.0,45.7,85.1,150.9,171.7,97.3,27.8,**,**
TILLIA,**,**,**,0.0,0.0,11.8,102.1,97.6,60.0,25.0,**,**
TINKIM,**,**,**,**,38.0,99.0,143.2,129.1,91.1,9.1,**,**
TORODI (AGRI),**,**,**,0.0,38.7,69.0,194.7,312.0,97.9,38.8,**,**
TOUKOUNOUS,0.0,**,**,0.0,23.2,21.0,105.0,155.5,14.0,0.0,**,**
TSERNAOUA,**,**,**,0.0,9.7,81.0,84.0,180.0,123.0,0.0,**,**
YAOURI,**,**,**,0.0,0.0,103.2,129.0,87.0,64.0,0.0,**,**
YELOU,0.0,0.0,0.0,0.0,104.1,37.5,94.0,117.0,46.0,0.0,0.0,0.0
ZINDER AERO,**,**,**,0.0,18.6,46.6,300.1,222.0,122.8,12.8,**,**
ZINDER VILLE,**,**,**,**,13.7,41.4,242.6,124.0,39.0,0.0,**,**
