STATION,Jan,F‚v,Mar,Avr,Mai,Jui,Jui,Ao–,Sep,Oct,Nov,D‚c
HAM,0.0,0.0,0.0,4.5,76.5,148.0,384.5,441.0,79.0,145.0,0.0,0.0
KAIROUAL,0.0,7.0,0.0,13.5,164.0,156.2,243.5,322.8,177.0,113.2,0.0,0.0
KIM,0.0,0.0,0.0,4.5,75.5,176.3,233.5,390.5,144.3,44.0,0.0,0.0
KOUMRA CT,0.0,0.0,12.0,67.8,42.6,195.0,152.4,231.8,201.1,132.4,0.0,0.0
KOUMRA S/P,0.0,0.0,6.3,70.2,28.5,163.5,159.6,266.9,159.0,138.8,0.0,0.0
KOUNDJOUROU,0.0,0.0,0.0,0.0,11.0,25.7,113.0,318.0,58.0,134.0,0.0,0.0
KRIM-KRIM,0.0,0.0,**,11.1,68.0,210.5,219.9,397.3,204.5,224.4,0.0,0.0
KYABE CT,0.0,0.0,4.6,13.3,86.8,210.2,320.0,201.9,234.7,115.0,0.0,0.0
LAGON,0.0,0.0,6.5,0.5,174.1,235.7,178.3,245.5,154.7,213.5,0.0,0.0
LAI ORSTOM,0.0,0.0,0.0,6.6,87.8,147.3,222.7,355.2,267.9,139.8,0.0,0.0
LARAMANAYE,0.0,0.0,50.8,50.8,123.8,193.6,177.8,178.4,363.4,212.5,0.0,0.0
LERE CT,0.0,0.5,0.0,3.5,91.6,168.5,187.7,257.7,143.1,175.8,0.0,0.0
LERE PREFECTUR,0.0,0.0,0.0,3.5,91.7,163.0,179.0,257.7,143.1,175.5,0.0,0.0
MADANA,0.0,0.0,0.0,16.0,30.0,300.5,239.5,358.0,130.0,168.5,0.0,0.0
MANGALME,0.0,0.0,0.0,0.0,8.5,56.5,169.7,315.5,85.5,51.5,0.0,0.0
MAO,0.0,0.0,0.4,0.0,1.5,18.3,135.2,106.8,5.0,45.0,0.0,0.0
MASSAKORY CLIM,0.0,0.0,0.0,0.0,0.0,27.9,87.4,204.7,0.0,6.6,0.0,0.0
MBALKABRA,0.0,0.0,0.0,11.0,72.5,203.2,201.5,456.9,200.8,217.0,0.0,0.0
MELFI,0.0,0.0,0.0,16.4,73.9,83.7,166.2,230.5,146.9,204.0,0.0,0.0
MOITO,0.0,0.0,6.5,23.0,45.1,273.1,223.1,403.9,167.1,169.3,0.0,0.0
MONGO,0.0,0.0,0.0,9.5,56.3,107.2,243.8,327.0,107.8,153.7,0.0,0.0
MOUNDOU METEO,0.0,0.0,0.0,9.9,91.7,130.5,281.4,311.0,200.4,240.4,0.0,0.0
MOUSSORO,0.0,0.0,0.0,0.0,17.0,23.0,148.5,214.4,25.7,53.3,0.0,0.0
N'DJAMENA AERO,0.0,0.0,0.0,0.0,65.2,58.1,180.4,141.3,128.7,59.1,0.0,0.0
NGOURA,0.0,0.0,0.0,0.0,0.0,0.0,46.2,243.1,36.1,42.3,0.0,0.0
NOKOU,0.0,0.0,0.0,0.0,92.0,0.0,39.0,107.0,32.0,3.0,0.0,0.0
PALA AERO,0.0,0.0,0.0,39.1,147.5,228.2,186.9,198.9,140.5,172.1,0.0,0.0
PONT-KAROL,0.0,0.0,0.0,21.0,71.0,157.2,203.5,412.4,52.6,207.1,0.0,0.0
SARH METEO,0.0,0.0,4.6,17.9,119.0,266.2,227.3,341.3,43.4,127.4,0.0,0.0
TALIA,0.0,0.0,0.0,40.2,64.1,118.9,174.4,317.2,378.8,122.0,0.0,0.0
TAPOL,0.0,0.0,0.0,4.0,19.0,167.5,344.0,372.5,287.0,212.5,0.0,0.0
YAO,0.0,0.0,0.0,0.0,8.0,51.5,100.5,251.5,38.0,47.5,0.0,0.0
