STATION,Jan,F‚v,Mar,Avr,Mai,Jui,Jui,Ao–,Sep,Oct,Nov,D‚c
AB-TOUYOUR,0.0,0.0,0.0,6.3,24.5,96.5,184.5,297.5,90.8,95.9,0.0,0.0
ABECHE,0.0,0.0,0.0,0.0,17.9,28.9,73.8,164.6,28.6,60.9,0.0,0.0
ABOU-DEIA,0.0,0.0,0.0,4.7,205.5,181.8,157.7,289.9,120.7,51.6,0.0,0.0
AM-DJAMENA BIL,0.0,0.0,0.0,0.0,8.2,22.0,116.6,189.5,19.0,64.0,0.0,0.0
AM-TIMAN,0.0,0.0,0.0,30.5,20.6,219.4,145.7,324.9,179.5,105.2,0.0,0.0
ATI,0.0,0.0,0.0,0.0,11.0,15.5,113.4,318.0,58.0,10.0,0.0,0.0
BA-ILLI,0.0,0.0,0.0,5.0,85.0,**,183.5,317.4,90.5,108.0,0.0,0.0
BAIBOKOUM,0.0,0.0,0.0,14.1,171.5,274.5,261.5,250.0,339.5,210.0,0.0,0.0
BANDA SONASUT,0.0,3.5,0.0,29.0,225.5,208.5,133.7,291.3,208.9,181.5,0.0,0.0
BANDARO,0.0,0.0,0.0,5.2,45.5,109.8,131.1,373.6,126.5,146.2,0.0,0.0
BAO,0.0,1.6,6.8,0.0,131.4,164.0,204.3,496.6,206.9,190.8,0.0,0.0
BEBEDJIA,0.0,0.0,2.9,24.4,64.6,201.4,311.1,333.1,161.6,197.1,0.0,0.0
BEBOTO,0.0,0.0,0.0,14.0,36.5,150.1,373.2,345.5,221.5,191.5,0.0,0.0
BEKAMBA,0.0,0.0,0.0,29.7,66.4,238.9,228.5,296.0,255.1,236.3,0.0,0.0
BEKAO,0.0,0.0,0.0,17.0,163.9,194.2,420.4,221.2,373.5,224.0,0.0,0.0
BENOYE S/P,0.0,0.0,0.0,20.0,106.5,155.0,199.5,342.0,186.5,161.0,0.0,0.0
BERE S/P,0.0,0.0,0.0,0.0,110.8,175.8,214.6,561.3,240.3,87.7,0.0,0.0
BILLIAM-OURSY,0.0,0.0,0.0,0.0,51.6,224.9,66.1,267.6,101.8,68.9,0.0,0.0
BILTINE,0.0,0.0,0.0,0.0,34.9,35.0,0.0,112.8,39.5,27.4,0.0,0.0
BITKINE,0.0,0.0,0.0,8.8,64.6,163.5,83.5,300.9,108.7,123.4,0.0,0.0
BOKORO,0.0,0.0,0.0,13.5,11.2,169.9,98.8,211.4,49.3,76.1,0.0,0.0
BOL BERIM,0.0,0.0,0.0,0.7,7.2,60.5,0.0,157.9,19.0,35.7,0.0,0.0
BOL-MATAFO,0.0,0.0,0.0,0.0,32.5,38.0,108.0,272.0,45.0,83.5,0.0,0.0
BONGOR PREFEC.,0.0,0.0,0.0,0.0,59.9,121.9,173.0,266.0,199.1,185.3,0.0,0.0
DADOUAR,0.0,0.0,0.0,6.5,24.5,68.5,59.5,140.8,63.5,96.4,0.0,0.0
DELEP,0.0,0.0,0.0,0.0,6.4,26.2,178.8,250.0,39.3,166.4,0.0,0.0
DELI,0.0,1.7,1.6,87.0,78.2,302.6,174.2,390.2,234.8,264.6,0.0,0.0
DIBININTCHI,0.0,0.0,0.0,0.0,7.8,51.0,74.5,181.5,63.0,17.0,0.0,0.0
DOBA AERO,0.0,0.0,0.0,22.8,56.5,148.5,282.9,418.3,185.5,103.3,0.0,0.0
DONIA,0.0,0.0,2.9,50.4,35.9,155.6,285.8,305.0,306.2,101.1,0.0,0.0
GORE,0.0,0.0,0.0,16.1,88.1,244.9,256.9,373.2,339.9,264.3,0.0,0.0
GOUNDI ONDR,0.0,0.0,0.0,10.0,41.5,265.0,194.5,349.0,237.8,88.7,0.0,0.0
GOUNOU-GAYA,0.0,0.0,0.0,8.0,81.2,218.9,251.8,552.6,136.7,150.4,0.0,0.0
GOZ-BEIDA,0.0,0.0,0.0,0.5,15.5,167.0,117.3,228.6,142.8,94.4,0.0,0.0
GUELENDENG,0.0,0.0,0.0,4.6,82.7,160.1,154.4,282.8,120.5,191.4,0.0,0.0
