STATION,Jan,F‚v,Mar,Avr,Mai,Jui,Jui,Ao–,Sep,Oct,Nov,D‚c
DAN ISSA,0.0,0.0,0.0,0.0,0.0,21.6,84.3,14.0,0.0,**,**,**
DAN MEIRO,0.0,0.0,0.0,0.0,0.0,68.6,82.0,85.0,0.0,**,**,**
DAN TCHIAO,0.0,0.0,0.0,0.0,0.0,118.0,75.5,140.5,21.0,**,**,**
DANGONA,0.0,0.0,0.0,0.0,17.0,24.0,77.3,34.0,41.2,**,**,**
DANKOULOU,0.0,0.0,0.0,0.0,4.0,22.0,38.0,64.0,0.0,**,**,**
DANTCHANDOU,0.0,0.0,0.0,7.5,40.0,60.7,22.2,159.3,33.6,**,**,**
DARGOL,0.0,0.0,0.0,0.0,0.0,61.6,33.0,59.8,0.0,**,**,**
DIFFA,0.0,0.0,0.0,0.0,4.3,61.7,89.0,162.7,9.9,**,**,**
DIOUNDIOU,0.0,0.0,0.0,0.0,12.5,157.4,274.1,186.4,8.6,**,**,**
DJIRATAWA,0.0,0.0,0.0,0.0,2.6,74.1,0.0,0.0,6.0,**,**,**
DOGONDOUTCHI,0.0,0.0,0.0,0.0,11.8,47.6,106.9,143.5,34.0,**,**,**
DOSSO,0.0,0.0,0.0,0.0,66.9,72.8,262.9,116.9,38.5,**,**,**
DOUKOU-DOUKOU,0.0,0.0,0.0,0.0,0.0,82.0,93.0,65.5,28.0,**,**,**
DUNGASS,0.0,0.0,0.0,0.0,0.0,68.9,98.3,125.4,15.0,**,**,**
FALMEY,0.0,0.0,0.0,0.0,29.5,114.2,321.5,227.0,33.0,25.5,0.0,0.0
FALOUEL,0.0,0.0,0.0,0.0,51.0,35.0,96.5,77.5,53.0,**,**,**
FANDOU MAYAKI,0.0,0.0,0.0,0.0,0.0,48.0,38.0,69.0,0.0,**,**,**
FILINGUE,0.0,0.0,0.0,0.0,52.9,79.7,115.6,96.9,4.2,**,**,**
GABAOURI,0.0,0.0,0.0,0.0,2.9,103.6,131.7,219.5,0.0,**,**,**
GABI MAYAKI,0.0,0.0,0.0,0.0,18.0,121.2,159.5,32.0,87.5,**,**,**
GALMA.SEDENT.,0.0,0.0,0.0,0.0,50.0,73.0,129.0,172.0,19.0,**,**,**
GALMI,0.0,0.0,0.0,0.0,80.5,67.0,22.5,42.0,2.0,**,**,**
GARAGOUMSA,0.0,0.0,0.0,0.0,1.7,99.5,0.0,0.0,0.0,**,**,**
GARHANGA,0.0,0.0,0.0,0.0,0.0,109.0,65.0,50.0,45.0,**,**,**
GAYA,0.0,0.0,0.0,27.6,128.0,112.6,193.9,392.0,59.0,**,**,**
GAYA.AGRI,0.0,0.0,0.0,0.0,45.0,87.2,212.2,275.5,57.2,**,**,**
GAZAOUA,0.0,0.0,0.0,0.0,24.9,124.0,144.1,154.0,0.0,**,**,**
GOTHEYE,0.0,0.0,0.0,0.0,53.8,78.9,93.0,209.1,32.0,**,**,**
GOUCHI,0.0,0.0,0.0,0.0,0.0,77.0,94.5,18.0,0.0,**,**,**
GOUDOUMARIA,0.0,0.0,0.0,0.0,4.6,27.6,70.4,141.4,50.1,**,**,**
GOULA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,**,**,**
GOURE (PTT),0.0,0.0,0.0,0.0,0.0,61.1,99.5,128.8,34.9,**,**,**
GUECHEME,0.0,0.0,0.0,0.0,4.5,37.3,229.5,41.9,0.0,**,**,**
GUIDAM ROUMDJI,0.0,0.0,0.0,0.0,2.7,128.7,121.4,185.4,13.5,**,**,**
GUIDAN AMOUMOU,0.0,0.0,0.0,0.0,0.0,114.0,48.0,95.0,0.0,**,**,**
GUIDAN-GAGERE,0.0,0.0,0.0,0.0,15.0,9.3,89.6,141.7,0.0,**,**,**
GUIDIGUIR,0.0,0.0,0.0,0.0,0.0,0.0,122.0,115.0,16.0,**,**,**
GUIDIMOUNI,0.0,0.0,0.0,0.0,0.0,6.0,0.0,82.0,0.0,**,**,**
IBECETANE,0.0,0.0,0.0,0.0,9.3,63.5,101.0,31.0,70.0,**,**,**
IBOHAMANE,0.0,0.0,0.0,0.0,8.6,79.0,160.3,82.0,18.0,**,**,**
IFEROUANE,0.0,0.0,0.0,0.0,2.8,8.1,12.9,5.6,1.0,**,**,**
ILLELA,0.0,0.0,0.0,0.0,8.7,34.4,99.1,71.2,20.5,**,**,**
IN GALL,0.0,0.0,0.0,0.0,18.0,46.5,0.0,0.0,45.0,**,**,**
ISSAWAN,0.0,0.0,0.0,0.0,24.0,36.1,86.9,113.3,0.0,**,**,**
KANEMBAKATCHE,0.0,0.0,0.0,0.0,0.0,46.5,30.8,20.0,0.0,**,**,**
KANTCHE,0.0,0.0,0.0,0.0,0.0,84.0,132.0,265.5,3.8,**,**,**
KAO,0.0,0.0,0.0,0.0,0.0,33.0,18.8,0.0,0.0,**,**,**
KARA - KARA,0.0,0.0,0.0,0.0,0.0,12.6,0.0,9.5,2.8,**,**,**
KAROUFANE,0.0,0.0,0.0,0.0,0.0,113.7,119.7,139.0,8.0,**,**,**
KEITA,0.0,0.0,0.0,0.0,2.5,143.2,255.4,52.5,6.9,**,**,**
KOLO,0.0,0.0,0.0,0.0,13.0,83.2,142.7,151.6,16.0,**,**,**
KONA,0.0,0.0,0.0,0.0,0.0,25.0,75.8,30.8,0.0,**,**,**
KORE MAIROUA,0.0,0.0,0.0,0.0,49.3,36.5,68.9,40.5,30.1,**,**,**
KORGOM,0.0,0.0,0.0,0.0,0.0,98.6,95.8,0.0,0.0,**,**,**
KOUKA,0.0,0.0,0.0,0.0,0.0,32.5,102.2,109.0,0.0,**,**,**
KOYGOLO,0.0,0.0,0.0,0.0,0.0,32.5,144,88.0,50.0,**,**,**
LABA(VILLAG),0.0,0.0,0.0,0.0,0.0,72.0,89.0,81.0,14.0,**,**,**
LOGA,0.0,0.0,0.0,0.0,56.4,50.3,101.1,152.8,70.0,**,**,**
MADAOUA,0.0,0.0,0.0,0.0,12.8,57.1,176.6,188.0,24.0,**,**,**
MADAROUNFA,0.0,0.0,0.0,0.0,16.3,98.2,135.3,193.1,12.0,**,**,**
MAGARIA,0.0,0.0,0.0,7.3,0.0,138.6,134.5,221.1,13.1,**,**,**
MAINE SOROA,0.0,0.0,0.0,0.0,5.2,53.5,118.1,157.6,39.5,**,**,**
MALBAZA,0.0,0.0,0.0,0.0,53.0,35.7,149.0,152.6,6.9,**,**,**
MALLAOUA,0.0,0.0,0.0,0.0,0.0,34.0,169.0,82.0,10.0,**,**,**
MANZO(MADAOUA),0.0,0.0,0.0,0.0,5.0,20.0,76.0,37.5,47.7,**,**,**
MARADI AERO,0.0,0.0,0.0,0.0,20.5,116.4,274.1,127.8,0.5,**,**,**
MARADI VILLE,0.0,0.0,0.0,0.0,12.8,115.6,254.1,82.8,**,**,**,**
MARAKA,0.0,0.0,0.0,0.0,0.0,15.2,50.4,68.1,0.0,**,**,**
MATAMAYE,0.0,0.0,0.0,0.0,0.0,134.8,135.3,282.7,32.7,**,**,**
MATANKARI,0.0,0.0,0.0,4.3,21.2,21.3,74.9,114.1,95.2,**,**,**
MAYAHI,0.0,0.0,0.0,0.0,11.0,86.0,79.1,188.2,9.5,**,**,**
MYRRIAH,0.0,0.0,0.0,0.0,0.0,84.5,176.5,205.9,15.5,**,**,**
N'GOURTI,0.0,0.0,0.0,0.0,0.0,0.0,18.0,7.0,8.5,**,**,**
N'GUIGMI,0.0,0.0,0.0,0.0,10.0,42.8,52.3,54.9,3.8,**,**,**
NIAMEY AERO,0.0,0.0,0.0,3.2,106.3,206.0,188.6,262.5,55.1,13.3,0.0,**
NIAMEY VILLE,0.0,0.0,0.0,0.0,59.5,218.9,181.6,101.5,3.5,**,**,**
OLLELEOUA,0.0,0.0,0.0,0.0,0.0,68.0,45.0,0.0,0.0,**,**,**
OUALLAM,0.0,0.0,0.0,0.0,22.0,91.3,103.3,242.5,0.0,**,**,**
OUNA,0.0,0.0,0.0,0.0,30.0,136.8,185.8,197.5,0.0,**,**,**
OURAFANE,0.0,0.0,0.0,0.0,0.0,96.0,11.2,0.0,0.0,**,**,**
OURNO,0.0,0.0,0.0,0.0,0.0,25.9,87.8,166.4,0.0,**,**,**
SABON BIRNI,0.0,0.0,0.0,0.0,16.0,112.0,198.2,189.0,0.0,**,**,**
SABON GUIDA,0.0,0.0,0.0,0.0,12.1,103.2,100.2,59.0,6.8,**,**,**
SABON MACHI,0.0,0.0,0.0,0.0,9.0,29.3,67.7,48.8,0.0,**,**,**
SABON-GARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.7,0.0,**,**,**
SAE SABOUA,0.0,0.0,0.0,0.0,15.0,90.2,130.5,168.2,0.0,**,**,**
SAMBERA,0.0,0.0,0.0,0.0,12.0,98.0,225.0,151.0,0.0,**,**,**
SASSOUMBROUM,0.0,0.0,0.0,0.0,0.0,12.5,261.5,87.0,13.0,**,**,**
SAY,0.0,0.0,0.0,0.0,40.3,173.2,123.5,138.8,25.2,**,**,**
SIA,0.0,0.0,0.0,0.0,156.9,115.3,273.1,244.5,0.0,**,**,**
TABALAK,0.0,0.0,0.0,0.0,8.6,118.7,94.5,25.0,16.0,**,**,**
TABOTAKI,0.0,0.0,0.0,0.0,0.0,169.4,76.5,131.0,0.0,**,**,**
TABOYE,0.0,0.0,0.0,0.0,0.0,11.9,122.7,91.3,0.0,**,**,**
TAHOUA,0.0,0.0,0.0,0.0,2.5,140.8,102.8,30.8,11.8,**,**,**
TAKIETA,0.0,0.0,0.0,0.0,23.8,133.2,119.1,126.7,24.5,**,**,**
TAMASKE,0.0,0.0,0.0,0.0,17.2,130.0,86.4,106.4,0.0,**,**,**
TAMOU,0.0,0.0,0.0,2.0,83.2,167.0,279.7,91.2,28.0,**,**,**
TANOUT,0.0,0.0,0.0,0.0,5.2,14.5,88.5,85.9,0.0,**,**,**
TASSARA,0.0,0.0,0.0,0.0,2.0,25.0,46.8,70.5,9.5,**,**,**
TCHADAOUA,0.0,0.0,0.0,0.0,1.2,30.4,53.0,23.0,0.0,**,**,**
TCHAKYE,0.0,0.0,0.0,0.0,0.0,22.4,98.1,84.0,7.0,**,**,**
TCHINTABARADEN,0.0,0.0,0.0,0.0,27.5,105.7,206.0,85.9,8.0,**,**,**
TERA,0.0,0.0,0.0,0.0,39.0,68.0,161.0,146.3,68.7,**,**,**
TESKER,0.0,0.0,0.0,0.0,0.0,2.5,48.0,66.8,0.0,**,**,**
TESSA,0.0,0.0,0.0,0.0,85.0,114.2,177.5,144.0,3.0,0.0,0.0,0.0
TESSAOUA,0.0,0.0,0.0,0.0,0.0,145.1,112.4,173.2,6.2,**,**,**
TIBIRI (DOUTCH,0.0,0.0,0.0,0.0,52.5,79.1,175.0,227.9,33.0,**,**,**
TILLABERY,0.0,0.0,0.0,1.5,51.0,58.2,93.9,176.2,25.0,**,**,**
TILLIA,0.0,0.0,0.0,0.0,22.0,76.8,55.6,83.2,0.0,**,**,**
TORODI (AGRI),0.0,0.0,0.0,0.0,65.4,91.0,107.5,164.3,64.2,**,**,**
TOUKOUNOUS,0.0,0.0,0.0,0.0,47.0,40.4,117.9,124.0,0.0,**,**,**
YAOURI,0.0,0.0,0.0,0.0,0.0,15.4,64.0,103.7,6.5,**,**,**
YELOU,0.0,0.0,0.0,0.0,124.4,95.5,140.0,0.0,0.0,**,**,**
ZINDER AERO,0.0,0.0,0.0,0.0,3.8,76.3,132.3,268.6,10.0,**,**,**
